,SpeciesName,NumReferences,NumChar,NumWords,Error
1666,Lonchura malacca,12,8293,1398,200
1667,Lonchura melaena,1,443,73,200
1668,Lonchura molucca,7,2316,374,200
1669,Lonchura montana,1,760,122,200
1670,Lonchura monticola,1,414,66,200
1671,Lonchura nevermanni,1,394,63,200
1672,Lonchura oryzivora,14,4870,799,200
1673,Lonchura pallida,1,345,52,200
1674,Lonchura punctulata,56,17651,2714,200
1675,Lonchura quinticolor,1,375,56,200
1676,Lonchura spectabilis,1,3821,684,200
1677,Lonchura striata,17,3671,583,200
1678,Lonchura stygia,1,726,117,200
1679,Lonchura teerinki,1,450,69,200
1680,Lonchura tristissima,1,1072,171,200
1681,Lonchura vana,1,1268,191,200
1682,Mandingoa nitidula,1,1610,268,200
1684,Neochmia modesta,7,2688,450,200
1685,Neochmia phaeton,12,4654,721,200
1686,Neochmia ruficauda,21,5082,804,200
1687,Neochmia temporalis,12,3579,566,200
1688,Nesocharis ansorgei,1,471,78,200
1689,Nesocharis capistrata,1,584,88,200
1690,Nesocharis shelleyi,1,412,66,200
1691,Nigrita bicolor,1,459,66,200
1692,Nigrita canicapillus,1,399,60,200
1693,Nigrita fusconotus,1,557,92,200
1694,Nigrita luteifrons,1,377,58,200
1695,Odontospiza griseicapilla,1,1273,199,200
1696,Oreostruthus fuliginosus,1,458,73,200
1697,Ortygospiza atricollis,1,388,55,200
1698,Paludipasser locustella,8,2690,443,200
1699,Parmoptila jamesoni,4,1145,167,200
1700,Parmoptila rubrifrons,3,841,124,200
1701,Parmoptila woodhousei,1,1014,158,200
1702,Poephila acuticauda,14,7242,1164,200
1703,Poephila cincta,25,6727,1071,200
1704,Poephila personata,1,1178,201,200
1705,Pyrenestes minor,4,2136,355,200
1706,Pyrenestes ostrinus,22,10794,1637,200
1707,Pyrenestes sanguineus,5,2588,429,200
1708,Pytilia afra,11,3339,553,200
1709,Pytilia hypogrammica,1,388,58,200
1710,Pytilia lineata,1,219,34,200
1711,Pytilia melba,8,1324,203,200
1712,Pytilia phoenicoptera,1,642,96,200
1713,Spermestes bicolor,7,1128,170,200
1714,Spermestes cucullata,10,4146,678,200
1715,Spermestes fringilloides,1,446,67,200
1716,Spermophaga haematina,4,850,139,200
1717,Spermophaga poliogenys,1,550,88,200
1718,Spermophaga ruficapilla,1,927,150,200
1719,Stagonopleura bella,5,2392,400,200
1720,Stagonopleura guttata,15,5373,861,200
1721,Stagonopleura oculata,1,37417,5972,200
1722,Taeniopygia bichenovii,8,2043,320,200
1723,Taeniopygia castanotis,84,31474,5197,200
1724,Taeniopygia guttata,4,921,155,200
1725,Uraeginthus angolensis,9,3451,556,200
1726,Uraeginthus bengalus,21,5019,779,200
1727,Uraeginthus cyanocephalus,2,1053,170,200
1728,Eulacestoma nigropectus,9,2450,378,200
1729,Eupetes macrocerus,11,4427,748,200
1730,Corydon sumatranus,2,921,157,200
1731,Cymbirhynchus affinis,1,13878,2141,200
1732,Cymbirhynchus macrorhynchos,1,13878,2141,200
1733,Eurylaimus harterti,4,16718,2632,200
1734,Eurylaimus javanicus,4,16718,2632,200
1735,Eurylaimus ochromalus,1,13070,1981,200
1736,Psarisomus dalhousiae,11,5560,880,200
1737,Pseudocalyptomena graueri,5,1553,239,200
1738,Sarcophanops samarensis,5,2568,403,200
1739,Sarcophanops steerii,3,1836,288,200
1740,Serilophus lunatus,6,2874,433,200
1741,Serilophus rubropygius,3,244,37,200
1742,Falcunculus frontatus,10,5042,795,200
1743,Falcunculus leucogaster,1,162,22,200
1744,Falcunculus whitei,1,201,32,200
1745,Chamaeza campanisona,1,535,77,200
1746,Chamaeza meruloides,3,781,117,200
1747,Chamaeza mollissima,1,300,46,200
1748,Chamaeza nobilis,2,468,71,200
1749,Chamaeza ruficauda,1,487,71,200
1750,Chamaeza turdina,2,798,124,200
1751,Formicarius analis,9,1969,305,200
1752,Formicarius colma,11,7440,1138,200
1753,Formicarius moniliger,3,476,69,200
1754,Formicarius nigricapillus,1,314,44,200
1755,Formicarius rufifrons,1,353,52,200
1756,Formicarius rufipectus,1,336,49,200
1757,Acanthis flammea,12,3310,536,200
1758,Agraphospiza rubescens,4,802,121,200
1759,Bucanetes githagineus,9,4052,682,200
1760,Bucanetes mongolicus,8,2278,372,200
1761,Callacanthis burtoni,2,373,55,200
1763,Carduelis carduelis,34,9919,1621,200
1764,Carduelis citrinella,8,2394,388,200
1765,Carduelis corsicana,2,915,141,200
1766,Carpodacus dubius,7,1745,267,200
1767,Carpodacus edwardsii,1,335,49,200
1768,Carpodacus erythrinus,9,2394,382,200
1769,Carpodacus formosanus,0,359,54,200
1770,Carpodacus pulcherrimus,1,352,48,200
1771,Carpodacus puniceus,1,429,60,200
1772,Carpodacus rhodochlamys,1,368,51,200
1773,Carpodacus roborowskii,4,1057,157,200
1774,Carpodacus rodochroa,4,3446,539,200
1775,Carpodacus rodopeplus,2,416,59,200
1776,Carpodacus roseus,2,638,99,200
1777,Carpodacus rubicilla,2,690,97,200
1778,Carpodacus rubicilloides,2,296,42,200
1779,Carpodacus sibiricus,3,765,115,200
1780,Carpodacus sillemi,7,995,148,200
1781,Carpodacus sipahi,6,1045,164,200
1782,Carpodacus stoliczkae,0,233,36,200
1783,Carpodacus subhimachalus,6,961,142,200
1784,Carpodacus synoicus,1,445,73,200
1785,Carpodacus thura,1,378,54,200
1786,Carpodacus trifasciatus,1,492,71,200
1787,Carpodacus verreauxii,2,3287,501,200
1788,Carpodacus vinaceus,1,673,106,200
1789,Carpodacus waltoni,1,341,53,200
1790,Chloris ambigua,10,1318,200,200
1791,Chloris chloris,24,4767,768,200
1792,Chloris monguilloti,9,1770,284,200
1793,Chloris sinica,12,2008,308,200
1794,Chloris spinoides,8,1521,227,200
1795,Chlorodrepanis flava,4,2321,391,200
1796,Chlorodrepanis stejnegeri,7,1862,288,200
1797,Chlorodrepanis virens,6,2546,423,200
1798,Chlorophonia callophrys,5,993,169,200
1799,Chlorophonia cyanea,1,1121,170,200
1800,Chlorophonia flavirostris,1,398,57,200
1801,Chlorophonia occipitalis,1,341,49,200
1802,Chlorophonia pyrrhophrys,1,344,48,200
1803,Chrysocorythus estherae,8,1221,179,200
1804,Chrysocorythus mindanensis,9,2375,384,200
1805,Coccothraustes coccothraustes,28,12711,2118,200
1806,Crithagra albogularis,5,1010,147,200
1807,Crithagra ankoberensis,5,1033,159,200
1808,Crithagra atrogularis,4,896,127,200
1809,Crithagra buchanani,4,669,96,200
1810,Crithagra burtoni,4,648,93,200
1811,Crithagra canicapilla,4,394,56,200
1812,Crithagra capistrata,4,743,109,200
1813,Crithagra citrinelloides,5,827,126,200
1814,Crithagra citrinipectus,16,4672,727,200
1815,Crithagra concolor,5,2094,318,200
1816,Crithagra donaldsoni,4,695,98,200
1817,Crithagra dorsostriata,4,642,93,200
1818,Crithagra flavigula,4,976,148,200
1819,Crithagra flaviventris,8,2270,359,200
1820,Crithagra frontalis,4,578,87,200
1821,Crithagra gularis,9,2292,348,200
1822,Crithagra hyposticta,5,612,91,200
1823,Crithagra koliensis,5,905,141,200
1824,Crithagra leucoptera,4,1710,285,200
1825,Crithagra leucopygia,4,724,109,200
1826,Crithagra melanochroa,4,932,135,200
1827,Crithagra menachensis,4,546,84,200
1828,Crithagra mennelli,4,743,107,200
1829,Crithagra mozambica,5,1284,209,200
1830,Crithagra reichardi,6,774,113,200
1831,Crithagra reichenowi,4,755,107,200
1832,Crithagra rothschildi,4,705,106,200
1833,Crithagra rufobrunnea,5,704,107,200
1834,Crithagra scotops,7,3836,623,200
1835,Crithagra striatipectus,2,398,58,200
1836,Crithagra striolata,5,778,116,200
1837,Crithagra sulphurata,8,3677,600,200
1838,Crithagra symonsi,4,2601,431,200
1839,Crithagra totta,4,2524,429,200
1840,Crithagra tristriata,5,922,140,200
1841,Crithagra xantholaema,4,717,102,200
1842,Crithagra xanthopygia,4,702,98,200
1843,Drepanis coccinea,26,9916,1604,200
1844,Eophona migratoria,4,2193,379,200
1845,Eophona personata,1,2685,463,200
1846,Euphonia affinis,6,1847,295,200
1847,Euphonia anneae,1,381,57,200
1848,Euphonia cayennensis,1,1001,151,200
1849,Euphonia chalybea,1,349,53,200
1850,Euphonia chlorotica,7,1600,232,200
1851,Euphonia chrysopasta,1,476,67,200
1852,Euphonia concinna,1,361,54,200
1853,Euphonia cyanocephala,2,671,92,200
1854,Euphonia elegantissima,2,552,78,200
1855,Euphonia finschi,2,554,80,200
1857,Euphonia fulvicrissa,1,370,53,200
1858,Euphonia gouldi,1,1311,211,200
1859,Euphonia hirundinacea,21,11193,1717,200
1860,Euphonia imitans,1,324,50,200
1861,Euphonia jamaica,4,3329,542,200
1862,Euphonia laniirostris,2,820,130,200
1863,Euphonia luteicapilla,4,793,126,200
1864,Euphonia mesochrysa,1,328,48,200
1865,Euphonia minuta,2,891,135,200
1866,Euphonia musica,11,1909,276,200
1867,Euphonia pectoralis,1,558,80,200
1868,Euphonia plumbea,1,379,56,200
1869,Euphonia rufiventris,1,327,48,200
1870,Euphonia saturata,1,371,55,200
1872,Euphonia trinitatis,1,9507,1510,200
1873,Euphonia violacea,2,1490,239,200
1874,Euphonia xanthogaster,2,644,88,200
1875,Fringilla coelebs,54,15318,2502,200
1876,Fringilla montifringilla,17,3539,568,200
1877,Fringilla polatzeki,6,1914,305,200
1878,Fringilla teydea,5,1927,300,200
1879,Haemorhous cassinii,2,1301,205,200
1880,Haemorhous mexicanus,27,7376,1227,200
1881,Haemorhous purpureus,15,3438,555,200
1882,Hemignathus affinis,5,2013,337,200
1883,Hemignathus hanapepe,6,1649,264,200
1884,Hemignathus wilsoni,4,4153,686,200
1885,Hesperiphona abeillei,7,823,125,200
1886,Hesperiphona vespertina,13,4242,717,200
1887,Himatione sanguinea,14,6659,1027,200
1888,Leucosticte arctoa,1,354,55,200
1889,Leucosticte atrata,13,3387,552,200
1890,Leucosticte australis,1,818,141,200
1891,Leucosticte brandti,1,391,54,200
1892,Leucosticte nemoricola,1,429,62,200
1893,Leucosticte tephrocotis,16,6122,992,200
1894,Linaria cannabina,15,6335,1061,200
1895,Linaria flavirostris,13,2989,503,200
1896,Linaria johannis,5,556,83,200
1897,Linaria yemenensis,3,453,72,200
1898,Linurgus olivaceus,7,1252,197,200
1899,Loxia curvirostra,17,7972,1252,200
1900,Loxia leucoptera,7,4139,655,200
1901,Loxia megaplaga,2,2015,307,200
1902,Loxia pytyopsittacus,8,2413,397,200
1903,Loxia scotica,19,5188,796,200
1904,Loxioides bailleui,7,8833,1447,200
1905,Loxops caeruleirostris,5,2942,470,200
1906,Loxops coccineus,2,3397,557,200
1907,Loxops ochraceus,5,3046,522,200
1908,Magumma parva,7,2420,384,200
1909,Manucerthia mana,2,2440,404,200
1910,Mycerobas affinis,3,2560,457,200
1911,Mycerobas carnipes,1,354,50,200
1912,Mycerobas icterioides,1,408,60,200
1913,Mycerobas melanozanthos,1,502,74,200
1914,Oreomystis bairdi,16,4851,763,200
1915,Palmeria dolei,3,4668,764,200
1916,Paroreomyza maculata,3,2228,363,200
1917,Paroreomyza montana,5,2792,429,200
1918,Pinicola enucleator,14,4083,685,200
1919,Procarduelis nipalensis,5,739,103,200
1920,Pseudonestor xanthophrys,12,6709,1060,200
1921,Psittirostra psittacea,3,4650,742,200
1922,Pyrrhoplectes epauletta,1,323,49,200
1923,Pyrrhula aurantiaca,2,1059,175,200
1924,Pyrrhula erythaca,2,348,53,200
1925,Pyrrhula erythrocephala,1,358,53,200
1926,Pyrrhula leucogenis,6,1605,260,200
1927,Pyrrhula murina,16,4817,775,200
1928,Pyrrhula nipalensis,1,642,104,200
1929,Pyrrhula pyrrhula,13,3085,500,200
1931,Rhodopechys alienus,4,1681,282,200
1932,Rhodopechys sanguineus,2,1093,174,200
1933,Rhodospiza obsoleta,1,2200,355,200
1934,Rhynchostruthus louisae,3,1550,247,200
1935,Rhynchostruthus percivali,5,1746,282,200
1936,Rhynchostruthus socotranus,3,1527,234,200
1937,Serinus alario,1,1206,212,200
1938,Serinus canaria,17,5690,970,200
1939,Serinus canicollis,2,1233,207,200
1940,Serinus flavivertex,1,932,151,200
1941,Serinus nigriceps,1,398,59,200
1942,Serinus pusillus,1,1010,162,200
1943,Serinus serinus,4,1540,250,200
1944,Serinus syriacus,1,1552,266,200
1945,Spinus atratus,6,1835,307,200
1946,Spinus atriceps,1,340,51,200
1947,Spinus barbatus,2,1725,294,200
1948,Spinus crassirostris,2,1626,250,200
1949,Spinus cucullatus,5,2773,456,200
1950,Spinus dominicensis,1,447,68,200
1951,Spinus lawrencei,8,6172,1004,200
1952,Spinus magellanicus,3,1950,316,200
1953,Spinus notatus,2,670,98,200
1954,Spinus olivaceus,2,2207,377,200
1955,Spinus pinus,10,7072,1150,200
1956,Spinus psaltria,18,7058,1178,200
1957,Spinus siemiradzkii,3,1984,325,200
1958,Spinus spinescens,3,3414,554,200
1959,Spinus spinus,39,12703,2120,200
1960,Spinus thibetanus,6,1882,289,200
1961,Spinus tristis,37,16038,2620,200
1962,Spinus uropygialis,1,400,55,200
1963,Spinus xanthogastrus,4,2183,357,200
1964,Spinus yarrellii,7,2675,428,200
1965,Telespiza cantans,2,3045,493,200
1966,Telespiza ultima,1,1586,276,200
1967,Acrobatornis fonsecai,14,15310,2533,200
1968,Anabacerthia amaurotis,7,3665,563,200
1969,Anabacerthia lichtensteini,5,3155,477,200
1970,Anabacerthia ruficaudata,10,4803,707,200
1971,Anabacerthia striaticollis,8,4339,700,200
1972,Anabacerthia variegaticeps,12,5519,847,200
1973,Anabazenops dorsalis,9,3652,582,200
1974,Anabazenops fuscus,4,3268,497,200
1975,Ancistrops strigilatus,11,3916,608,200
1976,Anumbius annumbi,11,4682,765,200
1978,Aphrastura spinicauda,23,6585,1019,200
1979,Asthenes anthoides,5,4316,708,200
1980,Asthenes arequipae,9,3950,627,200
1981,Asthenes ayacuchensis,7,2941,465,200
1982,Asthenes baeri,7,4164,675,200
1983,Asthenes berlepschi,8,3233,504,200
1984,Asthenes coryi,4,2841,445,200
1985,Asthenes dorbignyi,8,4700,737,200
1986,Asthenes flammulata,12,5602,865,200
1987,Asthenes fuliginosa,6,3631,562,200
1988,Asthenes griseomurina,6,3292,513,200
1989,Asthenes harterti,5,3394,537,200
1990,Asthenes helleri,4,3159,530,200
1991,Asthenes heterura,5,3678,574,200
1992,Asthenes huancavelicae,8,4789,756,200
1993,Asthenes hudsoni,9,3968,619,200
1994,Asthenes humilis,3,3923,647,200
1995,Asthenes luizae,6,3116,522,200
1996,Asthenes maculicauda,5,3406,535,200
1997,Asthenes modesta,6,4154,662,200
1998,Asthenes moreirae,5,2769,459,200
1999,Asthenes ottonis,4,2797,440,200
2000,Asthenes palpebralis,4,2890,464,200
2001,Asthenes perijana,6,2949,460,200
2002,Asthenes pudibunda,4,3377,550,200
2003,Asthenes pyrrholeuca,7,4190,683,200
2004,Asthenes urubambensis,3,3537,564,200
2005,Asthenes usheri,8,4789,756,200
2006,Asthenes vilcabambae,7,3537,559,200
2007,Asthenes virgata,7,3248,517,200
2008,Asthenes wyatti,11,5654,903,200
2009,Automolus infuscatus,11,4120,638,200
2010,Automolus lammi,7,3366,510,200
2011,Automolus leucophthalmus,9,4275,682,200
2012,Automolus melanopezus,9,3232,492,200
2013,Automolus ochrolaemus,12,5776,883,200
2014,Automolus paraensis,8,3782,602,200
2015,Automolus rufipileatus,9,3948,596,200
2016,Automolus subulatus,12,5402,855,200
2017,Automolus virgatus,12,4659,727,200
2018,Berlepschia rikeri,8,3980,622,200
2019,Campylorhamphus falcularius,5,3854,597,200
2020,Campylorhamphus multostriatus,6,3743,580,200
2021,Campylorhamphus probatus,7,3662,568,200
2022,Campylorhamphus procurvoides,10,4925,771,200
2023,Campylorhamphus pusillus,8,4389,684,200
2024,Campylorhamphus trochilirostris,7,4963,767,200
2025,Certhiasomus stictolaemus,7,3386,548,200
2026,Certhiaxis cinnamomeus,10,3859,613,200
2027,Certhiaxis mustelinus,6,2887,451,200
2029,Cichlocolaptes leucophrus,9,4163,642,200
2030,Cinclodes albidiventris,1,430,62,200
2031,Cinclodes albiventris,8,4873,792,200
2032,Cinclodes antarcticus,8,4867,768,200
2033,Cinclodes aricomae,6,2913,468,200
2034,Cinclodes atacamensis,5,3878,621,200
2035,Cinclodes comechingonus,8,3265,537,200
2036,Cinclodes excelsior,8,4094,644,200
2037,Cinclodes fuscus,8,4824,787,200
2039,Cinclodes nigrofumosus,7,3744,614,200
2040,Cinclodes olrogi,10,3177,516,200
2041,Cinclodes oustaleti,5,3821,625,200
2042,Cinclodes pabsti,7,4333,708,200
2043,Cinclodes palliatus,3,3967,625,200
2044,Cinclodes patagonicus,9,5374,880,200
2045,Cinclodes taczanowskii,7,3049,484,200
2046,Clibanornis dendrocolaptoides,6,3090,476,200
2047,Clibanornis erythrocephalus,6,3733,569,200
2048,Clibanornis rectirostris,8,2782,427,200
2049,Clibanornis rubiginosus,16,5756,885,200
2050,Clibanornis rufipectus,8,3636,573,200
2051,Coryphistera alaudina,9,4837,791,200
2052,Cranioleuca albicapilla,3,3831,612,200
2053,Cranioleuca albiceps,4,3010,484,200
2054,Cranioleuca antisiensis,9,6718,1023,200
2055,Cranioleuca baroni,9,6718,1023,200
2056,Cranioleuca berlepschi,9,3292,512,200
2057,Cranioleuca curtata,6,4168,662,200
2058,Cranioleuca demissa,6,3268,516,200
2059,Cranioleuca dissita,9,3413,563,200
2060,Cranioleuca erythrops,7,4814,784,200
2061,Cranioleuca hellmayri,5,2815,445,200
2062,Cranioleuca henricae,5,3653,599,200
2063,Cranioleuca marcapatae,9,3108,494,200
2064,Cranioleuca muelleri,7,2090,318,200
2065,Cranioleuca obsoleta,7,3241,513,200
2066,Cranioleuca pallida,5,3162,507,200
2067,Cranioleuca pyrrhophia,9,5805,918,200
2068,Cranioleuca semicinerea,6,2937,473,200
2069,Cranioleuca subcristata,4,3192,511,200
2070,Cranioleuca sulphurifera,9,3931,595,200
2071,Cranioleuca vulpecula,10,3434,534,200
2072,Cranioleuca vulpina,11,4454,684,200
2073,Cranioleuca weskei,7,2837,444,200
2074,Deconychura longicauda,8,4165,654,200
2075,Deconychura pallida,10,4590,715,200
2076,Deconychura typica,10,4845,757,200
2077,Dendrexetastes rufigula,9,4242,681,200
2078,Dendrocincla anabatina,5,4555,734,200
2079,Dendrocincla fuliginosa,12,6071,956,200
2080,Dendrocincla homochroa,6,4430,737,200
2081,Dendrocincla merula,7,4589,750,200
2082,Dendrocincla turdina,8,4786,753,200
2083,Dendrocincla tyrannina,6,3827,647,200
2084,Dendrocolaptes certhia,15,7281,1144,200
2085,Dendrocolaptes hoffmannsi,7,3383,548,200
2086,Dendrocolaptes picumnus,13,7001,1081,200
2087,Dendrocolaptes platyrostris,8,4496,723,200
2089,Dendrocolaptes sanctithomae,12,7596,1177,200
2090,Dendroplex kienerii,7,4356,690,200
2091,Dendroplex picus,13,7182,1136,200
2092,Drymornis bridgesii,7,4283,663,200
2093,Drymotoxeres pucheranii,7,3780,604,200
2094,Furnarius cinnamomeus,9,3819,616,200
2095,Furnarius cristatus,3,2773,453,200
2096,Furnarius figulus,4,3840,646,200
2097,Furnarius leucopus,8,5031,797,200
2098,Furnarius longirostris,8,3326,527,200
2099,Furnarius minor,2,1692,286,200
2100,Furnarius rufus,21,5654,921,200
2101,Furnarius torridus,10,3150,513,200
2102,Geocerthia serrana,8,3608,575,200
2103,Geositta antarctica,5,3274,532,200
2104,Geositta crassirostris,5,3133,524,200
2105,Geositta cunicularia,4,4273,691,200
2106,Geositta isabellina,3,2478,412,200
2107,Geositta maritima,3,2699,460,200
2108,Geositta peruviana,4,2947,499,200
2109,Geositta poeciloptera,5,3137,520,200
2110,Geositta punensis,4,2719,472,200
2111,Geositta rufipennis,6,4234,696,200
2112,Geositta saxicolina,3,2584,435,200
2113,Geositta tenuirostris,3,3200,527,200
2114,Glyphorynchus spirurus,11,6243,973,200
2115,Heliobletus contaminatus,9,4273,661,200
2116,Hellmayrea gularis,8,3438,527,200
2117,Hylexetastes perrotii,9,4088,649,200
2118,Hylexetastes stresemanni,7,4187,672,200
2119,Lepidocolaptes affinis,11,6035,948,200
2120,Lepidocolaptes albolineatus,8,3976,649,200
2121,Lepidocolaptes angustirostris,5,4874,769,200
2122,Lepidocolaptes duidae,8,3802,586,200
2123,Lepidocolaptes falcinellus,6,3751,598,200
2124,Lepidocolaptes fatimalimae,7,3720,586,200
2125,Lepidocolaptes fuscicapillus,8,3830,589,200
2126,Lepidocolaptes lacrymiger,7,4267,686,200
2127,Lepidocolaptes leucogaster,4,3917,615,200
2129,Lepidocolaptes souleyetii,10,4929,755,200
2130,Lepidocolaptes squamatus,6,4063,634,200
2131,Leptasthenura aegithaloides,9,7562,1169,200
2132,Leptasthenura andicola,5,4617,766,200
2134,Leptasthenura fuliginiceps,4,3353,534,200
2136,Leptasthenura pileata,4,3517,567,200
2137,Leptasthenura platensis,6,3613,594,200
2138,Leptasthenura setaria,6,3469,553,200
2139,Leptasthenura striata,5,3980,632,200
2140,Leptasthenura striolata,4,2825,447,200
2141,Leptasthenura xenothorax,3,3717,578,200
2142,Limnoctites rectirostris,7,2523,391,200
2143,Limnornis curvirostris,6,3480,547,200
2144,Lochmias nematura,13,4465,698,200
2145,Margarornis bellulus,4,2682,428,200
2146,Margarornis rubiginosus,6,3425,555,200
2147,Margarornis squamiger,6,4376,697,200
2148,Margarornis stellatus,6,3177,491,200
2149,Mazaria propinqua,12,4004,593,200
2150,Megaxenops parnaguae,6,2946,476,200
2151,Metopothrix aurantiaca,9,3552,570,200
2152,Microxenops milleri,8,3423,540,200
2153,Nasica longirostris,8,4163,671,200
2154,Ochetorhynchus andaecola,7,3268,522,200
2155,Ochetorhynchus melanurus,4,3739,617,200
2156,Ochetorhynchus phoenicurus,6,3194,516,200
2157,Ochetorhynchus ruficaudus,5,4191,668,200
2158,Phacellodomus dorsalis,4,3528,550,200
2159,Phacellodomus erythrophthalmus,7,4108,660,200
2160,Phacellodomus ferrugineigula,11,4224,657,200
2161,Phacellodomus inornatus,10,4324,696,200
2162,Phacellodomus maculipectus,4,3047,486,200
2163,Phacellodomus ruber,7,3432,556,200
2164,Phacellodomus rufifrons,8,4459,698,200
2165,Phacellodomus sibilatrix,8,3634,592,200
2166,Phacellodomus striaticeps,4,4199,672,200
2167,Phacellodomus striaticollis,8,3944,626,200
2168,Philydor atricapillus,5,3693,576,200
2169,Philydor erythrocercum,7,4141,644,200
2170,Philydor erythropterum,10,4473,662,200
2171,Philydor fuscipenne,6,4154,618,200
2172,Philydor pyrrhodes,7,2956,447,200
2173,Philydor rufum,10,6037,930,200
2174,Phleocryptes melanops,6,4928,797,200
2175,Premnoplex brunnescens,4,5611,948,200
2177,Premnoplex tatei,10,4555,711,200
2178,Premnornis guttuliger,9,4416,709,200
2179,Pseudasthenes cactorum,6,3075,509,200
2180,Pseudasthenes humicola,8,4959,791,200
2181,Pseudasthenes patagonica,5,2567,420,200
2182,Pseudasthenes steinbachi,7,3123,496,200
2183,Pseudocolaptes boissonneauii,10,4863,768,200
2184,Pseudocolaptes johnsoni,9,4266,680,200
2185,Pseudocolaptes lawrencii,8,4485,719,200
2186,Pseudoseisura cristata,8,3264,528,200
2187,Pseudoseisura gutturalis,6,4252,692,200
2188,Pseudoseisura lophotes,6,3977,656,200
2189,Pseudoseisura unirufa,8,3408,542,200
2190,Pygarrhichas albogularis,26,12085,1839,200
2191,Roraimia adusta,8,3965,628,200
2192,Schoeniophylax phryganophilus,9,3901,636,200
2193,Sclerurus albigularis,10,4845,770,200
2194,Sclerurus caudacutus,9,4483,719,200
2196,Sclerurus guatemalensis,8,4597,728,200
2197,Sclerurus mexicanus,8,4319,658,200
2198,Sclerurus rufigularis,9,3433,544,200
2199,Sclerurus scansor,6,5376,845,200
2200,Siptornis striaticollis,9,3851,606,200
2201,Sittasomus griseicapillus,19,7482,1150,200
2203,Spartonoica maluroides,10,3527,548,200
2204,Sylviorthorhynchus desmurii,14,3520,573,200
2205,Sylviorthorhynchus yanacensis,5,3860,608,200
2206,Synallaxis albescens,15,5281,827,200
2207,Synallaxis albigularis,7,3948,624,200
2208,Synallaxis albilora,7,3416,549,200
2209,Synallaxis azarae,8,4311,698,200
2210,Synallaxis beverlyae,1,3598,568,200
2211,Synallaxis brachyura,6,4017,651,200
2212,Synallaxis cabanisi,10,4343,687,200
2213,Synallaxis candei,8,4208,674,200
2214,Synallaxis castanea,6,2308,368,200
2215,Synallaxis cherriei,10,4544,684,200
2216,Synallaxis chinchipensis,10,2968,460,200
2217,Synallaxis cinerascens,6,3120,501,200
2218,Synallaxis cinerea,9,2799,457,200
2219,Synallaxis cinnamomea,5,4081,651,200
2220,Synallaxis courseni,1,3651,580,200
2221,Synallaxis erythrothorax,9,4350,680,200
2222,Synallaxis frontalis,7,4075,647,200
2223,Synallaxis fuscorufa,5,2466,385,200
2224,Synallaxis gujanensis,14,4994,791,200
2225,Synallaxis hellmayri,5,2834,443,200
2226,Synallaxis hypochondriaca,5,3043,486,200
2227,Synallaxis hypospodia,7,3246,485,200
2228,Synallaxis infuscata,7,3473,570,200
2229,Synallaxis kollari,8,3360,514,200
2230,Synallaxis macconnelli,12,4050,645,200
2231,Synallaxis maranonica,1,2913,461,200
2232,Synallaxis moesta,9,4346,698,200
2233,Synallaxis ruficapilla,10,3475,557,200
2234,Synallaxis rutilans,10,3764,593,200
2235,Synallaxis scutata,9,4554,723,200
2236,Synallaxis simoni,8,2871,451,200
2237,Synallaxis spixi,8,3863,627,200
2238,Synallaxis stictothorax,10,4297,695,200
2239,Synallaxis subpudica,4,2804,444,200
2240,Synallaxis tithys,4,2950,463,200
2241,Synallaxis unirufa,7,4414,719,200
2242,Synallaxis zimmeri,3,3318,531,200
2243,Syndactyla dimidiata,11,3728,574,200
2244,Syndactyla guttulata,5,3759,600,200
2245,Syndactyla roraimae,6,3611,568,200
2246,Syndactyla ruficollis,6,3827,590,200
2247,Syndactyla rufosuperciliata,8,5042,767,200
2248,Syndactyla striata,8,3218,496,200
2249,Syndactyla subalaris,10,5368,831,200
2250,Syndactyla ucayalae,6,3560,543,200
2251,Tarphonomus certhioides,6,4125,670,200
2252,Tarphonomus harterti,6,3311,501,200
2253,Thripadectes flammulatus,7,3671,580,200
2254,Thripadectes holostictus,5,4399,728,200
2255,Thripadectes ignobilis,7,2953,485,200
2256,Thripadectes melanorhynchus,7,3586,574,200
2257,Thripadectes rufobrunneus,8,3995,629,200
2258,Thripadectes scrutator,8,3283,514,200
2259,Thripadectes virgaticeps,5,4459,728,200
2260,Thripophaga amacurensis,5,3569,580,200
2261,Thripophaga cherriei,6,3749,588,200
2262,Thripophaga fusciceps,5,4097,660,200
2263,Thripophaga gutturata,11,4130,648,200
2264,Thripophaga macroura,5,3143,498,200
2265,Upucerthia albigula,3,2842,457,200
2266,Upucerthia dumetaria,5,4325,683,200
2267,Upucerthia saturatior,4,3635,577,200
2268,Upucerthia validirostris,4,4085,650,200
2269,Xenerpestes minlosi,6,3081,478,200
2270,Xenerpestes singularis,5,2726,432,200
2271,Xenops genibarbis,12,5506,894,200
2272,Xenops minutus,7,3149,495,200
2273,Xenops rutilus,14,5164,858,200
2274,Xenops tenuirostris,6,3743,596,200
2275,Xiphocolaptes albicollis,5,5035,813,200
2276,Xiphocolaptes falcirostris,5,4383,694,200
2277,Xiphocolaptes major,5,3753,599,200
2278,Xiphocolaptes promeropirhynchus,13,6906,1074,200
2280,Xiphorhynchus atlanticus,6,3128,496,200
2281,Xiphorhynchus beauperthuysii,1,2916,431,200
2282,Xiphorhynchus chunchotambo,8,2556,381,200
2283,Xiphorhynchus elegans,7,5039,830,200
