,SpeciesName,NumReferences,NumChar,NumWords,Error
6127,Erythrogenys erythrocnemis,1,340,50,200
6128,Erythrogenys erythrogenys,2,1065,165,200
6129,Erythrogenys gravivox,1,369,55,200
6130,Erythrogenys hypoleucos,1,403,59,200
6131,Erythrogenys mcclellandi,2,437,65,200
6132,Erythrogenys swinhoei,1,341,51,200
6133,Macronus ptilosus,3,496,69,200
6134,Macronus striaticeps,1,334,50,200
6135,Mixornis bornensis,2,697,102,200
6136,Mixornis flavicollis,2,281,42,200
6137,Mixornis gularis,11,2365,349,200
6138,Mixornis kelleyi,1,299,46,200
6139,Mixornis prillwitzi,1,287,44,200
6140,Pomatorhinus ferruginosus,2,347,54,200
6141,Pomatorhinus horsfieldii,12,4028,661,200
6142,Pomatorhinus melanurus,5,738,119,200
6143,Pomatorhinus montanus,3,571,83,200
6144,Pomatorhinus musicus,1,451,71,200
6145,Pomatorhinus ochraceiceps,1,881,129,200
6146,Pomatorhinus phayrei,1,323,48,200
6147,Pomatorhinus ruficollis,2,506,75,200
6148,Pomatorhinus schisticeps,1,409,59,200
6149,Pomatorhinus superciliaris,3,625,93,200
6150,Rhopocichla atriceps,17,2914,472,200
6151,Spelaeornis badeigularis,2,538,88,200
6152,Spelaeornis caudatus,1,333,52,200
6153,Spelaeornis chocolatinus,4,875,123,200
6154,Spelaeornis kinneari,3,694,102,200
6155,Spelaeornis longicaudatus,2,350,53,200
6156,Spelaeornis oatesi,2,545,83,200
6157,Spelaeornis reptatus,2,573,84,200
6158,Spelaeornis troglodytoides,2,409,59,200
6159,Stachyris grammiceps,1,367,59,200
6160,Stachyris herberti,1,306,50,200
6161,Stachyris humei,7,1648,247,200
6162,Stachyris leucotis,1,338,52,200
6163,Stachyris maculata,1,342,52,200
6164,Stachyris nigriceps,4,877,126,200
6165,Stachyris nigricollis,1,394,58,200
6166,Stachyris nonggangensis,1,1210,194,200
6167,Stachyris oglei,1,428,65,200
6168,Stachyris poliocephala,1,310,46,200
6169,Stachyris roberti,1,548,84,200
6170,Stachyris strialata,2,438,63,200
6171,Stachyris thoracica,1,328,51,200
6172,Timalia pileata,3,435,63,200
6173,Iodopleura fusca,2,493,79,200
6174,Iodopleura isabellae,2,423,67,200
6175,Iodopleura pipra,2,444,72,200
6176,Laniisoma buckleyi,2,429,63,200
6177,Laniisoma elegans,2,709,109,200
6178,Laniocera hypopyrra,4,1267,195,200
6179,Laniocera rufescens,5,2458,407,200
6180,Myiobius atricaudus,5,2456,374,200
6181,Myiobius barbatus,10,2757,429,200
6182,Myiobius sulphureipygius,3,979,159,200
6183,Myiobius villosus,4,1936,296,200
6184,Onychorhynchus coronatus,19,7225,1136,200
6185,Onychorhynchus mexicanus,19,7225,1136,200
6186,Onychorhynchus occidentalis,19,7225,1136,200
6187,Onychorhynchus swainsoni,7,2518,391,200
6188,Oxyruncus cristatus,12,1750,276,200
6189,Pachyramphus aglaiae,5,2091,333,200
6190,Pachyramphus albogriseus,2,564,84,200
6191,Pachyramphus castaneus,2,2301,353,200
6192,Pachyramphus cinnamomeus,3,2088,345,200
6194,Pachyramphus homochrous,2,722,110,200
6195,Pachyramphus major,3,564,82,200
6196,Pachyramphus marginatus,2,553,82,200
6197,Pachyramphus minor,3,599,92,200
6198,Pachyramphus niger,6,1140,178,200
6199,Pachyramphus polychopterus,2,1074,165,200
6200,Pachyramphus rufus,7,1614,239,200
6201,Pachyramphus spodiurus,2,870,141,200
6202,Pachyramphus surinamus,2,541,81,200
6204,Pachyramphus validus,2,631,95,200
6205,Pachyramphus versicolor,4,1870,312,200
6206,Pachyramphus viridis,2,698,100,200
6207,Pachyramphus xanthogenys,3,681,101,200
6208,Schiffornis aenea,3,606,92,200
6209,Schiffornis major,2,570,91,200
6210,Schiffornis olivacea,3,615,93,200
6211,Schiffornis stenorhyncha,3,645,95,200
6212,Schiffornis turdina,3,730,111,200
6213,Schiffornis veraepacis,3,589,89,200
6214,Schiffornis virescens,2,873,134,200
6215,Terenotriccus erythrurus,1,1770,296,200
6216,Tityra braziliensis,11,4474,728,200
6217,Tityra cayana,11,4474,728,200
6218,Tityra inquisitor,3,1097,162,200
6219,Tityra leucura,7,2127,336,200
6220,Tityra semifasciata,3,921,149,200
6221,Xenopsaris albinucha,16,10703,1747,200
6222,Campylorhynchus albobrunneus,3,2127,348,200
6223,Campylorhynchus brunneicapillus,30,25462,4097,200
6224,Campylorhynchus capistratus,9,3520,551,200
6225,Campylorhynchus chiapensis,4,2301,392,200
6226,Campylorhynchus fasciatus,3,2551,420,200
6227,Campylorhynchus griseus,4,2914,498,200
6228,Campylorhynchus gularis,3,2313,393,200
6229,Campylorhynchus humilis,6,2387,376,200
6230,Campylorhynchus jocosus,3,2177,369,200
6231,Campylorhynchus megalopterus,3,2231,375,200
6232,Campylorhynchus nuchalis,1,2150,352,200
6233,Campylorhynchus rufinucha,6,2339,368,200
6234,Campylorhynchus turdinus,1,1993,321,200
6235,Campylorhynchus yucatanicus,4,2290,380,200
6236,Campylorhynchus zonatus,1,1687,282,200
6237,Cantorchilus griseus,3,1931,333,200
6238,Cantorchilus guarayanus,3,2161,353,200
6239,Cantorchilus leucopogon,4,2140,343,200
6240,Cantorchilus leucotis,5,4148,673,200
6241,Cantorchilus longirostris,4,2299,382,200
6242,Cantorchilus modestus,6,2578,420,200
6243,Cantorchilus nigricapillus,7,3060,496,200
6244,Cantorchilus semibadius,3,2153,354,200
6245,Cantorchilus superciliaris,4,2330,392,200
6246,Cantorchilus thoracicus,3,2346,389,200
6247,Cantorchilus zeledoni,4,2078,336,200
6248,Catherpes mexicanus,4,2838,464,200
6249,Cinnycerthia fulva,5,2246,372,200
6250,Cinnycerthia olivascens,6,2880,467,200
6251,Cinnycerthia peruana,6,2257,371,200
6252,Cinnycerthia unirufa,4,2013,337,200
6253,Cistothorus apolinari,5,3617,586,200
6254,Cistothorus meridae,4,1633,271,200
6255,Cistothorus palustris,15,3520,556,200
6256,Cistothorus platensis,15,2595,393,200
6257,Cistothorus stellaris,23,8112,1321,200
6258,Cyphorhinus arada,6,3594,605,200
6260,Cyphorhinus phaeocephalus,6,2534,400,200
6261,Cyphorhinus thoracicus,8,3359,545,200
6262,Ferminia cerverai,3,1790,294,200
6263,Henicorhina anachoreta,5,2222,364,200
6264,Henicorhina leucophrys,7,3121,523,200
6265,Henicorhina leucoptera,4,2224,374,200
6266,Henicorhina leucosticta,3,1660,274,200
6267,Henicorhina negreti,3,3243,543,200
6268,Hylorchilus navai,3,1589,261,200
6269,Hylorchilus sumichrasti,4,2340,383,200
6270,Microcerculus bambla,9,3959,644,200
6271,Microcerculus marginatus,4,3532,569,200
6272,Microcerculus philomela,4,2413,379,200
6273,Microcerculus ustulatus,3,2288,375,200
6274,Odontorchilus branickii,5,2650,467,200
6275,Odontorchilus cinereus,2,1835,306,200
6276,Pheugopedius atrogularis,3,2064,318,200
6278,Pheugopedius coraya,7,2654,414,200
6279,Pheugopedius eisenmanni,5,2225,378,200
6280,Pheugopedius euophrys,6,3224,523,200
6281,Pheugopedius fasciatoventris,3,2332,382,200
6282,Pheugopedius felix,3,1575,253,200
6283,Pheugopedius genibarbis,4,2434,403,200
6284,Pheugopedius maculipectus,6,2862,466,200
6285,Pheugopedius mystacalis,4,2509,439,200
6287,Pheugopedius rutilus,6,3085,503,200
6289,Pheugopedius sclateri,8,4014,657,200
6290,Pheugopedius spadix,5,2601,402,200
6291,Salpinctes obsoletus,2,1108,179,200
6292,Thryomanes bewickii,20,7919,1276,200
6293,Thryophilus nicefori,16,6002,926,200
6294,Thryophilus pleurostictus,1,1561,273,200
6295,Thryophilus rufalbus,1,1798,303,200
6296,Thryophilus sernai,1,1727,272,200
6297,Thryophilus sinaloa,3,2706,457,200
6298,Thryorchilus browni,5,3106,517,200
6299,Thryothorus albinucha,2,20436,3230,200
6300,Thryothorus ludovicianus,2,20436,3230,200
6301,Troglodytes aedon,28,9047,1477,200
6302,Troglodytes beani,28,9047,1477,200
6303,Troglodytes cobbi,3,2359,401,200
6304,Troglodytes hiemalis,15,4299,692,200
6305,Troglodytes monticola,4,1895,307,200
6306,Troglodytes ochraceus,7,2946,480,200
6307,Troglodytes pacificus,11,5934,959,200
6308,Troglodytes rufociliatus,3,2665,454,200
6309,Troglodytes rufulus,4,2325,384,200
6310,Troglodytes sissonii,1,1306,197,200
6311,Troglodytes solstitialis,4,2886,484,200
6312,Troglodytes tanneri,2,1094,175,200
6313,Troglodytes troglodytes,1,12094,2045,200
6314,Uropsila leucogastra,4,3235,528,200
6315,Cataponera turdoides,8,3010,473,200
6316,Catharus aurantiirostris,4,944,149,200
6317,Catharus bicknelli,26,11932,1810,200
6318,Catharus dryas,3,1012,153,200
6319,Catharus frantzii,2,1879,300,200
6320,Catharus fuscater,3,842,127,200
6321,Catharus fuscescens,21,4987,784,200
6322,Catharus gracilirostris,3,1730,283,200
6323,Catharus guttatus,13,3196,533,200
6324,Catharus maculatus,2,809,110,200
6325,Catharus mexicanus,2,459,66,200
6326,Catharus minimus,15,5240,829,200
6327,Catharus occidentalis,1,636,101,200
6329,Catharus ustulatus,10,4366,683,200
6330,Chlamydochaera jefferyi,4,1044,160,200
6333,Cichlopsis leucogenys,1,419,63,200
6335,Cochoa azurea,1,290,50,200
6336,Cochoa beccarii,1,295,50,200
6337,Cochoa purpurea,12,2312,395,200
6338,Cochoa viridis,7,1831,304,200
6339,Entomodestes coracinus,1,329,53,200
6340,Entomodestes leucotis,2,274,44,200
6341,Geokichla camaronensis,1,563,86,200
6342,Geokichla cinerea,4,1987,318,200
6343,Geokichla citrina,12,6161,1012,200
6344,Geokichla crossleyi,1,397,65,200
6345,Geokichla dohertyi,1,1005,159,200
6346,Geokichla dumasi,1,372,63,200
6347,Geokichla erythronota,4,931,148,200
6348,Geokichla gurneyi,6,2394,390,200
6349,Geokichla guttata,2,1155,184,200
6350,Geokichla interpres,1,1379,229,200
6351,Geokichla joiceyi,1,410,68,200
6352,Geokichla leucolaema,1,405,63,200
6353,Geokichla mendeni,1,435,69,200
6354,Geokichla oberlaenderi,6,2724,452,200
6355,Geokichla peronii,1,417,67,200
6356,Geokichla piaggiae,6,2954,483,200
6357,Geokichla princei,1,376,61,200
6358,Geokichla schistacea,1,233,38,200
6359,Geokichla sibirica,2,906,155,200
6360,Geokichla spiloptera,1,1366,235,200
6361,Geokichla wardii,17,4214,700,200
6362,Geomalia heinrichi,5,1644,257,200
6363,Grandala coelicolor,4,1324,224,200
6364,Hylocichla mustelina,26,12546,2080,200
6365,Ixoreus naevius,14,4663,765,200
6366,Myadestes coloratus,1,274,46,200
6367,Myadestes elisabeth,1,308,53,200
6368,Myadestes genibarbis,7,827,125,200
6369,Myadestes lanaiensis,3,1922,307,200
6370,Myadestes melanops,1,1847,320,200
6371,Myadestes obscurus,11,3122,498,200
6372,Myadestes occidentalis,1,1854,292,200
6373,Myadestes palmeri,14,3516,539,200
6374,Myadestes ralloides,1,339,54,200
6375,Myadestes townsendi,6,2158,339,200
6376,Myadestes unicolor,2,396,62,200
6377,Neocossyphus poensis,1,280,45,200
6378,Neocossyphus rufus,1,460,72,200
6379,Otocichla mupinensis,2,598,93,200
6380,Psophocichla litsitsirupa,6,1594,251,200
6382,Ridgwayia pinicola,8,2944,488,200
6383,Sialia currucoides,19,7801,1249,200
6384,Sialia mexicana,6,4414,742,200
6385,Sialia sialis,24,9932,1545,200
6386,Stizorhina finschi,9,2984,471,200
6387,Stizorhina fraseri,4,577,85,200
6388,Turdus abyssinicus,9,1987,311,200
6389,Turdus albicollis,8,4145,655,200
6390,Turdus albocinctus,3,1206,178,200
6391,Turdus amaurochalinus,1,689,109,200
6394,Turdus arthuri,4,1294,206,200
6395,Turdus assimilis,6,1195,191,200
6396,Turdus atrogularis,4,2429,374,200
6397,Turdus aurantius,12,2063,339,200
6398,Turdus bewsheri,5,1751,295,200
6399,Turdus boulboul,1,311,51,200
6400,Turdus cardis,2,1753,297,200
6401,Turdus celaenops,4,2200,367,200
6402,Turdus chiguanco,1,376,57,200
6403,Turdus chrysolaus,2,396,64,200
6406,Turdus dissimilis,7,3324,535,200
6407,Turdus eremita,11,4613,732,200
6408,Turdus eunomus,4,1748,283,200
6409,Turdus falcklandii,2,1030,169,200
6410,Turdus feae,4,1215,199,200
6411,Turdus flavipes,9,2962,471,200
6412,Turdus fulviventris,3,1936,322,200
6413,Turdus fumigatus,2,2212,368,200
6414,Turdus fuscater,5,3987,661,200
6415,Turdus grayi,4,3013,498,200
6416,Turdus haplochrous,1,293,49,200
6417,Turdus hauxwelli,1,341,54,200
6418,Turdus helleri,2,2743,403,200
6419,Turdus hortulorum,1,446,78,200
6420,Turdus ignobilis,2,919,135,200
6421,Turdus iliacus,13,5376,851,200
6422,Turdus infuscatus,1,335,57,200
6423,Turdus jamaicensis,4,937,147,200
6424,Turdus kessleri,1,285,47,200
6425,Turdus lawrencii,4,607,98,200
6426,Turdus leucomelas,2,1233,214,200
6427,Turdus leucops,4,664,99,200
6428,Turdus lherminieri,6,1200,197,200
6429,Turdus libonyana,3,1412,231,200
6430,Turdus ludoviciae,3,743,127,200
6431,Turdus maculirostris,1,1127,187,200
6432,Turdus mandarinus,6,434,65,200
6433,Turdus maranonicus,1,332,55,200
6434,Turdus maximus,13,5606,900,200
6435,Turdus menachensis,1,241,42,200
6436,Turdus merula,69,21470,3405,200
6437,Turdus migratorius,63,17801,2913,200
6438,Turdus naumanni,2,1605,257,200
6439,Turdus nigrescens,1,1571,264,200
6440,Turdus nigriceps,1,519,80,200
6441,Turdus niveiceps,3,1235,207,200
6442,Turdus nudigenis,2,1727,291,200
6443,Turdus obscurus,9,2079,341,200
6444,Turdus obsoletus,1,386,61,200
6445,Turdus olivaceofuscus,2,510,77,200
6446,Turdus olivaceus,6,2586,431,200
6447,Turdus olivater,1,435,69,200
6448,Turdus pallidus,6,1828,303,200
6449,Turdus pelios,7,2863,470,200
6450,Turdus philomelos,52,16691,2683,200
6451,Turdus pilaris,14,11546,1932,200
6452,Turdus plebejus,2,1900,318,200
6453,Turdus plumbeus,11,1963,300,200
6454,Turdus poliocephalus,4,3982,639,200
6455,Turdus reevei,1,362,58,200
6456,Turdus roehli,2,667,123,200
6458,Turdus rubrocanus,4,595,90,200
6459,Turdus ruficollis,5,990,153,200
6460,Turdus rufitorques,2,778,128,200
6461,Turdus rufiventris,8,2740,456,200
6462,Turdus rufopalliatus,6,2431,388,200
6463,Turdus sanchezorum,0,315,49,200
6464,Turdus serranus,2,403,62,200
6465,Turdus simillimus,6,557,87,200
6466,Turdus smithi,2,946,168,200
6467,Turdus subalaris,2,981,159,200
6468,Turdus swalesi,1,1129,193,200
6469,Turdus tephronotus,2,1238,194,200
6470,Turdus torquatus,1,15328,2452,200
6471,Turdus unicolor,4,1087,179,200
6472,Turdus viscivorus,65,20254,3307,200
6473,Turdus xanthorhynchus,2,477,76,200
6474,Zoothera andromedae,1,343,55,200
6475,Zoothera atrigena,1,581,92,200
6476,Zoothera aurea,2,1011,159,200
6477,Zoothera dauma,1,1885,305,200
6478,Zoothera dixoni,2,468,70,200
6479,Zoothera everetti,2,518,82,200
6480,Zoothera griseiceps,1,403,67,200
6481,Zoothera heinei,2,780,118,200
6482,Zoothera lunulata,6,1799,313,200
6483,Zoothera machiki,1,325,54,200
6484,Zoothera major,2,1211,212,200
6485,Zoothera margaretae,1,349,59,200
6486,Zoothera marginata,2,1543,258,200
6487,Zoothera mollissima,1,527,81,200
6488,Zoothera monticola,1,294,49,200
6489,Zoothera salimalii,3,1421,233,200
6490,Zoothera talaseae,1,581,92,200
6491,Zoothera turipavae,1,279,46,200
6492,Agriornis albicauda,2,565,86,200
6493,Agriornis lividus,2,548,86,200
6494,Agriornis micropterus,1,488,72,200
6495,Agriornis montanus,1,494,75,200
6496,Agriornis murinus,1,325,51,200
6497,Alectrurus risora,2,690,101,200
6498,Alectrurus tricolor,1,418,65,200
6499,Anairetes alpinus,8,3375,539,200
6500,Anairetes fernandezianus,3,788,122,200
6501,Anairetes flavirostris,3,739,109,200
6502,Anairetes nigrocristatus,4,745,110,200
6503,Anairetes parulus,17,11289,1772,200
6504,Anairetes reguloides,2,741,111,200
6505,Aphanotriccus audax,3,433,69,200
6506,Aphanotriccus capitalis,1,2017,323,200
6507,Arundinicola leucocephala,4,1672,272,200
6508,Atalotriccus pilaris,3,478,71,200
6509,Attila bolivianus,7,1430,220,200
6510,Attila cinnamomeus,6,2345,369,200
6511,Attila citriniventris,1,321,50,200
6512,Attila phoenicurus,2,764,115,200
6513,Attila rufus,2,435,68,200
6514,Attila spadiceus,11,3521,568,200
6515,Attila torridus,1,344,57,200
6516,Calyptura cristata,8,4844,762,200
6517,Camptostoma imberbe,1,1633,267,200
6518,Camptostoma obsoletum,5,2707,433,200
6519,Capsiempis flaveola,1,1536,258,200
6520,Casiornis fuscus,1,285,46,200
6521,Casiornis rufus,2,473,74,200
6522,Cnemarchus erythropygius,2,1442,235,200
6523,Cnemotriccus fuscatus,1,1465,244,200
6524,Cnipodectes subbrunneus,1,465,73,200
6525,Cnipodectes superrufus,1,977,158,200
6526,Colonia colonus,1,533,79,200
6527,Colorhamphus parvirostris,3,459,75,200
6528,Conopias albovittatus,1,364,56,200
6529,Conopias cinchoneti,2,511,82,200
6530,Conopias parvus,2,576,92,200
6531,Conopias trivirgatus,1,378,57,200
6532,Contopus albogularis,1,307,49,200
6533,Contopus bogotensis,1,365,57,200
6534,Contopus caribaeus,2,1053,172,200
6535,Contopus cinereus,1,1566,267,200
6536,Contopus cooperi,19,9667,1556,200
6537,Contopus fumigatus,13,5483,795,200
6538,Contopus hispaniolensis,1,307,49,200
6539,Contopus latirostris,1,623,98,200
6540,Contopus lugubris,1,1438,246,200
6541,Contopus nigrescens,1,351,56,200
6542,Contopus ochraceus,1,295,49,200
6543,Contopus pallidus,6,2552,434,200
6544,Contopus pertinax,1,2193,371,200
6545,Contopus punensis,2,333,53,200
6546,Contopus sordidulus,4,1070,186,200
6547,Contopus virens,13,5598,903,200
6548,Corythopis delalandi,1,1064,171,200
6549,Corythopis torquatus,1,1365,218,200
6550,Culicivora caudacuta,1,438,70,200
6551,Deltarhynchus flammulatus,12,6374,1040,200
6552,Elaenia albiceps,5,3291,511,200
6553,Elaenia brachyptera,2,518,77,200
6555,Elaenia chiriquensis,2,625,90,200
6556,Elaenia cristata,2,527,79,200
6557,Elaenia dayi,2,502,77,200
6558,Elaenia fallax,2,545,83,200
6559,Elaenia flavogaster,5,1566,251,200
6560,Elaenia frantzii,4,1647,274,200
6561,Elaenia gigas,1,334,53,200
6562,Elaenia martinica,6,1536,231,200
6563,Elaenia mesoleuca,2,537,79,200
6564,Elaenia obscura,1,470,70,200
6565,Elaenia olivina,2,381,62,200
6566,Elaenia pallatangae,2,627,97,200
6567,Elaenia parvirostris,2,572,83,200
6568,Elaenia pelzelni,1,1446,246,200
6569,Elaenia ridleyana,2,1420,236,200
6570,Elaenia ruficeps,1,378,58,200
6571,Elaenia sordida,1,521,76,200
6572,Elaenia spectabilis,2,377,60,200
6573,Elaenia strepera,1,342,58,200
6574,Empidonax affinis,5,572,92,200
6575,Empidonax albigularis,1,393,59,200
6576,Empidonax alnorum,13,5394,846,200
6577,Empidonax atriceps,1,1626,293,200
6578,Empidonax difficilis,9,3604,555,200
6579,Empidonax flavescens,2,1926,322,200
6580,Empidonax flaviventris,4,1461,225,200
6581,Empidonax fulvifrons,1,1150,190,200
6582,Empidonax hammondii,10,4671,747,200
6583,Empidonax minimus,23,9498,1522,200
6584,Empidonax oberholseri,1,1694,268,200
6585,Empidonax occidentalis,9,3604,555,200
6586,Empidonax traillii,11,5615,885,200
6587,Empidonax virescens,8,2231,365,200
6588,Empidonax wrightii,4,6191,967,200
6589,Empidonomus varius,11,776,116,200
6590,Euscarthmus fulviceps,0,356,55,200
6591,Euscarthmus meloryphus,1,428,62,200
6592,Euscarthmus rufomarginatus,1,415,64,200
6593,Fluvicola albiventer,2,1275,199,200
6594,Fluvicola nengeta,1,677,107,200
6595,Fluvicola pica,7,2006,325,200
6596,Griseotyrannus aurantioatrocristatus,1,1011,147,200
6597,Gubernetes yetapa,1,390,62,200
6599,Hemitriccus cinnamomeipectus,1,340,53,200
6600,Hemitriccus cohnhafti,3,679,108,200
6601,Hemitriccus diops,1,358,56,200
6602,Hemitriccus flammulatus,1,1054,173,200
6603,Hemitriccus furcatus,1,396,62,200
6604,Hemitriccus granadensis,1,329,50,200
6605,Hemitriccus griseipectus,1,307,48,200
6606,Hemitriccus inornatus,1,271,43,200
6607,Hemitriccus iohannis,1,352,54,200
6608,Hemitriccus josephinae,1,457,71,200
6609,Hemitriccus kaempferi,3,888,147,200
6610,Hemitriccus margaritaceiventer,1,516,72,200
6611,Hemitriccus minimus,2,395,59,200
6612,Hemitriccus minor,1,406,59,200
6613,Hemitriccus mirandae,1,362,57,200
6614,Hemitriccus nidipendulus,1,320,50,200
6615,Hemitriccus obsoletus,2,378,61,200
6616,Hemitriccus orbitatus,1,324,53,200
6617,Hemitriccus rufigularis,1,341,54,200
6618,Hemitriccus spodiops,1,294,48,200
6619,Hemitriccus striaticollis,1,361,55,200
6620,Hemitriccus zosterops,1,856,143,200
6621,Hirundinea bellicosa,9,3227,507,200
6622,Hirundinea ferruginea,9,3227,507,200
6623,Hymenops perspicillatus,9,1425,221,200
6624,Inezia caudata,2,472,70,200
6625,Inezia inornata,2,378,60,200
6626,Inezia subflava,3,3269,500,200
6627,Inezia tenuirostris,2,474,70,200
6628,Knipolegus aterrimus,1,499,76,200
6629,Knipolegus cabanisi,1,474,75,200
6630,Knipolegus cyanirostris,1,435,63,200
6631,Knipolegus franciscanus,2,509,79,200
6633,Knipolegus hudsoni,2,341,51,200
6634,Knipolegus lophotes,1,501,82,200
6635,Knipolegus nigerrimus,1,362,55,200
6636,Knipolegus orenocensis,1,310,49,200
6637,Knipolegus poecilocercus,4,2326,340,200
6638,Knipolegus poecilurus,2,423,62,200
6640,Knipolegus signatus,2,457,72,200
6641,Knipolegus striaticeps,1,326,51,200
6642,Lathrotriccus euleri,5,2933,488,200
6643,Lathrotriccus griseipectus,1,444,67,200
6644,Legatus leucophaius,3,1723,290,200
6646,Leptopogon amaurocephalus,1,494,70,200
6647,Leptopogon rufipectus,2,494,76,200
6648,Leptopogon superciliaris,2,1361,232,200
6649,Leptopogon taczanowskii,1,276,45,200
6650,Lessonia oreas,2,1804,307,200
6651,Lessonia rufa,10,1508,239,200
6652,Lophotriccus eulophotes,1,350,56,200
6653,Lophotriccus galeatus,9,1453,217,200
6654,Lophotriccus pileatus,1,639,107,200
6655,Lophotriccus vitiosus,1,572,87,200
6656,Machetornis rixosa,4,2549,406,200
6657,Mecocerculus calopterus,1,341,54,200
6658,Mecocerculus hellmayri,1,305,48,200
6659,Mecocerculus leucophrys,1,505,78,200
6660,Mecocerculus minor,1,323,52,200
6661,Mecocerculus poecilocercus,1,308,48,200
6662,Mecocerculus stictopterus,1,327,50,200
6663,Megarynchus pitangua,3,1528,261,200
6664,Mionectes galbinus,1,1066,161,200
6665,Mionectes macconnelli,8,1431,213,200
6666,Mionectes oleagineus,1,1485,245,200
6667,Mionectes olivaceus,1,382,59,200
6668,Mionectes roraimae,6,1102,168,200
6669,Mionectes rufiventris,1,359,55,200
6670,Mionectes striaticollis,1,352,54,200
6671,Mitrephanes olivaceus,1,335,55,200
6672,Mitrephanes phaeocercus,1,1699,275,200
6673,Muscigralla brevicauda,3,385,60,200
6674,Muscipipra vetula,3,472,70,200
6675,Muscisaxicola albifrons,2,339,52,200
6676,Muscisaxicola albilora,2,456,73,200
6677,Muscisaxicola alpinus,1,688,102,200
6678,Muscisaxicola capistratus,2,519,77,200
6679,Muscisaxicola cinereus,1,364,55,200
6680,Muscisaxicola flavinucha,1,524,80,200
6681,Muscisaxicola fluviatilis,4,1948,309,200
6682,Muscisaxicola frontalis,1,343,52,200
6683,Muscisaxicola griseus,2,330,51,200
6684,Muscisaxicola juninensis,1,324,51,200
6685,Muscisaxicola maclovianus,1,1382,242,200
6686,Muscisaxicola maculirostris,1,359,53,200
6688,Muscisaxicola rufivertex,1,373,55,200
6689,Myiarchus antillarum,2,297,49,200
6690,Myiarchus apicalis,7,1742,281,200
6691,Myiarchus barbirostris,1,362,56,200
6692,Myiarchus cephalotes,1,357,55,200
6693,Myiarchus cinerascens,15,4447,696,200
6694,Myiarchus crinitus,19,6789,1069,200
6695,Myiarchus ferox,7,1373,203,200
6696,Myiarchus magnirostris,2,801,132,200
6697,Myiarchus nugator,1,450,70,200
6698,Myiarchus nuttingi,1,1149,184,200
6699,Myiarchus oberi,1,355,56,200
6700,Myiarchus panamensis,2,607,90,200
6701,Myiarchus phaeocephalus,1,337,53,200
6702,Myiarchus sagrae,1,1160,193,200
6703,Myiarchus semirufus,4,512,85,200
6704,Myiarchus stolidus,1,423,65,200
6705,Myiarchus swainsoni,1,483,70,200
6706,Myiarchus tuberculifer,2,1367,220,200
6707,Myiarchus tyrannulus,4,1789,291,200
6708,Myiarchus validus,1,366,56,200
6709,Myiarchus venezuelensis,1,954,150,200
6710,Myiarchus yucatanensis,1,763,119,200
6711,Myiodynastes bairdii,2,469,70,200
6712,Myiodynastes chrysocephalus,1,395,58,200
6713,Myiodynastes hemichrysus,1,1525,249,200
6714,Myiodynastes luteiventris,1,1089,174,200
6715,Myiodynastes maculatus,6,2346,381,200
6716,Myiodynastes solitarius,6,2346,381,200
6717,Myiopagis caniceps,1,359,56,200
6718,Myiopagis cinerea,1,413,63,200
6719,Myiopagis cotta,3,2902,468,200
6720,Myiopagis flavivertex,1,1048,165,200
6721,Myiopagis gaimardii,1,1304,218,200
6722,Myiopagis olallai,1,316,53,200
6723,Myiopagis parambae,1,328,53,200
6724,Myiopagis subplacens,1,325,53,200
6725,Myiopagis viridicata,2,551,80,200
6726,Myiophobus crypterythrus,6,2491,381,200
6727,Myiophobus cryptoxanthus,7,2106,336,200
6728,Myiophobus fasciatus,1,1263,214,200
6729,Myiophobus flavicans,1,366,57,200
6730,Myiophobus inornatus,2,384,63,200
6731,Myiophobus phoenicomitra,5,1421,213,200
6732,Myiophobus roraimae,1,394,60,200
6733,Myiophobus rufescens,1,304,49,200
6734,Myiornis albiventris,1,295,48,200
6735,Myiornis atricapillus,1,1677,290,200
6736,Myiornis auricularis,2,633,108,200
6737,Myiornis ecaudatus,2,2720,453,200
6738,Myiotheretes fumigatus,1,330,54,200
6739,Myiotheretes fuscorufus,1,355,57,200
6740,Myiotheretes pernix,1,573,89,200
6741,Myiotheretes striaticollis,1,430,62,200
6742,Myiotriccus ornatus,2,763,129,200
6744,Myiozetetes cayanensis,6,1397,204,200
6745,Myiozetetes granadensis,1,1539,259,200
6746,Myiozetetes luteiventris,1,398,59,200
6747,Myiozetetes similis,6,3380,522,200
6748,Neopipo cinnamomea,3,464,72,200
6749,Neoxolmis rufiventris,2,456,69,200
6750,Nephelomyias lintoni,1,368,58,200
6751,Nephelomyias ochraceiventris,1,302,45,200
6752,Nephelomyias pulcher,1,326,51,200
6753,Nesotriccus ridgwayi,2,782,129,200
6754,Ochthoeca cinnamomeiventris,2,582,79,200
6755,Ochthoeca fumicolor,1,475,68,200
6756,Ochthoeca leucophrys,1,296,46,200
6757,Ochthoeca nigrita,2,457,66,200
6758,Ochthoeca oenanthoides,2,363,54,200
6759,Ochthoeca piurae,1,307,50,200
6760,Ochthoeca rufipectoralis,1,367,55,200
6761,Ochthoeca salvini,3,586,91,200
6762,Ochthoeca superciliosa,1,376,55,200
6763,Ochthoeca thoracica,2,535,77,200
6764,Ochthornis littoralis,7,3366,546,200
6765,Oncostoma cinereigulare,1,438,66,200
6766,Oncostoma olivaceum,1,324,52,200
