SpeciesName,NumRef
Peucaea botterii,3
Pipilo ocai,4
Rhynchospiza stolzmanni,4
Spizella breweri,4
Spizella pallida,3
Spizella wortheni,5
Torreornis inexpectata,5
Carpospiza brachydactyla,4
Gymnoris dentata,3
Hypocryptadius cinnamomeus,4
Montifringilla adamsi,3
Passer cordofanicus,3
Passer flaveolus,3
Passer griseus,4
Passer hemileucus,5
Passer rufocinctus,5
Passer shelleyi,4
Passer simplex,5
Passer swainsonii,4
Passer zarudnyi,4
Graminicola bengalensis,3
Laticilla cinerascens,5
Malacopteron magnirostre,3
Malacopteron palawanense,5
Pellorneum capistratum,3
Pellorneum fuscocapillus,3
Ptilocichla falcata,4
Schoeniparus klossi,3
Schoeniparus rufogularis,3
Trichastoma malaccense,5
Turdinus atrigularis,3
Amalocichla sclateriana,3
Drymodes superciliaris,4
Eopsaltria australis,5
Eugerygone rubra,4
Heteromyias albispecularis,5
Kempiella flavovirescens,3
Kempiella griseoceps,3
Pachycephalopsis hattamensis,4
Peneothello cryptoleuca,5
Petroica bivittata,4
Poecilodryas brachyura,4
Poecilodryas hypoleuca,5
Microligea palustris,4
Xenoligea montana,4
Phylloscopus borealis,4
Phylloscopus borealoides,3
Phylloscopus burkii,4
Phylloscopus emilsalimi,4
Phylloscopus fuscatus,3
Phylloscopus grammiceps,3
Phylloscopus kansuensis,4
Phylloscopus magnirostris,5
Phylloscopus montis,5
Phylloscopus nitidus,4
Phylloscopus occipitalis,5
Phylloscopus ogilviegranti,5
Phylloscopus omeiensis,4
Phylloscopus poliogenys,4
Phylloscopus rotiensis,3
Phylloscopus schwarzi,4
Phylloscopus suaramerdu,4
Phylloscopus tephrocephalus,3
Phylloscopus tytleri,3
Phylloscopus valentini,4
Phylloscopus whistleri,5
Phylloscopus xanthodryas,3
Phylloscopus yunnanensis,5
Ceratopipra erythrocephala,4
Chiroxiphia caudata,5
Chiroxiphia linearis,3
Lepidothrix vilasboasi,3
Machaeropterus eckelberryi,5
Machaeropterus regulus,4
Manacus vitellinus,3
Erythropitta caeruleitorques,4
Erythropitta celebensis,4
Erythropitta gazellae,4
Erythropitta novaehibernicae,4
Erythropitta palliceps,4
Erythropitta splendida,4
Erythropitta ussheri,5
Hydrornis baudii,5
Hydrornis cyaneus,4
Hydrornis irena,3
Hydrornis soror,4
Pitta steerii,3
Platylophus galericulatus,5
Batis crypta,5
Batis diops,4
Batis erlangeri,3
Batis ituriensis,3
Batis minor,5
Batis minulla,3
Batis molitor,4
Batis orientalis,5
Batis perkeo,4
Batis poensis,4
Batis reichenowi,5
Batis soror,5
Anaplectes jubaensis,3
Euplectes laticauda,3
Euplectes macroura,5
Foudia flavicans,4
Malimbus ballmanni,4
Malimbus ibadanensis,3
Malimbus racheliae,3
Ploceus angolensis,4
Ploceus aurantius,4
Ploceus bertrandi,3
Ploceus castaneofuscus,3
Ploceus galbula,4
Ploceus melanocephalus,3
Ploceus nigerrimus,4
Ploceus spekei,5
Ploceus spekeoides,3
Ploceus upembae,3
Ploceus velatus,3
Ploceus weynsi,4
Ploceus xanthops,3
Quelea erythrops,5
Microbates collaris,5
Polioptila albiloris,3
Polioptila californica,4
Polioptila dumicola,4
Polioptila lactea,4
Polioptila lembeyei,4
Polioptila melanura,3
Polioptila nigriceps,3
Polioptila schistaceigula,4
Prunella fulvescens,5
Prunella himalayana,5
Prunella koslowi,3
Prunella montanella,3
Prunella ocularis,4
Prunella strophiata,5
Androphobus viridis,5
Ailuroedus crassirostris,5
Ailuroedus melanotis,4
Amblyornis flavifrons,3
Chlamydera guttata,3
Sericulus chrysocephalus,4
Alophoixus bres,3
Alophoixus flaveolus,3
Alophoixus griseiceps,5
Alophoixus ochraceus,3
Alophoixus pallidus,5
Alophoixus phaeocephalus,3
Arizelocichla fusciceps,4
Arizelocichla masukuensis,4
Arizelocichla nigriceps,5
Arizelocichla striifacies,5
Arizelocichla tephrolaema,4
Baeopogon clamans,5
Baeopogon indicator,4
Bleda canicapillus,3
Bleda syndactylus,3
Brachypodius fuscoflavescens,3
Calyptocichla serinus,4
Chlorocichla falkensteini,3
Chlorocichla laetissima,3
Chlorocichla simplex,3
Criniger barbatus,4
Criniger calurus,4
Criniger chloronotus,4
Eurillas curvirostris,4
Eurillas gracilis,5
Eurillas latirostris,4
Hemixos castanonotus,3
Hemixos leucogrammicus,3
Hypsipetes affinis,3
Hypsipetes borbonicus,3
Hypsipetes catarmanensis,3
Hypsipetes chloris,3
Hypsipetes everetti,4
Hypsipetes harterti,3
Hypsipetes haynaldi,4
Hypsipetes longirostris,3
Hypsipetes lucasi,3
Hypsipetes rufigularis,3
Hypsipetes thompsoni,3
Iole finschii,4
Iole viridescens,3
Ixonotus guttatus,4
Ixos malaccensis,3
Ixos mcclellandii,5
Ixos nicobariensis,4
Neolestes torquatus,3
Nok hualon,5
Phyllastrephus cabanisi,3
Phyllastrephus debilis,5
Phyllastrephus fischeri,3
Phyllastrephus poensis,3
Phyllastrephus xavieri,3
Pycnonotus aurigaster,5
Pycnonotus barbatus,4
Pycnonotus bimaculatus,5
Pycnonotus davisoni,4
Pycnonotus finlaysoni,5
Pycnonotus leucogenys,3
Pycnonotus leucops,3
Pycnonotus nieuwenhuisii,4
Pycnonotus nigricans,5
Pycnonotus penicillatus,3
Pycnonotus plumosus,4
Pycnonotus pseudosimplex,4
Pycnonotus snouckaerti,4
Pycnonotus xanthopygos,4
Pycnonotus xanthorrhous,3
Pyrrhurus scandens,3
Rubigula dispar,4
Rubigula flaviventris,4
Rubigula montis,5
Setornis criniger,3
Spizixos canifrons,4
Spizixos semitorques,5
Tricholestes criniger,3
Remiz consobrinus,4
Acropternis orthonyx,4
Eleoscytalopus indigoticus,5
Eugralla paradoxa,4
Liosceles thoracicus,5
Myornis senilis,3
Psilorhamphus guttatus,4
Rhinocrypta lanceolata,4
Scelorchilus albicollis,4
Scytalopus acutirostris,5
Scytalopus affinis,5
Scytalopus argentifrons,3
Scytalopus atratus,4
Scytalopus bolivianus,4
Scytalopus caracae,5
Scytalopus chocoensis,4
Scytalopus femoralis,4
Scytalopus fuscus,4
Scytalopus gonzagai,4
Scytalopus griseicollis,5
Scytalopus latebricola,3
Scytalopus latrans,4
Scytalopus macropus,4
Scytalopus meridanus,5
Scytalopus micropterus,4
Scytalopus novacapitalis,4
Scytalopus pachecoi,5
Scytalopus panamensis,4
Scytalopus parkeri,4
Scytalopus sanctaemartae,4
Scytalopus schulenbergi,3
Scytalopus spillmanni,5
Scytalopus superciliaris,4
Scytalopus unicolor,3
Scytalopus vicinior,5
Scytalopus zimmeri,4
Teledromas fuscus,4
Rhipidura albiventris,4
Rhipidura albogularis,5
Rhipidura cockerelli,4
Rhipidura coultasi,4
Rhipidura drownei,3
Rhipidura habibiei,4
Rhipidura leucothorax,4
Rhipidura maculipectus,3
Rhipidura melanolaema,5
Rhipidura nebulosa,5
Rhipidura nigritorquis,3
Rhipidura ocularis,5
Rhipidura rennelliana,3
Rhipidura rufiventris,3
Rhipidura sauli,4
Rhipidura spilodera,5
Rhipidura teysmanni,3
Rhipidura verreauxi,4
Rhodinocichla rosea,5
Horornis haddeni,3
Horornis seebohmi,4
Urosphena squameiceps,3
Sitta cinnamoventris,3
Sitta formosa,3
Sitta pygmaea,3
Spindalis dominicensis,5
Spindalis nigricephala,5
Spindalis zena,4
Chelidorhynx hypoxanthus,4
Culicicapa helianthea,3
Elminia longicauda,4
Acridotheres burmannicus,3
Acridotheres cinereus,3
Acridotheres javanicus,4
Acridotheres melanopterus,5
Agropsar philippensis,5
Agropsar sturninus,5
Aplonis atrifusca,4
Aplonis circumscripta,4
Aplonis magna,5
Aplonis metallica,4
Aplonis opaca,5
Aplonis pelzelni,3
Aplonis striata,5
Basilornis celebensis,3
Gracula ptilogenys,3
Gracula robusta,4
Gracupica jalla,5
Lamprotornis australis,5
Lamprotornis chalybaeus,4
Lamprotornis chloropterus,4
Lamprotornis hildebrandti,4
Lamprotornis regius,5
Mino dumontii,3
Neocichla gutturalis,3
Notopholia corusca,5
Onychognathus frater,4
Onychognathus tenuirostris,3
Poeoptera femoralis,4
Rhabdornis grandis,3
Rhabdornis rabori,5
Scissirostrum dubium,3
Spodiopsar cineraceus,4
Sturnia erythropygia,3
Conostoma aemodium,3
Myzornis pyrrhoura,3
Paradoxornis heudei,5
Psittiparus gularis,3
Sinosuthora webbiana,5
Suthora fulvifrons,3
Sylvia boehmi,4
Sylvia conspicillata,5
Sylvia hortensis,5
Sylvia leucomelaena,3
Sylvia subalpina,5
Sylvia subcoerulea,5
Teretistris fernandinae,4
Teretistris fornsi,4
Cercomacra brasiliana,5
Drymophila genei,5
Drymophila ochropyga,5
Drymophila squamata,4
Formicivora rufa,4
Herpsilochmus gentryi,5
Herpsilochmus roraimae,5
Herpsilochmus stictocephalus,5
Herpsilochmus sticturus,5
Myrmoderus loricatus,5
Myrmoderus ruficauda,5
Myrmotherula klagesi,5
Myrmotherula minor,5
Myrmotherula unicolor,5
Pithys castaneus,5
Terenura sicki,5
Acanthidops bairdi,5
Anisognathus flavinucha,3
Anisognathus igniventris,3
Anisognathus lacrymosus,3
Anisognathus lunulatus,3
Anisognathus somptuosus,3
Bangsia flavovirens,3
Bangsia rothschildi,4
Charitospiza eucosma,5
Chionodacryon speculiferum,3
Cnemathraupis aureodorsalis,3
Cnemathraupis eximia,3
Conothraupis speculigera,3
Coryphospingus cucullatus,3
Coryphospingus pileatus,3
Diglossa major,3
Diuca diuca,5
Geospiza acutirostris,3
Geospiza difficilis,3
Geospiza propinqua,3
Geospiza scandens,3
Lanio versicolor,3
Lophospingus griseocristatus,4
Lophospingus pusillus,3
Nesospiza acunhae,4
Paroaria nigrogenis,4
Phrygilus patagonicus,3
Pipraeidea bonariensis,4
Poospiza nigrorufa,4
Porphyrospiza caerulescens,4
Pyrrhulagra portoricensis,3
Pyrrhulagra taylori,3
Ramphocelus bresilius,4
Ramphocelus passerinii,3
Ramphocelus sanguinolentus,5
Saltator maximus,3
Sporophila corvina,3
Sporophila funerea,3
Sporophila morelleti,5
Sporophila palustris,4
Sporophila torqueola,3
Tangara cyanotis,5
Tangara desmaresti,3
Tangara fastuosa,3
Tangara guttata,3
Tangara meyerdeschauenseei,3
Tangara nigroviridis,3
Tangara palmarum,5
Tangara phillipsi,3
Wetmorethraupis sterrhopteron,5
Cyanoderma chrysaeum,4
Cyanoderma pyrrhops,5
Cyanoderma ruficeps,4
Macronus ptilosus,3
Pomatorhinus melanurus,5
Pomatorhinus montanus,3
Pomatorhinus superciliaris,3
Spelaeornis chocolatinus,4
Spelaeornis kinneari,3
Stachyris nigriceps,4
Timalia pileata,3
Laniocera hypopyrra,4
Laniocera rufescens,5
Myiobius atricaudus,5
Myiobius sulphureipygius,3
Myiobius villosus,4
Pachyramphus aglaiae,5
Pachyramphus cinnamomeus,3
Pachyramphus major,3
Pachyramphus minor,3
Pachyramphus versicolor,4
Pachyramphus xanthogenys,3
Schiffornis aenea,3
Schiffornis olivacea,3
Schiffornis stenorhyncha,3
Schiffornis turdina,3
Schiffornis veraepacis,3
Tityra inquisitor,3
Tityra semifasciata,3
Campylorhynchus albobrunneus,3
Campylorhynchus chiapensis,4
Campylorhynchus fasciatus,3
Campylorhynchus griseus,4
Campylorhynchus gularis,3
Campylorhynchus jocosus,3
Campylorhynchus megalopterus,3
Campylorhynchus yucatanicus,4
Cantorchilus griseus,3
Cantorchilus guarayanus,3
Cantorchilus leucopogon,4
Cantorchilus leucotis,5
Cantorchilus longirostris,4
Cantorchilus semibadius,3
Cantorchilus superciliaris,4
Cantorchilus thoracicus,3
Cantorchilus zeledoni,4
Catherpes mexicanus,4
Cinnycerthia fulva,5
Cinnycerthia unirufa,4
Cistothorus apolinari,5
Cistothorus meridae,4
Ferminia cerverai,3
Henicorhina anachoreta,5
Henicorhina leucoptera,4
Henicorhina leucosticta,3
Henicorhina negreti,3
Hylorchilus navai,3
Hylorchilus sumichrasti,4
Microcerculus marginatus,4
Microcerculus philomela,4
Microcerculus ustulatus,3
Odontorchilus branickii,5
Pheugopedius atrogularis,3
Pheugopedius eisenmanni,5
Pheugopedius fasciatoventris,3
Pheugopedius felix,3
Pheugopedius genibarbis,4
Pheugopedius mystacalis,4
Pheugopedius spadix,5
Thryophilus sinaloa,3
Thryorchilus browni,5
Troglodytes cobbi,3
Troglodytes monticola,4
Troglodytes rufociliatus,3
Troglodytes rufulus,4
Troglodytes solstitialis,4
Uropsila leucogastra,4
Catharus aurantiirostris,4
Catharus dryas,3
Catharus fuscater,3
Catharus gracilirostris,3
Chlamydochaera jefferyi,4
Geokichla cinerea,4
Geokichla erythronota,4
Geomalia heinrichi,5
Grandala coelicolor,4
Myadestes lanaiensis,3
Stizorhina fraseri,4
Turdus albocinctus,3
Turdus arthuri,4
Turdus atrogularis,4
Turdus bewsheri,5
Turdus celaenops,4
Turdus eunomus,4
Turdus feae,4
Turdus fulviventris,3
Turdus fuscater,5
Turdus grayi,4
Turdus jamaicensis,4
Turdus lawrencii,4
Turdus leucops,4
Turdus libonyana,3
Turdus ludoviciae,3
Turdus niveiceps,3
Turdus poliocephalus,4
Turdus rubrocanus,4
Turdus ruficollis,5
Turdus unicolor,4
Zoothera salimalii,3
Anairetes fernandezianus,3
Anairetes flavirostris,3
Anairetes nigrocristatus,4
Aphanotriccus audax,3
Arundinicola leucocephala,4
Atalotriccus pilaris,3
Camptostoma obsoletum,5
Colorhamphus parvirostris,3
Contopus sordidulus,4
Elaenia albiceps,5
Elaenia flavogaster,5
Elaenia frantzii,4
Empidonax affinis,5
Empidonax flaviventris,4
Empidonax wrightii,4
Hemitriccus cohnhafti,3
Hemitriccus kaempferi,3
Inezia subflava,3
Knipolegus poecilocercus,4
Lathrotriccus euleri,5
Legatus leucophaius,3
Machetornis rixosa,4
Megarynchus pitangua,3
Muscigralla brevicauda,3
Muscipipra vetula,3
Muscisaxicola fluviatilis,4
Myiarchus semirufus,4
Myiarchus tyrannulus,4
Myiopagis cotta,3
Myiophobus phoenicomitra,5
Neopipo cinnamomea,3
Ochthoeca salvini,3
Phaeomyias murina,4
Phaeomyias tumbezana,4
Phelpsia inornata,3
Phyllomyias urichi,5
Platyrinchus mystaceus,4
Poecilotriccus luluae,4
Poecilotriccus sylvia,3
Pseudocolopteryx flaviventris,3
Pyrocephalus nanus,5
Rhynchocyclus brevirostris,3
Rhytipterna holerythra,3
Silvicultrix frontalis,5
Stigmatura napensis,5
Sublegatus obscurior,5
Suiriri suiriri,5
Tolmomyias flavotectus,5
Tolmomyias poliocephalus,4
Tolmomyias traylori,5
Tolmomyias viridiceps,4
Tyrannus crassirostris,3
Tyrannus cubensis,5
Xolmis cinereus,4
Xolmis coronatus,4
Xolmis rubetra,4
Xolmis salinarum,4
Zimmerius acer,3
Zimmerius albigularis,4
Zimmerius chicomendesi,4
Zimmerius improbus,4
Zimmerius petersi,3
Zimmerius villarejoi,3
Urocynchramus pylzowi,4
Artamella viridis,4
Calicalicus rufocarpalis,3
Cyanolanius comorensis,4
Euryceros prevostii,3
Falculea palliata,4
Newtonia amphichroa,3
Newtonia archboldi,4
Newtonia brunneicauda,4
Prionops plumatus,3
Prionops retzii,3
Pseudobias wardi,3
Tephrodornis virgatus,3
Xenopirostris xenopirostris,4
Vidua orientalis,3
Erpornis zantholeuca,4
Hylophilus flavipes,5
Tunchiornis ochraceiceps,5
Vireo gilvus,4
Vireo magister,4
Dasycrotapha pygmaea,3
Heleia goodfellowi,4
Sterrhoptilus dennistouni,4
Yuhina brunneiceps,5
Yuhina everetti,3
Zosterops auriventer,5
Zosterops borbonicus,4
Zosterops ceylonensis,4
Zosterops chloris,4
Zosterops consobrinorum,5
Zosterops eurycricotus,3
Zosterops explorator,4
Zosterops flavus,4
Zosterops griseovirescens,3
Zosterops kulambangrae,5
Zosterops mauritianus,4
Zosterops mbuluensis,3
Zosterops melanurus,4
Zosterops modestus,3
Zosterops natalis,5
Zosterops pallidus,3
Zosterops rendovae,5
Zosterops simplex,5
Zosterops somadikartai,4
Zosterops virens,4
Zosterops winifredae,5
Zosterops xanthochroa,5
Zosterornis hypogrammicus,3
Zosterornis latistriatus,3
Zosterornis nigrorum,3
Zosterornis striatus,3
Chelidoptera tenebrosa,5
Hapaloptila castanea,3
Malacoptila fulvogularis,5
Malacoptila mystacalis,5
Malacoptila panamensis,4
Malacoptila rufa,3
Malacoptila semicincta,5
Micromonacha lanceolata,3
Monasa flavirostris,4
Monasa morphoeus,5
Monasa nigrifrons,5
Nonnula amaurocephala,4
Notharchus pectoralis,4
Notharchus swainsoni,5
Capito aurovirens,5
Capito brunneipectus,4
Capito dayi,4
Capito maculicoronatus,4
Capito niger,4
Capito quinticolor,5
Capito squamatus,4
Eubucco bourcierii,3
Eubucco tucinkae,3
Brachygalba albogularis,5
Brachygalba goeringi,4
Brachygalba lugubris,4
Brachygalba salmoni,4
Galbalcyrhynchus leucotis,4
Galbalcyrhynchus purusianus,4
Galbula chalcothorax,4
Galbula cyanescens,4
Galbula cyanicollis,4
Galbula galbula,4
Galbula leucogastra,5
Galbula pastazae,4
Galbula ruficauda,3
Galbula tombacea,4
Indicator willcocksi,3
Melignomon eisentrauti,4
Buccanodon dowsetti,5
Buccanodon duchaillui,5
Lybius chaplini,3
Lybius leucocephalus,4
Lybius rubrifacies,3
Lybius undatus,5
Lybius vieilloti,5
Pogoniulus chrysoconus,4
Pogoniulus pusillus,3
Pogoniulus subsulphureus,3
Pogonornis bidentatus,4
Pogonornis macclounii,3
Pogonornis minor,3
Pogonornis rolleti,3
Stactolaema whytii,3
Trachyphonus darnaudii,4
Trachyphonus margaritatus,3
Trachyphonus usambiro,3
Tricholaema frontata,4
Tricholaema melanocephala,3
Caloramphus fuliginosus,4
Psilopogon flavifrons,4
Psilopogon lagrandieri,3
Psilopogon monticola,3
Psilopogon nuchalis,5
Psilopogon oorti,5
Psilopogon pulcherrimus,4
Psilopogon zeylanicus,5
Blythipicus pyrrhotis,4
Campephilus gayaquilensis,4
Campephilus guatemalensis,5
Campephilus leucopogon,5
Campephilus pollens,5
Campephilus robustus,4
Campethera bennettii,5
Campethera cailliautii,3
Campethera nivosa,3
Campethera punctuligera,3
Celeus castaneus,5
Celeus elegans,5
Celeus loricatus,4
Celeus spectabilis,4
Chrysocolaptes erythrocephalus,3
Chrysocolaptes haematribon,3
Chrysocolaptes stricklandi,5
Chrysocolaptes validus,4
Chrysocolaptes xanthocephalus,3
Chrysophlegma miniaceum,3
Dendrocopos analis,3
Dendrocopos assimilis,4
Dendrocopos atratus,5
Dendrocopos macei,3
Dendrocopos syriacus,4
Dendropicos elliotii,4
Dendropicos gabonensis,4
Dendropicos lugubris,5
Dendropicos spodocephalus,3
Dendropicos stierlingi,3
Dendropicos xantholophus,3
Dinopium everetti,4
Dryobates cathpharius,3
Dryocopus hodgei,4
Gecinulus grantia,5
Leiopicus mahrattensis,5
Melanerpes chrysauchen,3
Melanerpes chrysogenys,4
Melanerpes flavifrons,3
Melanerpes hoffmannii,5
Melanerpes hypopolius,5
Melanerpes portoricensis,5
Melanerpes pulcher,4
Melanerpes radiolatus,4
Mulleripicus funebris,4
Nesoctites micromegas,5
Picoides ramsayi,4
Piculus litae,5
Piculus simplex,5
Picumnus cinnamomeus,5
Picumnus fuscus,4
Picumnus granadensis,4
Picumnus lafresnayi,5
Picumnus nebulosus,5
Picumnus pygmaeus,5
Picumnus rufiventris,4
Picumnus sclateri,4
Picumnus steindachneri,3
Picumnus subtilis,5
Sphyrapicus thyroideus,4
Andigena cucullata,4
Andigena hypoglauca,5
Andigena laminirostris,5
Andigena nigrirostris,5
Aulacorhynchus coeruleicinctis,3
Aulacorhynchus haematopygus,4
Aulacorhynchus huallagae,3
Pteroglossus castanotis,3
Ramphastos brevis,5
Selenidera nattereri,5
Selenidera spectabilis,5
Cacatua ducorpsii,4
Agapornis lilianae,3
Agapornis nigrigenis,5
Agapornis swindernianus,5
Alisterus chloropterus,3
Amazona diadema,3
Amazona guatemalae,4
Amazona kawalli,3
Amazona mercenarius,5
Amazona rhodocorytha,3
Ara rubrogenys,4
Bolbopsittacus lunulatus,4
Bolborhynchus ferrugineifrons,3
Bolborhynchus orbygnesius,5
Chalcopsitta atra,4
Chalcopsitta scintillata,3
Charmosyna amabilis,4
Charmosyna diadema,5
Charmosyna meeki,4
Charmosyna placentis,4
Charmosyna stellae,5
Coracopsis sibilans,3
Cyanopsitta spixii,3
Cyclopsitta diophthalma,3
Cyclopsitta gulielmitertii,4
Eclectus cornelia,4
Eclectus riedeli,4
Enicognathus leptorhynchus,5
Eos reticulata,4
Eupsittula cactorum,5
Forpus xanthops,4
Hapalopsittaca pyrrhops,5
Loriculus beryllinus,5
Loriculus exilis,3
Loriculus pusillus,3
Loriculus sclateri,5
Loriculus stigmatus,3
Loriculus tener,3
Lorius albidinucha,3
Lorius chlorocercus,5
Lorius hypoinochrous,3
Micropsitta keiensis,3
Micropsitta meeki,5
Nannopsittaca dachilleae,4
Neophema elegans,4
Oreopsittacus arfaki,3
Pionites xanthomerius,5
Pionites xanthurus,5
Pionus chalcopterus,4
Poicephalus crassus,4
Poicephalus meyeri,4
Poicephalus rufiventris,4
Polytelis alexandrae,3
Primolius auricollis,4
Primolius couloni,4
Prioniturus luconensis,5
Prioniturus montanus,3
Prioniturus waterstradti,3
Pseudeos fuscata,4
Psittacella brehmii,5
Psittacella madaraszi,3
Psittacella picta,3
Psittacula caniceps,5
Psittacula derbiana,4
Psittaculirostris cervicalis,3
Psittaculirostris desmarestii,3
Psittaculirostris godmani,3
Psittinus abbotti,4
Psittinus cyanurus,4
Psittrichas fulgidus,5
Pyrilia barrabandi,4
Pyrrhura amazonum,4
Pyrrhura egregia,5
Pyrrhura hoematotis,5
Pyrrhura hoffmanni,5
Pyrrhura pfrimeri,4
Pyrrhura snethlageae,4
Rhynchopsitta terrisi,5
Tanygnathus sumatranus,5
Touit stictopterus,5
Touit surdus,5
Trichoglossus flavoviridis,5
Trichoglossus johnstoniae,4
Trichoglossus meyeri,5
Trichoglossus rubiginosus,4
Vini kuhlii,4
Vini stepheni,5
Asio abyssinicus,5
Bubo ascalaphus,3
Bubo coromandus,4
Bubo magellanicus,3
Glaucidium bolivianum,5
Glaucidium californicum,5
Glaucidium castaneum,3
Glaucidium castanotum,4
Glaucidium jardinii,4
Glaucidium sanchezi,4
Glaucidium siju,4
Glaucidium sjostedti,5
Glaucidium tucumanum,4
Margarobyas lawrencii,5
Megascops albogularis,5
Megascops atricapilla,5
Megascops colombianus,5
Megascops cooperi,4
Megascops gilesi,5
Megascops ingens,5
Megascops koepckeae,5
Megascops roboratus,5
Megascops seductus,4
Megascops trichopsis,3
Nesasio solomonensis,4
Ninox granti,3
Ninox ios,3
Ninox leventisi,5
Ninox malaitae,3
Ninox meeki,3
Ninox mindorensis,5
Ninox ochracea,3
Ninox odiosa,3
Ninox philippensis,4
Ninox randi,3
Ninox roseoaxillaris,4
Ninox rumseyi,5
Ninox spilonotus,5
Ninox squamipila,4
Ninox sumbaensis,3
Ninox theomacha,3
Otus alius,3
Otus balli,5
Otus brucei,5
Otus elegans,4
Otus feae,5
Otus fuliginosus,4
Otus gurneyi,4
Otus hartlaubi,5
Otus lettia,3
Otus magicus,5
Otus manadensis,4
Otus mendeni,3
Otus mirus,5
Otus moheliensis,4
Otus nigrorum,4
Otus sagittatus,5
Otus siaoensis,4
Otus socotranus,5
Otus spilocephalus,3
Otus sunia,3
Otus tempestatis,3
Pseudoscops grammicus,5
Ptilopsis granti,3
Pulsatrix koeniswaldiana,5
Pyrroglaux podargina,4
Strix hadorami,3
Strix nivicolum,3
Strix rufipes,4
Strix seloputo,3
Uroglaux dimorpha,3
Tyto inexspectata,3
Apalharpactes mackloti,3
Apaloderma narina,3
Harpactes diardii,4
Harpactes wardi,3
Pharomachrus antisianus,5
Priotelus temnurus,5
Temnotrogon roseigaster,5
Trogon bairdii,4
Trogon chionurus,5
Trogon clathratus,3
Trogon massena,4
Trogon mesurus,4
Trogon personatus,4
