SpeciesName,NumRef
Cittura cyanotis,5
Cittura sanghirensis,3
Clytoceyx rex,5
Corythornis leucogaster,5
Corythornis madagascariensis,5
Corythornis nais,4
Corythornis thomensis,5
Dacelo gaudichaud,5
Dacelo tyro,4
Halcyon badia,3
Halcyon gularis,3
Megaceryle maxima,5
Pelargopsis amauroptera,4
Syma torotoro,4
Tanysiptera carolinae,4
Tanysiptera ellioti,4
Tanysiptera riedelii,5
Todiramphus godeffroyi,3
Todiramphus pelewensis,5
Atelornis crossleyi,5
Atelornis pittoides,3
Coracias abyssinicus,5
Eurystomus azureus,3
Merops americanus,5
Merops bullockoides,5
Merops bulocki,3
Merops cyanophrys,5
Merops malimbicus,3
Merops muelleri,3
Merops oreobates,3
Merops persicus,3
Merops revoilii,3
Merops viridissimus,5
Aspatha gularis,3
Baryphthengus martii,4
Baryphthengus ruficapillus,4
Hylomanes momotula,3
Momotus aequatorialis,5
Momotus bahamensis,3
Momotus momota,5
Momotus subrufescens,5
Todus angustirostris,3
Todus subulatus,4
Falco newtoni,4
Falco rusticolus,3
Falco severus,4
Leptosomus discolor,4
Calamanthus montanellus,4
Crateroscelis murina,4
Crateroscelis nigrorufa,3
Crateroscelis robusta,4
Gerygone flavolateralis,3
Gerygone levigaster,4
Gerygone olivacea,3
Gerygone tenebrosa,3
Pachycare flavogriseum,5
Sericornis arfakianus,3
Sericornis beccarii,3
Sericornis humilis,4
Sericornis papuensis,4
Sericornis perspicillatus,3
Sericornis rufescens,3
Sericornis spilodera,4
Acrocephalus aequinoctialis,4
Acrocephalus agricola,3
Acrocephalus bistrigiceps,3
Acrocephalus griseldis,5
Acrocephalus longirostris,3
Acrocephalus melanopogon,4
Acrocephalus rodericanus,3
Acrocephalus sorghophilus,3
Acrocephalus vaughani,3
Calamonastides gracilirostris,3
Hippolais polyglotta,4
Iduna caligata,3
Iduna opaca,3
Iduna pallida,5
Iduna rama,5
Iduna similis,4
Aegithalos annamensis,3
Aegithalos concinnus,3
Psaltria exilis,5
Alaemon hamertoni,3
Alauda leucoptera,4
Alauda razae,3
Alaudala somalica,4
Ammomanes cinctura,4
Ammomanopsis grayi,5
Calandrella acutirostris,5
Calandrella blanfordi,4
Calandrella eremica,3
Calendulauda africanoides,4
Calendulauda albescens,5
Calendulauda burra,3
Calendulauda erythrochlamys,4
Calendulauda poecilosterna,4
Certhilauda semitorquata,3
Chersomanes albofasciata,5
Eremalauda eremodites,3
Eremophila bilopha,4
Eremopterix hova,3
Eremopterix leucopareia,3
Eremopterix leucotis,3
Eremopterix nigriceps,5
Eremopterix signatus,3
Galerida deva,4
Galerida magnirostris,5
Heteromirafra ruddi,5
Melanocorypha bimaculata,4
Melanocorypha maxima,4
Melanocorypha yeltoniensis,3
Mirafra apiata,4
Mirafra ashi,3
Mirafra assamica,4
Mirafra cheniana,3
Mirafra cordofanica,3
Mirafra erythrocephala,3
Mirafra erythroptera,3
Mirafra fasciolata,4
Mirafra pulpa,4
Mirafra rufocinnamomea,5
Mirafra williamsi,4
Pinarocorys nigricans,4
Ramphocoris clotbey,3
Spizocorys conirostris,5
Spizocorys fringillaris,5
Spizocorys personata,3
Spizocorys sclateri,3
Artamus maximus,5
Artamus superciliosus,5
Cracticus argenteus,4
Atrichornis clamosus,5
Atrichornis rufescens,5
Cryptosylvicola randrianasoloi,4
Randia pseudozosterops,3
Thamnornis chloropetoides,4
Calcarius ornatus,5
Calcarius pictus,4
Plectrophenax hyperboreus,4
Calyptomena viridis,3
Calyptophilus frugivorus,4
Celebesica abbotti,3
Coracina boyeri,3
Coracina dobsoni,3
Coracina lineata,3
Coracina macei,5
Coracina temminckii,5
Coracina welchmani,5
Cyanograucalus azureus,3
Edolisoma mindanense,4
Edolisoma ostentum,4
Edolisoma remotum,3
Lalage atrovirens,3
Lalage leucopyga,3
Lalage melaschistos,3
Malindangia mcgregori,3
Pericrocotus flammeus,5
Amaurospiza moesta,5
Cardinalis phoeniceus,4
Caryothraustes poliogaster,3
Cyanocompsa parellina,3
Cyanoloxia glaucocaerulea,4
Granatellus pelzelni,4
Granatellus sallaei,4
Granatellus venustus,4
Habia atrimaxillaris,3
Habia cristata,3
Habia fuscicauda,4
Habia gutturalis,4
Habia olivacea,3
Habia stolzmanni,3
Passerina leclancherii,5
Passerina rositae,4
Passerina versicolor,3
Pheucticus chrysopeplus,3
Piranga flava,4
Certhia discolor,3
Certhia manipurensis,5
Certhia tianquanensis,4
Chloropsis aurifrons,3
Chloropsis flavipennis,3
Cinclosoma alisteri,4
Ptilorrhoa caerulescens,4
Camaroptera brachyura,5
Camaroptera harterti,4
Camaroptera superciliaris,4
Cisticola aberdare,3
Cisticola aridulus,3
Cisticola cherina,3
Cisticola chiniana,5
Cisticola chubbi,3
Cisticola cinnamomeus,5
Cisticola eximius,5
Cisticola galactotes,4
Cisticola guinea,5
Cisticola haematocephalus,4
Cisticola hunteri,3
Cisticola lais,3
Cisticola lateralis,4
Cisticola luapula,4
Cisticola lugubris,4
Cisticola marginatus,5
Eremomela pusilla,5
Eremomela turneri,3
Hypergerus atriceps,4
Micromacronus leytensis,5
Oreolais pulcher,3
Oreolais ruwenzorii,3
Orthotomus cinereiceps,3
Orthotomus samarensis,3
Orthotomus sepium,4
Phyllolais pulchella,3
Prinia buchanani,4
Prinia crinigera,4
Prinia gracilis,4
Prinia molleri,3
Prinia polychroa,4
Prinia rufescens,3
Schistolais leucopogon,4
Spiloptila clamans,4
Climacteris erythrops,3
Climacteris melanurus,3
Climacteris rufus,3
Cormobates placens,3
Cnemophilus sanguineus,3
Conopophaga ardesiaca,4
Conopophaga melanops,4
Conopophaga peruviana,4
Conopophaga roberti,3
Pittasoma rufopileatum,4
Aphelocoma unicolor,4
Cissa jefferyi,4
Corvus albicollis,4
Corvus coronoides,3
Corvus cryptoleucus,5
Corvus enca,5
Corvus fuscicapillus,3
Corvus imparatus,4
Corvus insularis,3
Corvus pectoralis,3
Corvus unicolor,5
Corvus validus,4
Cyanocorax affinis,5
Cyanocorax beecheii,3
Cyanocorax cyanopogon,3
Cyanocorax melanocyaneus,3
Cyanolyca nanus,3
Cyanolyca pulchra,4
Cyanolyca viridicyanus,3
Cyanopica cyanus,4
Nucifraga multipunctata,3
Pica mauritanica,4
Platysmurus aterrimus,4
Platysmurus leucopterus,4
Podoces biddulphi,5
Podoces hendersoni,4
Podoces panderi,3
Ampelioides tschudii,4
Ampelion rubrocristatus,3
Carpodectes hopkei,3
Carpornis melanocephala,5
Conioptilon mcilhennyi,3
Cotinga amabilis,4
Cotinga maculata,4
Cotinga nattererii,4
Lipaugus ater,3
Lipaugus conditus,3
Lipaugus fuscocinereus,3
Lipaugus streptophorus,4
Lipaugus unirufus,5
Perissocephalus tricolor,3
Phibalura flavirostris,5
Pipreola arcuata,3
Pipreola aureopectus,4
Pipreola chlorolepidota,3
Pipreola formosa,3
Pipreola jucunda,3
Pipreola lubomirskii,3
Pipreola pulchra,3
Pipreola riefferii,3
Pipreola whitelyi,3
Procnias tricarunculatus,4
Snowornis subalaris,3
Dasyornis longirostris,5
Dicaeum anthonyi,5
Dicaeum beccarii,5
Dicaeum bicolor,3
Dicaeum cambodianum,4
Dicaeum chrysorrheum,3
Dicaeum concolor,5
Dicaeum haematostictum,3
Dicaeum kampalili,4
Dicaeum keiense,5
Dicaeum luzoniense,4
Dicaeum nigrilore,4
Dicaeum proprium,5
Dicaeum retrocinctum,4
Dicaeum vincens,4
Dicaeum vulneratum,3
Prionochilus maculatus,5
Dicrurus aldabranus,5
Dicrurus andamanensis,3
Dicrurus densus,3
Dicrurus hottentottus,3
Dicrurus ludwigii,5
Dicrurus menagei,4
Dicrurus remifer,4
Elachura formosa,3
Emberiza aureola,4
Emberiza bruniceps,3
Emberiza caesia,3
Emberiza elegans,3
Emberiza fucata,4
Emberiza koslowi,4
Emberiza leucocephalos,4
Emberiza pallasi,4
Emberiza personata,3
Emberiza spodocephala,3
Emberiza striolata,5
Emberiza yessoensis,3
Cryptospiza salvadorii,5
Cryptospiza shelleyi,3
Erythrura coloria,4
Erythrura prasina,4
Estrilda troglodytes,4
Granatina ianthinogaster,3
Lagonosticta rufopicta,4
Lonchura atricapilla,3
Lonchura castaneothorax,5
Lonchura hunsteini,3
Lonchura leucogastra,5
Lonchura leucogastroides,3
Lonchura leucosticta,3
Parmoptila jamesoni,4
Parmoptila rubrifrons,3
Pyrenestes minor,4
Pyrenestes sanguineus,5
Spermophaga haematina,4
Stagonopleura bella,5
Taeniopygia guttata,4
Eurylaimus harterti,4
Eurylaimus javanicus,4
Pseudocalyptomena graueri,5
Sarcophanops samarensis,5
Sarcophanops steerii,3
Serilophus rubropygius,3
Chamaeza meruloides,3
Formicarius moniliger,3
Agraphospiza rubescens,4
Carpodacus roborowskii,4
Carpodacus rodochroa,4
Carpodacus sibiricus,3
Chlorodrepanis flava,4
Chlorophonia callophrys,5
Crithagra albogularis,5
Crithagra ankoberensis,5
Crithagra atrogularis,4
Crithagra buchanani,4
Crithagra burtoni,4
Crithagra canicapilla,4
Crithagra capistrata,4
Crithagra citrinelloides,5
Crithagra concolor,5
Crithagra donaldsoni,4
Crithagra dorsostriata,4
Crithagra flavigula,4
Crithagra frontalis,4
Crithagra hyposticta,5
Crithagra koliensis,5
Crithagra leucoptera,4
Crithagra leucopygia,4
Crithagra melanochroa,4
Crithagra menachensis,4
Crithagra mennelli,4
Crithagra mozambica,5
Crithagra reichenowi,4
Crithagra rothschildi,4
Crithagra rufobrunnea,5
Crithagra striolata,5
Crithagra symonsi,4
Crithagra totta,4
Crithagra tristriata,5
Crithagra xantholaema,4
Crithagra xanthopygia,4
Eophona migratoria,4
Euphonia jamaica,4
Euphonia luteicapilla,4
Fringilla teydea,5
Hemignathus affinis,5
Hemignathus wilsoni,4
Linaria johannis,5
Linaria yemenensis,3
Loxops caeruleirostris,5
Loxops ochraceus,5
Mycerobas affinis,3
Palmeria dolei,3
Paroreomyza maculata,3
Paroreomyza montana,5
Procarduelis nipalensis,5
Psittirostra psittacea,3
Rhodopechys alienus,4
Rhynchostruthus louisae,3
Rhynchostruthus percivali,5
Rhynchostruthus socotranus,3
Serinus serinus,4
Spinus cucullatus,5
Spinus magellanicus,3
Spinus siemiradzkii,3
Spinus spinescens,3
Spinus xanthogastrus,4
Anabacerthia lichtensteini,5
Anabazenops fuscus,4
Asthenes anthoides,5
Asthenes coryi,4
Asthenes harterti,5
Asthenes helleri,4
Asthenes heterura,5
Asthenes humilis,3
Asthenes maculicauda,5
Asthenes moreirae,5
Asthenes ottonis,4
Asthenes palpebralis,4
Asthenes pudibunda,4
Asthenes urubambensis,3
Campylorhamphus falcularius,5
Cinclodes atacamensis,5
Cinclodes oustaleti,5
Cinclodes palliatus,3
Cranioleuca albicapilla,3
Cranioleuca albiceps,4
Cranioleuca hellmayri,5
Cranioleuca henricae,5
Cranioleuca pallida,5
Cranioleuca subcristata,4
Dendrocincla anabatina,5
Furnarius cristatus,3
Furnarius figulus,4
Geositta antarctica,5
Geositta crassirostris,5
Geositta cunicularia,4
Geositta isabellina,3
Geositta maritima,3
Geositta peruviana,4
Geositta poeciloptera,5
Geositta punensis,4
Geositta saxicolina,3
Geositta tenuirostris,3
Lepidocolaptes angustirostris,5
Lepidocolaptes leucogaster,4
Leptasthenura andicola,5
Leptasthenura fuliginiceps,4
Leptasthenura pileata,4
Leptasthenura striata,5
Leptasthenura striolata,4
Leptasthenura xenothorax,3
Margarornis bellulus,4
Ochetorhynchus melanurus,4
Ochetorhynchus ruficaudus,5
Phacellodomus dorsalis,4
Phacellodomus maculipectus,4
Phacellodomus striaticeps,4
Philydor atricapillus,5
Premnoplex brunnescens,4
Pseudasthenes patagonica,5
Sylviorthorhynchus yanacensis,5
Synallaxis cinnamomea,5
Synallaxis fuscorufa,5
Synallaxis hellmayri,5
Synallaxis hypochondriaca,5
Synallaxis subpudica,4
Synallaxis tithys,4
Synallaxis zimmeri,3
Syndactyla guttulata,5
Thripadectes holostictus,5
Thripadectes virgaticeps,5
Thripophaga amacurensis,5
Thripophaga fusciceps,5
Thripophaga macroura,5
Upucerthia albigula,3
Upucerthia dumetaria,5
Upucerthia saturatior,4
Upucerthia validirostris,4
Xenerpestes singularis,5
Xiphocolaptes albicollis,5
Xiphocolaptes falcirostris,5
Xiphocolaptes major,5
Xiphorhynchus flavigaster,5
Xiphorhynchus fuscus,5
Xiphorhynchus lachrymosus,5
Grallaria chthonia,5
Grallaria ridgelyi,4
Grallaria rufocinerea,3
Grallaria watkinsi,3
Grallaricula nana,4
Cecropis hyperythra,3
Cecropis semirufa,3
Hirundo angolensis,4
Hirundo atrocaerulea,4
Hirundo lucida,3
Orochelidon flavipes,5
Petrochelidon fluvicola,5
Petrochelidon perdita,3
Petrochelidon spilodera,3
Progne cryptoleuca,5
Progne sinaloae,5
Progne tapera,3
Psalidoprocne nitens,3
Riparia cowani,4
Riparia diluta,3
Stelgidopteryx ruficollis,5
Agelaius humeralis,3
Agelasticus cyanopus,5
Agelasticus xanthophthalmus,3
Amblyramphus holosericeus,3
Cacicus sclateri,3
Cacicus solitarius,4
Cacicus uropygialis,4
Cassiculus melanicterus,3
Chrysomus ruficapillus,3
Gnorimopsar chopi,4
Hypopyrrhus pyrohypogaster,3
Icterus auratus,5
Icterus fuertesi,5
Icterus graduacauda,5
Icterus laudabilis,5
Icterus leucopteryx,4
Icterus mesomelas,3
Icterus oberi,4
Icterus parisorum,4
Icterus pectoralis,4
Icterus pustulatus,3
Icterus spurius,5
Lampropsar tanagrinus,4
Molothrus aeneus,4
Nesopsar nigerrimus,5
Psarocolius atrovirens,4
Psarocolius decumanus,3
Psarocolius guatimozinus,4
Psarocolius viridis,5
Pseudoleistes guirahuro,3
Ptiloxena atroviolacea,3
Irena puella,4
Chaetorhynchus papuensis,3
Eutrichomyias rowleyi,3
Lamprolia klinesmithi,3
Lamprolia victoriae,4
Corvinella corvina,4
Lanius cabanisi,4
Lanius dorsalis,4
Lanius isabellinus,3
Lanius mackinnoni,3
Lanius meridionalis,4
Lanius newtoni,3
Lanius phoenicuroides,3
Lanius somalicus,3
Lanius validirostris,4
Lanius vittatus,3
Acanthoptila nipalensis,3
Alcippe morrisonia,4
Alcippe poioicephala,5
Argya altirostris,3
Argya aylmeri,3
Argya earlei,4
Argya fulva,3
Argya rubiginosa,3
Chatarrhaea gularis,3
Chatarrhaea longirostris,3
Cutia legalleni,3
Cutia nipalensis,5
Garrulax albogularis,3
Garrulax berthemyi,3
Garrulax bicolor,4
Garrulax bieti,4
Garrulax caerulatus,3
Garrulax chinensis,5
Garrulax cineraceus,3
Garrulax cinereifrons,5
Garrulax galbanus,3
Garrulax gularis,3
Garrulax konkakinhensis,5
Garrulax koslowi,3
Garrulax lanceolatus,3
Garrulax lunulatus,3
Garrulax maximus,4
Garrulax mitratus,3
Garrulax nuchalis,4
Garrulax ocellatus,3
Garrulax palliatus,4
Garrulax pectoralis,4
Garrulax poecilorhynchus,3
Garrulax ruficeps,3
Garrulax rufifrons,4
Garrulax sannio,3
Garrulax strepitans,3
Garrulax sukatschewi,5
Garrulax taewanus,5
Garrulax vassali,3
Grammatoptila striata,3
Heterophasia auricularis,4
Kupeornis chapini,4
Kupeornis gilberti,3
Kupeornis rufocinctus,3
Laniellus albonotatus,4
Laniellus langbianis,4
Leioptila annectens,3
Leiothrix argentauris,5
Liocichla omeiensis,5
Liocichla phoenicea,4
Montecincla meridionalis,3
Phyllanthus atripennis,3
Sibia souliei,4
Siva cyanouroptera,3
Trochalopteron morrisonianum,5
Turdoides melanops,3
Turdoides plebejus,3
Turdoides sharpei,4
Bradypterus graueri,3
Bradypterus sylvaticus,4
Elaphrornis palliseri,4
Locustella alishanensis,5
Locustella castanea,3
Locustella certhiola,4
Locustella chengi,4
Locustella lanceolata,3
Locustella major,4
Locustella ochotensis,3
Locustella portenta,4
Locustella seebohmi,3
Megalurulus grosvenori,3
Megalurulus rufus,3
Megalurus palustris,5
Poodytes albolimbatus,4
Robsonius rabori,4
Schoenicola brevirostris,3
Machaerirhynchus nigripectus,3
Achaetops pycnopygius,3
Graueria vittata,4
Macrosphenus flavicans,3
Sylvietta chapini,3
Sylvietta isabellina,3
Bocagia minuta,5
Chlorophoneus kupeensis,5
Dryoscopus gambensis,3
Laniarius atrococcineus,4
Laniarius fuelleborni,4
Laniarius poensis,4
Laniarius ruficeps,3
Laniarius sublacteus,3
Malaconotus alius,3
Malaconotus gladiator,3
Malaconotus monteiri,3
Tchagra jamesi,3
Telophorus dohertyi,3
Telophorus viridis,3
Telophorus zeylonus,4
Amytornis woodwardi,5
Chenorhamphus grayi,4
Stipiturus ruficeps,5
Megalampitta gigantea,3
Melampitta lugubris,5
Rhamphocharis crassirostris,3
Melanopareia elegans,5
Melanopareia maranonica,5
Caligavis obscura,3
Caligavis subfrenata,3
Conopophila albogularis,4
Epthianura tricolor,3
Gavicalis fasciogularis,5
Gavicalis versicolor,5
Glycichaera fallax,3
Guadalcanaria inexpectata,4
Gymnomyza aubryana,3
Gymnomyza brunneirostris,3
Gymnomyza samoensis,3
Gymnomyza viridis,3
Macgregoria pulchra,5
Melidectes fuscus,3
Melidectes nouhuysi,3
Meliphacator provocator,3
Melipotes carolae,3
Melipotes fumigatus,4
Melithreptus affinis,5
Melitograis gilolensis,3
Myzomela cruentata,4
Myzomela erythrina,4
Myzomela irianawidodoae,3
Myzomela jugularis,3
Myzomela simplex,4
Myzomela wahe,4
Philemon albitorques,5
Philemon buceroides,5
Philemon inornatus,4
Philemon plumigenis,5
Philemon subcorniculatus,3
Ptiloprora mayri,3
Ptilotula flavescens,4
Ptilotula plumula,4
Stomiopera flava,4
Stomiopera unicolor,3
Xanthotis polygrammus,5
Allenia fusca,3
Cinclocerthia gutturalis,5
Cinclocerthia ruficauda,4
Melanotis hypoleucus,3
Mimus dorsalis,4
Mimus gundlachii,4
Mimus longicaudatus,4
Mimus patagonicus,5
Mimus saturninus,3
Mimus thenca,4
Mimus triurus,5
Oreoscoptes montanus,3
Toxostoma bendirei,5
Toxostoma cinereum,4
Toxostoma ocellatum,3
Arcanator orostruthus,3
Modulatrix stictigula,3
Arses telescopthalmus,4
Carterornis castus,4
Carterornis leucotis,3
Carterornis pileatus,4
Hypothymis puella,3
Metabolus rugensis,3
Monarcha castaneiventris,3
Monarcha ugiensis,3
Myiagra castaneigularis,3
Myiagra oceanica,4
Myiagra ruficollis,3
Pomarea mendozae,5
Pomarea mira,4
Symposiachrus axillaris,3
Symposiachrus barbatus,3
Symposiachrus brehmii,5
Symposiachrus browni,3
Symposiachrus guttula,3
Symposiachrus infelix,3
Symposiachrus malaitae,3
Symposiachrus rubiensis,3
Symposiachrus trivirgatus,3
Symposiachrus verticalis,3
Symposiachrus vidua,3
Terpsiphone affinis,5
Terpsiphone atrocaudata,4
Terpsiphone atrochalybeia,3
Terpsiphone batesi,3
Terpsiphone bourbonnensis,3
Terpsiphone corvina,3
Terpsiphone incei,3
Terpsiphone rufiventer,3
Terpsiphone rufocinerea,3
Terpsiphone viridis,4
Amaurocichla bocagii,3
Anthus campestris,5
Anthus cervinus,4
Anthus gustavi,3
Anthus gutturalis,5
Anthus hodgsoni,5
Anthus lineiventris,3
Anthus lutescens,3
Anthus richardi,3
Hemimacronyx chloris,3
Macronyx aurantiigula,5
Macronyx fuelleborni,5
Macronyx sharpei,3
Madanga ruficollis,5
Motacilla citreola,4
Motacilla clara,4
Motacilla flava,5
Motacilla flaviventris,5
Motacilla samveasnae,5
Agricola pallidus,5
Brachypteryx erythrogyna,5
Brachypteryx floris,5
Brachypteryx poliogyna,5
Brachypteryx saturata,5
Bradornis mariquensis,3
Bradornis microrhynchus,3
Cercotrichas paena,3
Chamaetylas poliocephala,5
Cichladusa guttata,5
Cichladusa ruficauda,4
Copsychus sechellarum,5
Cossypha semirufa,5
Cossyphicula roberti,3
Cyanecula svecica,5
Cyornis banyumas,4
Cyornis brunneatus,3
Cyornis camarinensis,5
Cyornis colonus,3
Cyornis concretus,5
Cyornis herioti,4
Cyornis lemprieri,4
Cyornis magnirostris,5
Cyornis nicobaricus,3
Cyornis olivaceus,3
Cyornis oscillans,4
Cyornis ruficauda,3
Cyornis sumatrensis,4
Cyornis umbratilis,4
Eumyias additus,3
Eumyias sordidus,3
Eumyias thalassinus,3
Ficedula basilanica,4
Ficedula crypta,3
Ficedula disposita,3
Ficedula erithacus,3
Ficedula hyperythra,4
Ficedula mugimaki,5
Ficedula parva,3
Ficedula platenae,5
Ficedula ruficauda,5
Ficedula semitorquata,4
Ficedula strophiata,3
Ficedula subrubra,4
Ficedula superciliaris,4
Fraseria tessmanni,4
Heinrichia calligyna,3
Hodgsonius phaenicuroides,5
Humblotia flavirostris,3
Irania gutturalis,5
Kittacincla cebuensis,4
Kittacincla luzoniensis,4
Kittacincla superciliaris,4
Larvivora cyane,5
Larvivora namiyei,4
Larvivora ruficeps,4
Larvivora tanensis,4
Monticola cinclorhyncha,4
Monticola erythronotus,3
Monticola explorator,3
Monticola imerina,5
Monticola rufocinereus,4
Monticola saxatilis,5
Monticola semirufus,3
Muscicapa gambagae,3
Muscicapa randi,4
Myiomela diana,3
Myophonus borneensis,3
Myrmecocichla arnotti,5
Niltava grandis,4
Niltava macgrigoriae,3
Niltava vivida,4
Oenanthe albifrons,4
Oenanthe albonigra,4
Oenanthe bottae,3
Oenanthe dubia,4
Oenanthe frenata,3
Oenanthe heuglinii,5
Oenanthe leucopyga,3
Oenanthe lugens,3
Oenanthe moesta,5
Oenanthe picata,4
Oenanthe pileata,5
Oenanthe scotocerca,5
Oenanthe xanthoprymna,5
Phoenicurus auroreus,4
Phoenicurus erythrogastrus,3
Phoenicurus leucocephalus,4
Saxicola insignis,3
Saxicola jerdoni,3
Saxicola leucurus,4
Sheppardia bocagei,4
Sheppardia sharpei,3
Stiphrornis pyrrholaemus,5
Stiphrornis xanthogaster,3
Tarsiger johnstoniae,5
Trichixos pyrropygus,3
Vauriella gularis,4
Xenocopsychus ansorgei,4
Aethopyga magnifica,3
Aethopyga primigenia,3
Aethopyga pulcherrima,5
Aethopyga vigorsii,3
Anabathmis newtonii,3
Anthreptes malacensis,3
Anthreptes seimundi,4
Arachnothera clarae,5
Arachnothera magna,3
Cinnyris buettikoferi,5
Cinnyris cupreus,3
Cinnyris dussumieri,3
Cinnyris erythrocercus,3
Cinnyris fuelleborni,4
Cinnyris habessinicus,3
Cinnyris humbloti,4
Cinnyris mariquensis,4
Cinnyris nectarinioides,4
Cinnyris pembae,3
Cinnyris prigoginei,4
Cinnyris pulchellus,3
Cinnyris stuhlmanni,3
Cinnyris tsavoensis,5
Cinnyris usambaricus,4
Leptocoma aspasia,5
Nectarinia famosa,4
Nectarinia johnstoni,3
Nicator gularis,3
Oriolus albiloris,4
Oriolus bouroensis,3
Oriolus brachyrynchus,5
Oriolus chlorocephalus,3
Oriolus consanguineus,3
Oriolus decipiens,3
Oriolus finschi,3
Oriolus flavocinctus,3
Oriolus hosii,5
Oriolus larvatus,3
Oriolus sagittatus,3
Oriolus steerii,5
Oriolus traillii,5
Oriolus xanthonotus,3
Pitohui cerviniventris,3
Pitohui dichrous,5
Pitohui kirhocephalus,3
Pitohui uropygialis,3
Colluricincla megarhyncha,4
Colluricincla tenebrosa,3
Coracornis sanghirensis,3
Melanorectes nigrescens,3
Pachycephala feminina,3
Pachycephala fulvotincta,3
Pachycephala griseonota,3
Pachycephala hyperythra,3
Pachycephala hypoxantha,3
Pachycephala mentalis,3
Pachycephala orioloides,3
Pachycephala par,3
Pachycephala soror,3
Pachycephala teysmanni,3
Pachycephala vitiensis,5
Pseudorectes ferrugineus,3
Astrapia splendidissima,5
Cicinnurus magnificus,5
Lophorina minor,3
Lophorina victoriae,4
Parotia berlepschi,5
Parotia lawesii,4
Parotia sefilata,4
Paramythia montium,4
Paramythia olivacea,3
Pardalotus quadragintus,3
Baeolophus atricristatus,4
Cephalopyrus flammiceps,5
Cyanistes cyanus,4
Lophophanes cristatus,4
Machlolophus holsti,5
Machlolophus spilonotus,3
Machlolophus xanthogenys,4
Melaniparus albiventris,3
Melaniparus carpi,4
Melaniparus cinerascens,3
Melaniparus fasciiventer,3
Melaniparus fringillinus,4
Melaniparus griseiventris,3
Melaniparus guineensis,3
Melaniparus leucomelas,5
Melaniparus leuconotus,3
Melaniparus rufiventris,3
Pardaliparus amabilis,3
Pardaliparus elegans,3
Pardaliparus venustulus,5
Periparus rubidiventris,4
Periparus rufonuchalis,3
Poecile hyrcanus,4
Poecile lugubris,5
Poecile superciliosus,3
Poecile weigoldicus,4
Sittiparus castaneoventris,5
Sittiparus olivaceus,5
Sylviparus modestus,4
Geothlypis tolmiei,3
Leiothlypis luciae,5
Leiothlypis peregrina,3
Leucopeza semperi,5
Myioborus melanocephalus,4
Myioborus miniatus,5
Myiothlypis basilica,3
Myiothlypis luteoviridis,3
Myiothlypis roraimae,4
Setophaga adelaidae,5
Setophaga auduboni,5
Setophaga discolor,3
Setophaga flavescens,4
Setophaga occidentalis,4
Setophaga pinus,4
Setophaga subita,3
Setophaga vitellina,3
Ammodramus humeralis,4
Ammospiza nelsoni,3
Amphispiza bilineata,3
Amphispiza quinquestriata,4
Arremon basilicus,4
Arremon castaneiceps,5
Arremon costaricensis,5
Arremon dorbignii,4
Arremon flavirostris,4
Arremon perijanus,4
Arremon schlegeli,5
Arremon torquatus,4
Atlapetes blancae,4
Atlapetes crassus,3
Atlapetes flaviceps,5
Atlapetes meridae,3
Atlapetes nigrifrons,3
Junco phaeonotus,4
Melospiza georgiana,3
Melozone aberti,4
Melozone biarcuata,3
Melozone fusca,4
Oreothraupis arremonops,4
Passerella arborea,3
