SpeciesName,NumRef
Phrygilus gayi,1
Phrygilus punensis,1
Platyspiza crassirostris,1
Poospiza baeri,2
Poospiza boliviana,1
Poospiza garleppi,2
Poospiza goeringi,1
Poospiza hispaniolensis,1
Poospiza ornata,2
Poospiza rubecula,1
Poospiza rufosuperciliaris,1
Poospizopsis caesar,1
Poospizopsis hypocondria,1
Pseudospingus verticalis,2
Pseudospingus xanthophthalmus,1
Ramphocelus costaricensis,2
Ramphocelus flammigerus,1
Ramphocelus icteronotus,1
Ramphocelus melanogaster,1
Saltator albicollis,1
Saltator atriceps,2
Saltator atricollis,2
Saltator atripennis,1
Saltator aurantiirostris,1
Saltator cinctus,1
Saltator fuliginosus,1
Saltator grandis,2
Saltator maxillosus,2
Saltator nigriceps,1
Saltator orenocensis,1
Saltator similis,2
Saltator striatipectus,2
Schistochlamys melanopis,1
Schistochlamys ruficapillus,1
Sicalis auriventris,1
Sicalis citrina,1
Sicalis columbiana,1
Sicalis lebruni,1
Sicalis lutea,1
Sicalis luteocephala,1
Sicalis luteola,1
Sicalis mendozae,0
Sicalis olivascens,1
Sicalis raimondii,1
Sicalis taczanowskii,1
Sicalis uropigyalis,2
Sphenopsis frontalis,2
Sphenopsis melanotis,1
Sphenopsis ochracea,2
Sphenopsis piurae,1
Sporophila albogularis,1
Sporophila americana,1
Sporophila ardesiaca,1
Sporophila atrirostris,1
Sporophila beltoni,2
Sporophila bouvreuil,1
Sporophila caerulescens,1
Sporophila castaneiventris,1
Sporophila cinnamomea,1
Sporophila crassirostris,1
Sporophila falcirostris,2
Sporophila fringilloides,1
Sporophila frontalis,1
Sporophila hypochroma,2
Sporophila hypoxantha,2
Sporophila iberaensis,2
Sporophila intermedia,1
Sporophila leucoptera,1
Sporophila luctuosa,1
Sporophila melanogaster,1
Sporophila murallae,1
Sporophila nigricollis,2
Sporophila nigrorufa,1
Sporophila nuttingi,1
Sporophila peruviana,1
Sporophila pileata,1
Sporophila plumbea,1
Sporophila ruficollis,1
Sporophila schistacea,1
Sporophila simplex,1
Sporophila telasco,2
Tachyphonus coronatus,1
Tachyphonus phoenicius,1
Tangara abbas,1
Tangara argyrofenges,1
Tangara cabanisi,1
Tangara callophrys,2
Tangara chilensis,2
Tangara cucullata,1
Tangara cyanicollis,1
Tangara cyanocephala,2
Tangara cyanoptera,1
Tangara cyanoventris,2
Tangara dowii,2
Tangara fucosa,1
Tangara glaucocolpa,1
Tangara inornata,2
Tangara johannae,2
Tangara larvata,2
Tangara nigrocincta,1
Tangara ornata,1
Tangara palmeri,1
Tangara peruviana,1
Tangara preciosa,1
Tangara rufigenis,1
Tangara rufigula,1
Tangara schrankii,1
Tangara seledon,2
Tangara varia,1
Tangara viridicollis,1
Tangara vitriolina,1
Tangara xanthogastra,1
Thlypopsis fulviceps,1
Thlypopsis inornata,1
Thlypopsis ornata,1
Thlypopsis pectoralis,1
Thlypopsis ruficeps,1
Thlypopsis superciliaris,2
Xenodacnis petersi,2
Cyanoderma bicolor,2
Erythrogenys erythrocnemis,1
Erythrogenys erythrogenys,2
Erythrogenys gravivox,1
Erythrogenys hypoleucos,1
Erythrogenys mcclellandi,2
Erythrogenys swinhoei,1
Macronus striaticeps,1
Mixornis bornensis,2
Mixornis flavicollis,2
Mixornis kelleyi,1
Mixornis prillwitzi,1
Pomatorhinus ferruginosus,2
Pomatorhinus musicus,1
Pomatorhinus ochraceiceps,1
Pomatorhinus phayrei,1
Pomatorhinus ruficollis,2
Pomatorhinus schisticeps,1
Spelaeornis badeigularis,2
Spelaeornis caudatus,1
Spelaeornis longicaudatus,2
Spelaeornis oatesi,2
Spelaeornis reptatus,2
Spelaeornis troglodytoides,2
Stachyris grammiceps,1
Stachyris herberti,1
Stachyris leucotis,1
Stachyris maculata,1
Stachyris nigricollis,1
Stachyris nonggangensis,1
Stachyris oglei,1
Stachyris poliocephala,1
Stachyris roberti,1
Stachyris strialata,2
Stachyris thoracica,1
Iodopleura fusca,2
Iodopleura isabellae,2
Iodopleura pipra,2
Laniisoma buckleyi,2
Laniisoma elegans,2
Pachyramphus albogriseus,2
Pachyramphus castaneus,2
Pachyramphus homochrous,2
Pachyramphus marginatus,2
Pachyramphus polychopterus,2
Pachyramphus spodiurus,2
Pachyramphus surinamus,2
Pachyramphus validus,2
Pachyramphus viridis,2
Schiffornis major,2
Schiffornis virescens,2
Terenotriccus erythrurus,1
Campylorhynchus nuchalis,1
Campylorhynchus turdinus,1
Campylorhynchus zonatus,1
Odontorchilus cinereus,2
Salpinctes obsoletus,2
Thryophilus pleurostictus,1
Thryophilus rufalbus,1
Thryophilus sernai,1
Thryothorus albinucha,2
Thryothorus ludovicianus,2
Troglodytes sissonii,1
Troglodytes tanneri,2
Troglodytes troglodytes,1
Catharus frantzii,2
Catharus maculatus,2
Catharus mexicanus,2
Catharus occidentalis,1
Cichlopsis leucogenys,1
Cochoa azurea,1
Cochoa beccarii,1
Entomodestes coracinus,1
Entomodestes leucotis,2
Geokichla camaronensis,1
Geokichla crossleyi,1
Geokichla dohertyi,1
Geokichla dumasi,1
Geokichla guttata,2
Geokichla interpres,1
Geokichla joiceyi,1
Geokichla leucolaema,1
Geokichla mendeni,1
Geokichla peronii,1
Geokichla princei,1
Geokichla schistacea,1
Geokichla sibirica,2
Geokichla spiloptera,1
Myadestes coloratus,1
Myadestes elisabeth,1
Myadestes melanops,1
Myadestes occidentalis,1
Myadestes ralloides,1
Myadestes unicolor,2
Neocossyphus poensis,1
Neocossyphus rufus,1
Otocichla mupinensis,2
Turdus amaurochalinus,1
Turdus boulboul,1
Turdus cardis,2
Turdus chiguanco,1
Turdus chrysolaus,2
Turdus falcklandii,2
Turdus fumigatus,2
Turdus haplochrous,1
Turdus hauxwelli,1
Turdus helleri,2
Turdus hortulorum,1
Turdus ignobilis,2
Turdus infuscatus,1
Turdus kessleri,1
Turdus leucomelas,2
Turdus maculirostris,1
Turdus maranonicus,1
Turdus menachensis,1
Turdus naumanni,2
Turdus nigrescens,1
Turdus nigriceps,1
Turdus nudigenis,2
Turdus obsoletus,1
Turdus olivaceofuscus,2
Turdus olivater,1
Turdus plebejus,2
Turdus reevei,1
Turdus roehli,2
Turdus rufitorques,2
Turdus sanchezorum,0
Turdus serranus,2
Turdus smithi,2
Turdus subalaris,2
Turdus swalesi,1
Turdus tephronotus,2
Turdus torquatus,1
Turdus xanthorhynchus,2
Zoothera andromedae,1
Zoothera atrigena,1
Zoothera aurea,2
Zoothera dauma,1
Zoothera dixoni,2
Zoothera everetti,2
Zoothera griseiceps,1
Zoothera heinei,2
Zoothera machiki,1
Zoothera major,2
Zoothera margaretae,1
Zoothera marginata,2
Zoothera mollissima,1
Zoothera monticola,1
Zoothera talaseae,1
Zoothera turipavae,1
Agriornis albicauda,2
Agriornis lividus,2
Agriornis micropterus,1
Agriornis montanus,1
Agriornis murinus,1
Alectrurus risora,2
Alectrurus tricolor,1
Anairetes reguloides,2
Aphanotriccus capitalis,1
Attila citriniventris,1
Attila phoenicurus,2
Attila rufus,2
Attila torridus,1
Camptostoma imberbe,1
Capsiempis flaveola,1
Casiornis fuscus,1
Casiornis rufus,2
Cnemarchus erythropygius,2
Cnemotriccus fuscatus,1
Cnipodectes subbrunneus,1
Cnipodectes superrufus,1
Colonia colonus,1
Conopias albovittatus,1
Conopias cinchoneti,2
Conopias parvus,2
Conopias trivirgatus,1
Contopus albogularis,1
Contopus bogotensis,1
Contopus caribaeus,2
Contopus cinereus,1
Contopus hispaniolensis,1
Contopus latirostris,1
Contopus lugubris,1
Contopus nigrescens,1
Contopus ochraceus,1
Contopus pertinax,1
Contopus punensis,2
Corythopis delalandi,1
Corythopis torquatus,1
Culicivora caudacuta,1
Elaenia brachyptera,2
Elaenia chiriquensis,2
Elaenia cristata,2
Elaenia dayi,2
Elaenia fallax,2
Elaenia gigas,1
Elaenia mesoleuca,2
Elaenia obscura,1
Elaenia olivina,2
Elaenia pallatangae,2
Elaenia parvirostris,2
Elaenia pelzelni,1
Elaenia ridleyana,2
Elaenia ruficeps,1
Elaenia sordida,1
Elaenia spectabilis,2
Elaenia strepera,1
Empidonax albigularis,1
Empidonax atriceps,1
Empidonax flavescens,2
Empidonax fulvifrons,1
Empidonax oberholseri,1
Euscarthmus fulviceps,0
Euscarthmus meloryphus,1
Euscarthmus rufomarginatus,1
Fluvicola albiventer,2
Fluvicola nengeta,1
Griseotyrannus aurantioatrocristatus,1
Gubernetes yetapa,1
Hemitriccus cinnamomeipectus,1
Hemitriccus diops,1
Hemitriccus flammulatus,1
Hemitriccus furcatus,1
Hemitriccus granadensis,1
Hemitriccus griseipectus,1
Hemitriccus inornatus,1
Hemitriccus iohannis,1
Hemitriccus josephinae,1
Hemitriccus margaritaceiventer,1
Hemitriccus minimus,2
Hemitriccus minor,1
Hemitriccus mirandae,1
Hemitriccus nidipendulus,1
Hemitriccus obsoletus,2
Hemitriccus orbitatus,1
Hemitriccus rufigularis,1
Hemitriccus spodiops,1
Hemitriccus striaticollis,1
Hemitriccus zosterops,1
Inezia caudata,2
Inezia inornata,2
Inezia tenuirostris,2
Knipolegus aterrimus,1
Knipolegus cabanisi,1
Knipolegus cyanirostris,1
Knipolegus franciscanus,2
Knipolegus hudsoni,2
Knipolegus lophotes,1
Knipolegus nigerrimus,1
Knipolegus orenocensis,1
Knipolegus poecilurus,2
Knipolegus signatus,2
Knipolegus striaticeps,1
Lathrotriccus griseipectus,1
Leptopogon amaurocephalus,1
Leptopogon rufipectus,2
Leptopogon superciliaris,2
Leptopogon taczanowskii,1
Lessonia oreas,2
Lophotriccus eulophotes,1
Lophotriccus pileatus,1
Lophotriccus vitiosus,1
Mecocerculus calopterus,1
Mecocerculus hellmayri,1
Mecocerculus leucophrys,1
Mecocerculus minor,1
Mecocerculus poecilocercus,1
Mecocerculus stictopterus,1
Mionectes galbinus,1
Mionectes oleagineus,1
Mionectes olivaceus,1
Mionectes rufiventris,1
Mionectes striaticollis,1
Mitrephanes olivaceus,1
Mitrephanes phaeocercus,1
Muscisaxicola albifrons,2
Muscisaxicola albilora,2
Muscisaxicola alpinus,1
Muscisaxicola capistratus,2
Muscisaxicola cinereus,1
Muscisaxicola flavinucha,1
Muscisaxicola frontalis,1
Muscisaxicola griseus,2
Muscisaxicola juninensis,1
Muscisaxicola maclovianus,1
Muscisaxicola maculirostris,1
Muscisaxicola rufivertex,1
Myiarchus antillarum,2
Myiarchus barbirostris,1
Myiarchus cephalotes,1
Myiarchus magnirostris,2
Myiarchus nugator,1
Myiarchus nuttingi,1
Myiarchus oberi,1
Myiarchus panamensis,2
Myiarchus phaeocephalus,1
Myiarchus sagrae,1
Myiarchus stolidus,1
Myiarchus swainsoni,1
Myiarchus tuberculifer,2
Myiarchus validus,1
Myiarchus venezuelensis,1
Myiarchus yucatanensis,1
Myiodynastes bairdii,2
Myiodynastes chrysocephalus,1
Myiodynastes hemichrysus,1
Myiodynastes luteiventris,1
Myiopagis caniceps,1
Myiopagis cinerea,1
Myiopagis flavivertex,1
Myiopagis gaimardii,1
Myiopagis olallai,1
Myiopagis parambae,1
Myiopagis subplacens,1
Myiopagis viridicata,2
Myiophobus fasciatus,1
Myiophobus flavicans,1
Myiophobus inornatus,2
Myiophobus roraimae,1
Myiophobus rufescens,1
Myiornis albiventris,1
Myiornis atricapillus,1
Myiornis auricularis,2
Myiornis ecaudatus,2
Myiotheretes fumigatus,1
Myiotheretes fuscorufus,1
Myiotheretes pernix,1
Myiotheretes striaticollis,1
Myiotriccus ornatus,2
Myiozetetes granadensis,1
Myiozetetes luteiventris,1
Neoxolmis rufiventris,2
Nephelomyias lintoni,1
Nephelomyias ochraceiventris,1
Nephelomyias pulcher,1
Nesotriccus ridgwayi,2
Ochthoeca cinnamomeiventris,2
Ochthoeca fumicolor,1
Ochthoeca leucophrys,1
Ochthoeca nigrita,2
Ochthoeca oenanthoides,2
Ochthoeca piurae,1
Ochthoeca rufipectoralis,1
Ochthoeca superciliosa,1
Ochthoeca thoracica,2
Oncostoma cinereigulare,1
Oncostoma olivaceum,1
Ornithion brunneicapillus,1
Ornithion inerme,1
Ornithion semiflavum,1
Phyllomyias burmeisteri,2
Phyllomyias cinereiceps,1
Phyllomyias fasciatus,2
Phyllomyias griseiceps,1
Phyllomyias griseocapilla,1
Phyllomyias nigrocapillus,1
Phyllomyias plumbeiceps,1
Phyllomyias reiseri,1
Phyllomyias sclateri,2
Phyllomyias uropygialis,1
Phyllomyias virescens,1
Phyllomyias weedeni,1
Phyllomyias zeledoni,2
Phylloscartes beckeri,2
Phylloscartes ceciliae,1
Phylloscartes flaviventris,2
Phylloscartes flavovirens,1
Phylloscartes gualaquizae,1
Phylloscartes kronei,1
Phylloscartes nigrifrons,1
Phylloscartes oustaleti,1
Phylloscartes parkeri,2
Phylloscartes paulista,1
Phylloscartes roquettei,1
Phylloscartes superciliaris,1
Phylloscartes sylviolus,1
Phylloscartes ventralis,1
Phylloscartes virescens,1
Piprites chloris,1
Piprites griseiceps,1
Platyrinchus coronatus,1
Platyrinchus flavigularis,1
Platyrinchus leucoryphus,1
Platyrinchus saturatus,1
Poecilotriccus albifacies,2
Poecilotriccus calopterus,1
Poecilotriccus capitalis,2
Poecilotriccus fumifrons,1
Poecilotriccus latirostris,2
Poecilotriccus plumbeiceps,2
Poecilotriccus ruficeps,2
Poecilotriccus russatus,1
Poecilotriccus senex,1
Pogonotriccus chapmani,2
Pogonotriccus eximius,1
Pogonotriccus lanyoni,1
Pogonotriccus ophthalmicus,1
Pogonotriccus orbitalis,1
Pogonotriccus poecilotis,1
Pogonotriccus venezuelanus,1
Polystictus pectoralis,1
Polystictus superciliaris,1
Pseudelaenia leucospodia,2
Pseudocolopteryx acutipennis,1
Pseudocolopteryx citreola,2
Pseudocolopteryx dinelliana,2
Pseudocolopteryx sclateri,1
Pseudotriccus pelzelni,1
Pseudotriccus ruficeps,1
Pseudotriccus simplex,1
Pyrrhomyias cinnamomeus,2
Ramphotrigon fuscicauda,1
Ramphotrigon megacephalum,2
Ramphotrigon ruficauda,1
Rhynchocyclus aequinoctialis,1
Rhynchocyclus fulvipectus,1
Rhynchocyclus olivaceus,1
Rhynchocyclus pacificus,1
Rhytipterna immunda,1
Rhytipterna simplex,2
Satrapa icterophrys,2
Serpophaga cinerea,1
Serpophaga griseicapilla,1
Serpophaga hypoleuca,1
Serpophaga subcristata,2
Silvicultrix diadema,2
Silvicultrix jelskii,1
Silvicultrix pulchella,1
Sirystes albocinereus,1
Sirystes albogriseus,1
Sirystes sibilator,2
Sirystes subcanescens,1
Stigmatura bahiae,1
Stigmatura budytoides,2
Sublegatus arenarum,1
Sublegatus modestus,1
Taeniotriccus andrei,2
Todirostrum chrysocrotaphum,1
Todirostrum maculatum,1
Todirostrum nigriceps,1
Todirostrum pictum,1
Todirostrum poliocephalum,2
Todirostrum viridanum,1
Tolmomyias assimilis,2
Tolmomyias flaviventris,2
Tolmomyias sulphurescens,1
Tyrannopsis sulphurea,2
Tyrannulus elatus,2
Tyrannus albogularis,2
Tyrannus niveigularis,1
Uromyias agilis,2
Uromyias agraphia,1
Xenotriccus callizonus,2
Xenotriccus mexicanus,2
Xolmis dominicanus,2
Xolmis irupero,1
Xolmis velatus,1
Zimmerius bolivianus,1
Zimmerius chrysops,1
Zimmerius cinereicapilla,1
Zimmerius gracilipes,1
Zimmerius vilissimus,2
Zimmerius viridiflavus,1
Bias musicus,1
Hypositta corallirostris,1
Megabyas flammulatus,2
Mystacornis crossleyi,2
Newtonia fanovanae,1
Oriolia bernieri,2
Philentoma pyrhoptera,2
Philentoma velata,1
Prionops caniceps,1
Prionops gabela,1
Prionops poliolophus,2
Prionops rufiventris,1
Prionops scopifrons,1
Tephrodornis affinis,1
Tephrodornis sylvicola,1
Tylas eduardi,2
Xenopirostris damii,1
Xenopirostris polleni,1
Vidua chalybeata,2
Vidua codringtoni,1
Vidua fischeri,1
Vidua funerea,1
Vidua hypocherina,1
Vidua interjecta,1
Vidua larvaticola,2
Vidua maryae,2
Vidua nigeriae,1
Vidua purpurascens,1
Vidua raricola,1
Vidua togoensis,1
Vidua wilsoni,1
Cyclarhis nigrirostris,2
Hylophilus amaurocephalus,2
Hylophilus brunneiceps,1
Hylophilus griseiventris,1
Hylophilus olivaceus,1
Hylophilus pectoralis,1
Hylophilus poicilotis,1
Hylophilus semicinereus,1
Hylophilus thoracicus,1
Pachysylvia aurantiifrons,1
Pachysylvia decurtata,1
Pachysylvia hypochrysea,1
Pachysylvia hypoxantha,1
Pachysylvia muscicapina,1
Pachysylvia semibrunnea,1
Pteruthius aenobarbus,1
Pteruthius flaviscapis,1
Pteruthius melanotis,1
Pteruthius rufiventer,2
Pteruthius xanthochlorus,2
Vireo altiloquus,1
Vireo bairdi,1
Vireo brevipennis,1
Vireo carmioli,2
Vireo cassinii,1
Vireo crassirostris,1
Vireo gracilirostris,2
Vireo gundlachii,1
Vireo huttoni,2
Vireo latimeri,2
Vireo leucophrys,2
Vireo modestus,1
Vireo nanus,1
Vireo nelsoni,1
Vireo osburni,1
Vireo plumbeus,1
Vireo sclateri,1
Vireo vicinior,2
Vireolanius eximius,1
Vireolanius leucotis,1
Vireolanius pulchellus,2
Heleia crassirostris,1
Heleia dohertyi,1
Heleia javanica,1
Heleia muelleri,1
Heleia pinaiae,1
Heleia squamiceps,1
Heleia squamifrons,2
Heleia superciliaris,1
Heleia wallacei,1
Megazosterops palauensis,2
Rukia longirostra,1
Rukia ruki,1
Sterrhoptilus nigrocapitatus,1
Tephrozosterops stalkeri,2
Yuhina bakeri,2
Yuhina castaniceps,2
Yuhina diademata,1
Yuhina gularis,2
Yuhina humilis,1
Yuhina nigrimenta,1
Yuhina occipitalis,1
Yuhina torqueola,1
Zosterops abyssinicus,1
Zosterops anomalus,1
Zosterops atricapilla,1
Zosterops atriceps,1
Zosterops atrifrons,1
Zosterops brunneus,2
Zosterops buruensis,1
Zosterops chrysolaemus,2
Zosterops cinereus,1
Zosterops citrinella,1
Zosterops crookshanki,2
Zosterops erythropleurus,1
Zosterops everetti,1
Zosterops feae,1
Zosterops ficedulinus,1
Zosterops finschii,1
Zosterops fuscicapilla,2
Zosterops gibbsi,2
Zosterops grayi,1
Zosterops griseotinctus,2
Zosterops hamlini,2
Zosterops hypolais,1
Zosterops hypoxanthus,1
Zosterops inornatus,1
Zosterops kikuyuensis,1
Zosterops kirki,2
Zosterops kuehni,1
Zosterops lacertosus,2
Zosterops leucophaeus,1
Zosterops lugubris,1
Zosterops luteirostris,1
Zosterops mayottensis,1
Zosterops meeki,1
Zosterops melanocephalus,1
Zosterops metcalfii,1
Zosterops meyeni,1
Zosterops minor,2
Zosterops minutus,1
Zosterops mouroniensis,1
Zosterops murphyi,1
Zosterops mysorensis,1
Zosterops nehrkorni,1
Zosterops nigrorum,1
Zosterops novaeguineae,2
Zosterops oleagineus,1
Zosterops ponapensis,1
Zosterops rennellianus,1
Zosterops rotensis,2
Zosterops samoensis,1
Zosterops sanctaecrucis,1
Zosterops semperi,1
Zosterops silvanus,2
Zosterops splendidus,2
Zosterops stalkeri,1
Zosterops stresemanni,1
Zosterops superciliosus,1
Zosterops tenuirostris,2
Zosterops uropygialis,1
Zosterops vaughani,2
Zosterops vellalavella,1
Zosterornis whiteheadi,1
Capito auratus,1
Eubucco richardsoni,1
Eubucco versicolor,1
Indicator archipelagicus,1
Indicator maculatus,1
Indicator meliphilus,2
Indicator minor,1
Indicator pumilio,1
Indicator variegatus,2
Melichneutes robustus,2
Melignomon zenkeri,2
Prodotiscus insignis,1
Prodotiscus regulus,1
Prodotiscus zambesiae,2
Gymnobucco bonapartei,2
Gymnobucco calvus,2
Gymnobucco peli,1
Gymnobucco sladeni,2
Pogoniulus atroflavus,1
Pogoniulus bilineatus,2
Pogoniulus coryphaea,2
Pogoniulus leucomystax,1
Pogoniulus makawai,2
Pogoniulus scolopaceus,2
Pogoniulus simplex,1
Pogonornis melanopterus,1
Stactolaema anchietae,2
Stactolaema leucotis,2
Trachylaemus purpuratus,2
Trachyphonus erythrocephalus,2
Trachyphonus vaillantii,2
Tricholaema diademata,2
Tricholaema lacrymosa,2
Caloramphus hayii,2
Psilopogon annamensis,1
Psilopogon armillaris,1
Psilopogon asiaticus,2
Psilopogon auricularis,2
Psilopogon australis,2
Psilopogon chersonesus,1
Psilopogon corvinus,1
Psilopogon eximius,2
Psilopogon faber,1
Psilopogon faiostrictus,1
Psilopogon henricii,1
Psilopogon incognitus,1
Psilopogon javensis,2
Psilopogon lineatus,1
Psilopogon mystacophanos,2
Blythipicus rubiginosus,1
Campephilus principalis,2
Campethera caroli,2
Campethera mombassica,1
Campethera taeniolaema,1
Campethera tullbergi,2
Chrysocolaptes lucidus,2
Chrysocolaptes strictus,1
Chrysophlegma flavinucha,1
Chrysophlegma humii,2
Chrysophlegma mentale,2
Dendrocopos darjellensis,1
Dendrocopos himalayensis,2
Dendrocopos leucopterus,2
Dendropicos dorae,2
Dendropicos elachus,2
Dendropicos namaquus,2
Dendropicos poecilolaemus,1
Dendropicos pyrrhogaster,2
Dryobates pernyii,2
Dryobates scalaris,1
Gecinulus viridis,1
Leiopicus auriceps,1
Leuconotopicus albolarvatus,2
Leuconotopicus arizonae,2
Leuconotopicus stricklandi,2
Meiglyptes grammithorax,2
Meiglyptes jugularis,1
Meiglyptes tukki,1
Melanerpes cactorum,2
Mulleripicus fulvus,2
Picoides canicapillus,2
Picoides funebris,1
Picoides maculatus,1
Picoides nanus,1
Picoides temminckii,1
Picoides tridactylus,1
Picus awokera,1
Picus chlorolophus,1
Picus dedemi,2
Picus puniceus,1
Picus rabieri,1
Picus squamatus,1
Picus vaillantii,2
Picus viridanus,1
Picus vittatus,2
Picus xanthopygaeus,1
Ramphastos toco,2
Zanda latirostris,1
Aratinga weddellii,2
Brotogeris versicolurus,1
Chalcopsitta cardinalis,2
Charmosyna josefinae,2
Charmosyna papou,2
Cyclopsitta melanogenia,1
Cyclopsitta nigrifrons,1
Eos cyanogenia,1
Eos semilarvata,2
Geoffroyus heteroclitus,2
Geoffroyus hyacinthinus,2
Geoffroyus simplex,1
Guaruba guarouba,1
Loriculus amabilis,2
Loriculus aurantiifrons,1
Loriculus catamene,1
Loriculus flosculus,2
Loriculus vernalis,2
Micropsitta bruijnii,2
Micropsitta geelvinkiana,2
Nannopsittaca panychlora,1
Neophema chrysogaster,1
Neopsittacus musschenbroekii,1
Neopsittacus pullicauda,2
Pionus fuscus,2
Poicephalus rueppellii,2
Prioniturus discurus,1
Prioniturus flavicans,2
Prioniturus mada,2
Prioniturus verticalis,2
Prosopeia personata,1
Prosopeia splendens,1
Psephotus haematonotus,1
Psilopsiagon aymara,2
Psittacella modesta,1
Psittaculirostris salvadorii,1
Pyrrhura caeruleiceps,2
Pyrrhura cruentata,2
Pyrrhura eisenmanni,2
Pyrrhura lucianii,1
Trichoglossus euteles,2
Trichoglossus rosenbergii,2
Triclaria malachitacea,1
Vini ultramarina,2
Bubo blakistoni,1
Glaucidium castanopterum,2
Ninox affinis,2
Ninox burhani,2
Ninox forbesi,2
Ninox hantu,2
Ninox hypogramma,2
Ninox obscura,2
Ninox punctulata,2
Ninox rudolfi,2
Otus bakkamoena,2
Otus beccarii,2
Otus enganensis,2
Otus everetti,2
Otus insularis,2
Otus mentawi,2
Otus pamelae,2
Otus rufescens,2
Otus sulaensis,2
Otus umbra,2
Strix hylophila,1
Strix ocellata,1
Tyto almae,1
Tyto nigrobrunnea,2
Tyto soumagnei,2
Apalharpactes reinwardtii,2
Harpactes duvaucelii,1
Harpactes whiteheadi,1
