SpeciesName,NumRef
Anthus hoeschi,1
Anthus leucophrys,1
Anthus melindae,1
Anthus nattereri,1
Anthus nyassae,1
Anthus pallidiventris,1
Anthus peruvianus,1
Anthus petrosus,1
Anthus roseatus,1
Anthus similis,2
Anthus sokokensis,2
Anthus spinoletta,2
Anthus sylvanus,1
Macronyx croceus,1
Macronyx flavicollis,1
Macronyx grimwoodi,1
Motacilla grandis,2
Tmetothylacus tenellus,1
Alethe castanea,2
Alethe diademata,2
Anthipes monileger,1
Anthipes solitaris,1
Brachypteryx cruralis,1
Brachypteryx goodfellowi,1
Brachypteryx hyperythra,2
Brachypteryx leucophris,1
Brachypteryx sinensis,1
Bradornis boehmi,2
Bradornis comitatus,1
Bradornis fuliginosus,1
Bradornis ussheri,1
Campicoloides bifasciatus,1
Cercotrichas hartlaubi,1
Cercotrichas podobe,1
Chamaetylas choloensis,2
Chamaetylas fuelleborni,1
Chamaetylas poliophrys,1
Cichladusa arquata,2
Cinclidium frontale,2
Copsychus albospecularis,2
Cossypha albicapillus,2
Cossypha cyanocampter,1
Cossypha niveicapilla,1
Cyanoptila cumatilis,1
Cyornis caerulatus,1
Cyornis djampeanus,2
Cyornis glaucicomans,1
Cyornis hainanus,1
Cyornis hoevelli,1
Cyornis hyacinthinus,1
Cyornis omissus,2
Cyornis poliogenys,2
Cyornis rubeculoides,2
Cyornis ruckii,1
Cyornis rufigastra,1
Cyornis sanfordi,2
Cyornis stresemanni,2
Cyornis superbus,2
Cyornis turcosus,2
Cyornis unicolor,2
Dessonornis anomalus,1
Dessonornis archeri,2
Enicurus maculatus,1
Enicurus ruficapillus,2
Enicurus scouleri,1
Erithacus rubecula,2
Eumyias indigo,2
Eumyias panayensis,1
Ficedula albicilla,2
Ficedula bonthaina,1
Ficedula buruensis,1
Ficedula dumetoria,2
Ficedula elisae,2
Ficedula harterti,1
Ficedula henrici,2
Ficedula hodgsoni,1
Ficedula luzoniensis,1
Ficedula narcissina,2
Ficedula owstoni,1
Ficedula riedeli,1
Ficedula rufigula,1
Ficedula sapphira,1
Ficedula timorensis,1
Ficedula tricolor,1
Ficedula westermanni,1
Fraseria cinerascens,1
Fraseria griseigularis,1
Fraseria lendu,2
Fraseria ocreata,1
Fraseria olivascens,1
Fraseria plumbea,1
Kittacincla albiventris,1
Kittacincla nigra,2
Melaenornis annamarulae,1
Melaenornis ardesiacus,1
Melaenornis brunneus,1
Melaenornis edolioides,1
Melaenornis fischeri,1
Melaenornis semipartitus,2
Monticola angolensis,1
Monticola brevipes,1
Monticola rufiventris,2
Monticola rupestris,1
Monticola sharpei,1
Muscicapa adusta,1
Muscicapa aquatica,1
Muscicapa cassini,1
Muscicapa epulata,2
Muscicapa ferruginea,1
Muscicapa griseisticta,1
Muscicapa segregata,1
Muscicapa sethsmithi,1
Myiomela cambodiana,1
Myiomela leucura,1
Myophonus blighi,2
Myophonus castaneus,1
Myophonus glaucinus,1
Myophonus melanurus,1
Myophonus robinsoni,1
Myrmecocichla aethiops,2
Myrmecocichla formicivora,1
Myrmecocichla melaena,1
Myrmecocichla nigra,2
Myrmecocichla tholloni,1
Niltava davidi,1
Niltava oatesi,2
Niltava sumatrana,1
Oenanthe familiaris,1
Oenanthe finschii,2
Oenanthe melanura,1
Oenanthe monacha,1
Oenanthe phillipsi,1
Phoenicurus alaschanicus,2
Phoenicurus coeruleocephala,1
Phoenicurus erythronotus,1
Phoenicurus frontalis,1
Phoenicurus hodgsoni,1
Phoenicurus schisticeps,1
Saxicola dacotiae,2
Saxicola ferreus,2
Saxicola gutturalis,1
Saxicola macrorhynchus,1
Saxicoloides fulicatus,1
Sheppardia aequatorialis,1
Sheppardia aurantiithorax,2
Sheppardia cyornithopsis,1
Sheppardia gabela,1
Sheppardia gunningi,2
Sheppardia lowei,1
Sheppardia montana,1
Sheppardia poensis,2
Sheppardia polioptera,2
Tarsiger hyperythrus,1
Aethopyga bella,1
Aethopyga christinae,1
Aethopyga duyvenbodei,1
Aethopyga eximia,1
Aethopyga flagrans,1
Aethopyga guimarasensis,1
Aethopyga ignicauda,2
Aethopyga linaraborae,2
Aethopyga mystacalis,1
Aethopyga nipalensis,1
Aethopyga saturata,1
Aethopyga shelleyi,1
Aethopyga siparaja,1
Aethopyga temminckii,2
Anabathmis hartlaubii,2
Anabathmis reichenbachii,2
Anthreptes anchietae,1
Anthreptes aurantius,1
Anthreptes gabonicus,1
Anthreptes griseigularis,2
Anthreptes longuemarei,1
Anthreptes neglectus,1
Anthreptes orientalis,1
Anthreptes rectirostris,2
Anthreptes reichenowi,1
Anthreptes rhodolaemus,1
Anthreptes rubritorques,1
Anthreptes simplex,1
Anthreptes tephrolaemus,2
Arachnothera affinis,1
Arachnothera chrysogenys,1
Arachnothera crassirostris,1
Arachnothera dilutior,2
Arachnothera flammifera,1
Arachnothera flavigaster,2
Arachnothera modesta,1
Arachnothera robusta,1
Chalcomitra adelberti,1
Chalcomitra balfouri,1
Chalcomitra fuliginosa,1
Chalcomitra hunteri,1
Chalcomitra rubescens,1
Cinnyris afer,1
Cinnyris bifasciatus,1
Cinnyris bouvieri,2
Cinnyris chalcomelas,1
Cinnyris chalybeus,2
Cinnyris chloropygius,2
Cinnyris coccinigastrus,1
Cinnyris comorensis,1
Cinnyris congensis,2
Cinnyris coquerellii,1
Cinnyris fuscus,1
Cinnyris gertrudis,1
Cinnyris hellmayri,2
Cinnyris johannae,2
Cinnyris loveridgei,2
Cinnyris ludovicensis,2
Cinnyris manoensis,1
Cinnyris mediocris,2
Cinnyris minullus,2
Cinnyris moebii,1
Cinnyris moreaui,2
Cinnyris notatus,1
Cinnyris oustaleti,2
Cinnyris regius,2
Cinnyris rockefelleri,2
Cinnyris rufipennis,1
Cinnyris shelleyi,1
Cinnyris solaris,1
Cinnyris superbus,1
Cinnyris talatala,1
Cinnyris ursulae,2
Cinnyris venustus,0
Cyanomitra alinae,1
Cyanomitra bannermani,2
Cyanomitra cyanolaema,1
Cyanomitra olivacea,1
Cyanomitra oritis,1
Cyanomitra verreauxii,1
Cyanomitra verticalis,1
Deleornis axillaris,1
Deleornis fraseri,1
Dreptes thomensis,2
Hedydipna collaris,1
Hedydipna metallica,1
Hedydipna pallidigaster,2
Hedydipna platura,2
Nectarinia bocagii,2
Nectarinia purpureiventris,1
Nectarinia tacazze,2
Daphoenositta miranda,1
Daphoenositta papuensis,1
Nicator chloris,1
Nicator vireo,1
Aleadryas rufinucha,2
Ornorectes cristatus,1
Oriolus auratus,2
Oriolus crassirostris,2
Oriolus cruentus,2
Oriolus forsteni,1
Oriolus melanotis,2
Oriolus mellianus,2
Oriolus nigripennis,1
Oriolus percivali,1
Oriolus phaeochromus,1
Oriolus szalayi,1
Oriolus tenuirostris,2
Sphecotheres hypoleucus,1
Orthonyx novaeguineae,1
Orthonyx spaldingii,2
Colluricincla boweri,1
Colluricincla harmonica,2
Colluricincla woodwardi,1
Coracornis raveni,2
Pachycephala albiventris,2
Pachycephala arctitorquis,2
Pachycephala aurea,1
Pachycephala cinerea,2
Pachycephala flavifrons,1
Pachycephala griseiceps,2
Pachycephala homeyeri,2
Pachycephala implicata,2
Pachycephala jacquinoti,1
Pachycephala lanioides,2
Pachycephala leucogastra,2
Pachycephala lorentzi,1
Pachycephala melanura,2
Pachycephala meyeri,1
Pachycephala modesta,2
Pachycephala monacha,2
Pachycephala nudigula,2
Pachycephala orpheus,1
Pachycephala phaionota,1
Pachycephala philippinensis,2
Pachycephala richardsi,2
Pachycephala schlegelii,2
Pachycephala simplex,2
Pachycephala sulfuriventer,1
Pachycephala tenebrosa,1
Pseudorectes incertus,2
Astrapia mayeri,2
Astrapia stephaniae,1
Drepanornis albertisi,2
Drepanornis bruijnii,1
Epimachus fastosus,1
Lophorina intercedens,2
Lycocorax obiensis,2
Manucodia ater,2
Manucodia chalybatus,1
Manucodia jobiensis,1
Paradigalla brevicauda,2
Paradigalla carunculata,1
Paradisaea decora,1
Paradisaea guilielmi,1
Paradisaea minor,2
Paradisaea rubra,1
Parotia carolae,1
Parotia wahnesi,2
Phonygammus keraudrenii,1
Oreocharis arfaki,2
Pardalotus rubricatus,1
Baeolophus inornatus,2
Baeolophus ridgwayi,2
Baeolophus wollweberi,2
Lophophanes dichrous,1
Parus monticolus,1
Poecile atricapillus,2
Poecile davidi,1
Poecile hypermelaenus,2
Poecile sclateri,1
Sittiparus varius,1
Basileuterus belli,2
Basileuterus culicivorus,2
Basileuterus griseiceps,1
Basileuterus hypoleucus,0
Basileuterus ignotus,1
Basileuterus lachrymosus,2
Basileuterus melanogenys,1
Basileuterus rufifrons,2
Basileuterus trifasciatus,1
Basileuterus tristriatus,2
Cardellina rubra,1
Cardellina rubrifrons,1
Cardellina versicolor,1
Geothlypis aequinoctialis,2
Geothlypis auricularis,2
Geothlypis beldingi,1
Geothlypis chiriquensis,2
Geothlypis flavovelata,2
Geothlypis formosa,2
Geothlypis nelsoni,1
Geothlypis poliocephala,1
Geothlypis rostrata,2
Geothlypis semiflava,1
Geothlypis speciosa,1
Leiothlypis crissalis,1
Leiothlypis virginiae,2
Myioborus albifacies,1
Myioborus albifrons,1
Myioborus brunniceps,1
Myioborus cardonai,1
Myioborus castaneocapilla,1
Myioborus flavivertex,1
Myioborus ornatus,1
Myioborus pariae,1
Myiothlypis bivittata,1
Myiothlypis chlorophrys,2
Myiothlypis chrysogaster,2
Myiothlypis cinereicollis,2
Myiothlypis conspicillata,1
Myiothlypis coronata,1
Myiothlypis flaveola,1
Myiothlypis fraseri,1
Myiothlypis fulvicauda,1
Myiothlypis leucoblephara,1
Myiothlypis leucophrys,1
Myiothlypis nigrocristata,1
Myiothlypis rivularis,1
Myiothlypis signata,1
Oreothlypis gutturalis,2
Oreothlypis superciliosa,1
Setophaga delicata,1
Setophaga graciae,2
Setophaga pharetra,1
Setophaga pityophila,1
Setophaga plumbea,1
Aimophila notosticta,1
Aimophila rufescens,1
Arremon abeillei,1
Arremon assimilis,2
Arremon aurantiirostris,2
Arremon brunneinucha,2
Arremon crassirostris,2
Arremon franciscanus,2
Arremon phaeopleurus,2
Arremon phygas,2
Arremon semitorquatus,1
Arremon virenticeps,2
Arremonops chloronotus,2
Arremonops conirostris,2
Arremonops rufivirgatus,1
Arremonops tocuyensis,2
Artemisiospiza nevadensis,2
Atlapetes albiceps,1
Atlapetes albinucha,1
Atlapetes citrinellus,2
Atlapetes forbesi,1
Atlapetes fulviceps,1
Atlapetes fuscoolivaceus,2
Atlapetes latinuchus,1
Atlapetes leucopis,1
Atlapetes leucopterus,1
Atlapetes melanocephalus,1
Atlapetes melanolaemus,1
Atlapetes melanopsis,1
Atlapetes nationi,1
Atlapetes pallidiceps,1
Atlapetes pallidinucha,1
Atlapetes paynteri,1
Atlapetes personatus,1
Atlapetes pileatus,1
Atlapetes rufigenis,1
Atlapetes rufinucha,2
Atlapetes schistaceus,1
Atlapetes seebohmi,1
Atlapetes semirufus,1
Atlapetes terborghi,1
Atlapetes tricolor,2
Chlorospingus canigularis,1
Chlorospingus flavigularis,1
Chlorospingus inornatus,1
Chlorospingus parvirostris,1
Chlorospingus pileatus,1
Chlorospingus semifuscus,1
Chlorospingus tacarcunae,1
Chondestes grammacus,2
Junco vulcani,1
Melozone albicollis,1
Melozone cabanisi,1
Melozone kieneri,1
Melozone leucotis,1
Oriturus superciliosus,1
Passerculus guttatus,1
Passerculus rostratus,1
Passerculus sanctorum,1
Passerculus sandwichensis,1
Passerella megarhyncha,2
Passerella schistacea,1
Passerella unalaschcensis,1
Peucaea carpalis,2
Peucaea humeralis,2
Peucaea mystacalis,2
Peucaea ruficauda,2
Peucaea sumichrasti,2
Pezopetes capitalis,2
Pipilo chlorurus,2
Pselliophorus luteoviridis,1
Pselliophorus tibialis,1
Xenospiza baileyi,1
Gymnoris pyrgita,1
Gymnoris superciliaris,2
Montifringilla henrici,1
Onychostruthus taczanowskii,2
Passer castanopterus,2
Passer diffusus,2
Passer euchlorus,2
Passer gongonensis,1
Passer suahelicus,1
Pyrgilauda blanfordi,2
Pyrgilauda davidiana,1
Pyrgilauda ruficollis,1
Gampsorhynchus rufulus,2
Gampsorhynchus torquatus,1
Graminicola striatus,2
Illadopsis albipectus,2
Illadopsis cleaveri,1
Illadopsis distans,1
Illadopsis fulvescens,2
Illadopsis puveli,1
Illadopsis pyrrhoptera,1
Illadopsis rufescens,1
Illadopsis rufipennis,1
Illadopsis turdina,1
Kenopia striata,2
Malacocincla sepiaria,2
Malacopteron affine,2
Malacopteron albogulare,1
Malacopteron cinereum,1
Malacopteron magnum,1
Napothera epilepidota,1
Pellorneum albiventre,1
Pellorneum nigrocapitatum,1
Pellorneum palustre,1
Ptilocichla leucogrammica,2
Ptilocichla mindanensis,1
Rimator albostriatus,1
Rimator danjoui,1
Rimator malacoptilus,1
Rimator naungmungensis,1
Rimator pasquieri,1
Schoeniparus brunneus,2
Schoeniparus castaneceps,2
Schoeniparus cinereus,2
Schoeniparus dubius,2
Schoeniparus variegaticeps,2
Trichastoma bicolor,1
Trichastoma buettikoferi,1
Trichastoma celebense,1
Trichastoma cinereiceps,2
Trichastoma pyrrogenys,2
Trichastoma rostratum,1
Trichastoma tickelli,1
Turdinus brevicaudatus,1
Turdinus crassus,2
Turdinus crispifrons,2
Turdinus macrodactylus,1
Turdinus marmoratus,1
Turdinus rufipectus,1
Amalocichla incerta,2
Drymodes beccarii,2
Eopsaltria griseogularis,1
Heteromyias armiti,2
Melanodryas vittata,1
Microeca hemixantha,1
Monachella muelleriana,2
Pachycephalopsis poliosoma,2
Petroica archboldi,1
Quoyornis georgianus,1
Tregellasia leucops,2
Neodrepanis coruscans,2
Neodrepanis hypoxantha,1
Philepitta castanea,2
Philepitta schlegeli,1
Phylloscopus amoenus,1
Phylloscopus armandii,2
Phylloscopus budongoensis,1
Phylloscopus cantator,2
Phylloscopus cebuensis,1
Phylloscopus chloronotus,2
Phylloscopus claudiae,1
Phylloscopus examinandus,2
Phylloscopus forresti,1
Phylloscopus fuligiventer,1
Phylloscopus goodsoni,1
Phylloscopus griseolus,1
Phylloscopus hainanus,1
Phylloscopus herberti,1
Phylloscopus laetus,1
Phylloscopus laurae,1
Phylloscopus maculipennis,1
Phylloscopus maforensis,1
Phylloscopus misoriensis,1
Phylloscopus neglectus,1
Phylloscopus olivaceus,1
Phylloscopus plumbeitarsus,2
Phylloscopus poliocephalus,1
Phylloscopus presbytes,2
Phylloscopus proregulus,2
Phylloscopus pulcher,2
Phylloscopus reguloides,2
Phylloscopus ricketti,1
Phylloscopus ruficapilla,1
Phylloscopus sarasinorum,2
Phylloscopus sindianus,1
Phylloscopus subaffinis,2
Phylloscopus subviridis,1
Phylloscopus tenellipes,2
Phylloscopus trivirgatus,1
Phylloscopus umbrovirens,2
Phylloscopus xanthoschistos,1
Antilophia bokermanni,2
Ceratopipra chloromeros,1
Ceratopipra cornuta,1
Ceratopipra mentalis,1
Ceratopipra rubrocapilla,1
Chiroxiphia boliviana,1
Chiroxiphia lanceolata,2
Chiroxiphia pareola,1
Chloropipo flavicapilla,1
Chloropipo unicolor,1
Corapipo leucorrhoa,1
Cryptopipo holochlora,1
Cryptopipo litae,1
Heterocercus aurantiivertex,1
Heterocercus flavivertex,1
Heterocercus linteatus,1
Lepidothrix coeruleocapilla,1
Lepidothrix iris,2
Lepidothrix isidorei,1
Lepidothrix nattereri,2
Lepidothrix suavissima,2
Machaeropterus pyrocephalus,1
Manacus aurantiacus,2
Manacus candei,2
Manacus manacus,2
Masius chrysopterus,2
Neopelma aurifrons,1
Neopelma chrysolophum,1
Neopelma pallescens,1
Neopelma sulphureiventer,1
Pipra aureola,2
Pipra fasciicauda,2
Pipra filicauda,2
Tyranneutes stolzmanni,1
Tyranneutes virescens,1
Xenopipo atronitens,1
Xenopipo uniformis,1
Erythropitta arquata,2
Erythropitta dohertyi,1
Erythropitta erythrogaster,1
Erythropitta granatina,1
Erythropitta inspeculata,1
Erythropitta macklotii,1
Erythropitta meeki,2
Erythropitta rubrinucha,1
Erythropitta rufiventris,1
Hydrornis caeruleus,1
Hydrornis elliotii,1
Hydrornis guajanus,2
Hydrornis nipalensis,2
Hydrornis phayrei,2
Hydrornis schneideri,1
Hydrornis schwaneri,2
Pitta anerythra,1
Pitta maxima,1
Pitta reichenowi,2
Pitta superba,2
Batis dimorpha,1
Batis occulta,1
Batis pririt,1
Dyaphorophyia blissetti,1
Dyaphorophyia castanea,2
Dyaphorophyia chalybea,1
Dyaphorophyia concreta,1
Dyaphorophyia hormophora,1
Dyaphorophyia jamesoni,2
Dyaphorophyia tonsa,1
Lanioturdus torquatus,1
Platysteira albifrons,1
Platysteira cyanea,1
Platysteira laticincta,2
Platysteira peltata,1
Anaplectes rubriceps,1
Brachycope anomala,2
Bubalornis albirostris,1
Euplectes axillaris,2
Euplectes diadematus,1
Euplectes hartlaubi,2
Euplectes hordeaceus,1
Euplectes jacksoni,1
Euplectes nigroventris,1
Euplectes psammacromius,1
Foudia eminentissima,1
Foudia omissa,1
Foudia sechellarum,2
Histurgops ruficauda,1
Malimbus cassini,1
Malimbus coronatus,1
Malimbus erythrogaster,1
Malimbus malimbicus,1
Malimbus nitens,1
Malimbus rubricollis,1
Malimbus scutatus,1
Plocepasser donaldsoni,2
Plocepasser rufoscapulatus,1
Plocepasser superciliosus,2
Ploceus albinucha,1
Ploceus alienus,1
Ploceus aureonucha,1
Ploceus badius,2
Ploceus bannermani,2
Ploceus batesi,2
Ploceus bicolor,1
Ploceus bojeri,1
Ploceus burnieri,1
Ploceus castaneiceps,1
Ploceus castanops,1
Ploceus dichrocephalus,1
Ploceus dorsomaculatus,1
Ploceus flavipes,1
Ploceus golandi,2
Ploceus grandis,2
Ploceus heuglini,1
Ploceus hypoxanthus,1
Ploceus insignis,1
Ploceus intermedius,2
Ploceus jacksoni,1
Ploceus katangae,1
Ploceus luteolus,1
Ploceus manyar,1
Ploceus melanogaster,1
Ploceus nicolli,1
Ploceus nigrimentus,1
Ploceus ocularis,1
Ploceus olivaceiceps,1
Ploceus pelzelni,1
Ploceus preussi,1
Ploceus princeps,1
Ploceus reichardi,1
Ploceus rubiginosus,1
Ploceus ruweti,1
Ploceus sanctithomae,1
Ploceus subaureus,1
Ploceus subpersonatus,1
Ploceus superciliosus,2
Ploceus taeniopterus,1
Ploceus temporalis,2
Ploceus tricolor,1
Ploceus vitellinus,1
Ploceus xanthopterus,1
Sporopipes frontalis,1
Sporopipes squamifrons,1
Pnoepyga albiventer,1
Pnoepyga formosana,2
Pnoepyga pusilla,1
Garritornis isidorei,2
Prunella atrogularis,1
Prunella immaculata,1
Prunella rubida,1
Psophodes occidentalis,1
Phainoptila melanoxantha,2
Ptiliogonys caudatus,1
Ptiliogonys cinereus,1
Ailuroedus buccoides,2
Amblyornis inornata,1
Amblyornis macgregoriae,2
Amblyornis subalaris,1
Archboldia papuensis,1
Chlamydera cerviniventris,2
Chlamydera lauterbachi,1
Chlamydera nuchalis,2
Sericulus ardens,1
Sericulus bakeri,2
Alcurus striatus,2
Alophoixus frater,2
Alophoixus ruficrissus,2
Alophoixus tephrogenys,2
Arizelocichla montana,2
Bleda eximius,2
Bleda notatus,2
Bleda ugandae,1
Chlorocichla flaviventris,2
Chlorocichla prigoginei,2
Criniger ndussumensis,2
Criniger olivaceus,1
Euptilotus eutilotus,2
Hemixos cinereus,2
Hemixos connectens,2
Hemixos flavala,2
Hypsipetes aureus,2
Hypsipetes crassirostris,2
Hypsipetes madagascariensis,2
Hypsipetes moheliensis,2
Hypsipetes mysticalis,1
Hypsipetes parvirostris,2
Iole charlottae,2
Iole palawanensis,2
Iole propinqua,2
Ixos sumatranus,2
Microtarsus melanoleucos,2
Phyllastrephus albigularis,2
Phyllastrephus baumanni,2
Phyllastrephus cerviniventris,2
Phyllastrephus flavostriatus,2
Phyllastrephus fulviventris,1
Phyllastrephus hypochloris,2
Phyllastrephus lorenzi,2
Phyllastrephus poliocephalus,1
Phyllastrephus strepitans,1
Phyllastrephus terrestris,2
Phyllastrephus viridiceps,2
Poliolophus urostictus,2
Pycnonotus blanfordi,2
Pycnonotus brunneus,2
Pycnonotus cinereifrons,2
Pycnonotus flavescens,2
Pycnonotus goiavier,2
Pycnonotus simplex,2
Pycnonotus taivanus,1
Pycnonotus tympanistrigus,2
Anthoscopus flavifrons,1
Anthoscopus punctifrons,1
Remiz coronatus,2
Rhagologus leucostigma,2
Pteroptochos tarnii,2
Scytalopus canus,1
Scytalopus gettyae,2
Scytalopus iraiensis,1
Scytalopus rodriguezi,1
Scytalopus stilesi,1
Rhipidura albicollis,2
Rhipidura albolimbata,1
Rhipidura atra,1
Rhipidura aureola,1
Rhipidura brachyrhyncha,1
Rhipidura cyaniceps,2
Rhipidura dahli,2
Rhipidura dedemi,2
Rhipidura diluta,1
Rhipidura euryura,1
Rhipidura fuscorufa,1
Rhipidura hyperythra,1
Rhipidura javanica,2
Rhipidura kordensis,2
Rhipidura kubaryi,1
Rhipidura lepida,2
Rhipidura malaitae,1
Rhipidura matthiae,1
Rhipidura nigrocinnamomea,2
Rhipidura opistherythra,1
Rhipidura perlata,1
Rhipidura personata,2
Rhipidura phasiana,1
Rhipidura phoenicura,1
Rhipidura rufidorsa,1
Rhipidura samarensis,1
Rhipidura semirubra,1
Rhipidura superciliaris,1
Rhipidura superflua,1
Rhipidura tenebrosa,2
Rhipidura threnothorax,2
Abroscopus albogularis,2
Abroscopus schisticeps,1
Abroscopus superciliaris,1
Cettia brunnifrons,1
Cettia major,2
Erythrocercus holochlorus,1
Erythrocercus livingstonei,1
Erythrocercus mccallii,1
Horornis acanthizoides,1
Horornis annae,1
Horornis brunnescens,2
Horornis carolinae,1
Horornis fortipes,1
Horornis parens,1
Horornis ruficapilla,1
Phyllergates cucullatus,1
Phyllergates heterolaemus,1
Tesia cyaniventer,2
Tesia everetti,1
Tesia olivea,1
Tesia superciliaris,1
Tickellia hodgsoni,1
Urosphena subulata,1
Urosphena whiteheadi,1
Salpornis salvadori,1
Sitta azurea,2
Sitta canadensis,1
Sitta cashmirensis,2
Sitta europaea,2
Sitta himalayensis,2
Sitta leucopsis,1
Sitta neglecta,2
Sitta neumayer,2
Sitta oenochlamys,1
Sitta solangiae,1
Sitta tephronota,2
Sitta villosa,1
Spindalis portoricensis,1
Elminia albicauda,1
Elminia albiventris,1
Elminia albonotata,1
Elminia nigromitrata,1
Stenostira scita,2
Acridotheres albocinctus,2
Acridotheres grandis,1
Acridotheres leucocephalus,2
Acridotheres tristis,2
Ampeliceps coronatus,1
Aplonis brunneicapillus,1
Aplonis cantoroides,1
Aplonis cinerascens,1
Aplonis crassa,1
Aplonis dichroa,1
Aplonis feadensis,2
Aplonis grandis,1
Aplonis insularis,1
Aplonis minor,1
Aplonis mysolensis,1
Aplonis mystacea,1
Aplonis panayensis,2
Aplonis santovestris,2
Aplonis zelandica,1
Basilornis corythaix,1
Basilornis galeatus,1
Creatophora cinerea,1
Gracula venerata,1
Hartlaubius auratus,2
Hylopsar cupreocauda,1
Hylopsar purpureiceps,1
Lamprotornis acuticaudus,1
Lamprotornis albicapillus,1
Lamprotornis caudatus,1
Lamprotornis chalcurus,1
Lamprotornis fischeri,2
Lamprotornis iris,2
Lamprotornis mevesii,2
Lamprotornis ornatus,1
Lamprotornis pulcher,1
Lamprotornis purpureus,1
Lamprotornis purpuroptera,1
Lamprotornis shelleyi,2
Lamprotornis splendidus,2
Lamprotornis unicolor,1
Mino anais,2
Mino kreffti,2
Onychognathus albirostris,2
Onychognathus blythii,2
Onychognathus fulgidus,1
Onychognathus nabouroup,2
Onychognathus neumanni,0
Onychognathus salvadorii,1
Onychognathus walleri,2
Pholia sharpii,2
Poeoptera lugubris,2
Poeoptera stuhlmanni,2
Rhabdornis inornatus,2
Rhabdornis mystacalis,1
Saroglossa spilopterus,2
Speculipastor bicolor,1
Streptocitta albertinae,1
Streptocitta albicollis,1
Sturnus vulgaris,2
Chleuasicus atrosuperciliaris,1
Cholornis paradoxus,1
Fulvetta cinereiceps,1
Fulvetta danisi,1
Fulvetta formosana,2
Fulvetta ludlowi,1
Fulvetta manipurensis,1
Fulvetta ruficapilla,2
Fulvetta striaticollis,1
Fulvetta vinipectus,1
Lioparus chrysotis,2
Moupinia poecilotis,2
Neosuthora davidiana,1
Paradoxornis flavirostris,1
Paradoxornis guttaticollis,1
Psittiparus bakeri,2
Psittiparus margaritae,2
Psittiparus ruficeps,1
Rhopophilus albosuperciliaris,1
Rhopophilus pekinensis,2
Sinosuthora brunnea,2
Sinosuthora conspicillata,1
Sinosuthora przewalskii,1
Sinosuthora zappeyi,1
Suthora nipalensis,2
Suthora verreauxi,1
Sylvia atricapilla,2
Sylvia balearica,1
Sylvia buryi,2
Sylvia deserticola,2
Sylvia layardi,1
Sylvia lugens,1
Sylvia melanothorax,2
Sylvia mystacea,1
Sylvia nigricapillus,2
Clytoctantes atrogularis,1
Formicivora grantsaui,1
Hypocnemis rondoni,1
Myrmoderus eowilsoni,1
Anisognathus melanogenys,1
Anisognathus notabilis,1
Asemospiza fuliginosa,1
Asemospiza obscura,1
Bangsia arcaei,1
Bangsia edwardsi,1
Bangsia melanochlamys,1
Catamenia analis,1
Catamenia homochroa,1
Catamenia inornata,1
Certhidea fusca,1
Chlorochrysa calliparaea,1
Chlorochrysa phoenicotis,2
Conirostrum albifrons,2
Conirostrum bicolor,1
Conirostrum cinereum,1
Conirostrum ferrugineiventre,1
Conirostrum leucogenys,1
Conirostrum margaritae,1
Conirostrum rufum,1
Conirostrum speciosum,1
Conirostrum tamarugense,1
Conothraupis mesoleuca,1
Corydospiza alaudina,1
Creurgops dentatus,1
Creurgops verticalis,1
Cyanerpes lucidus,1
Cyanerpes nitidus,1
Dacnis albiventris,1
Dacnis berlepschi,1
Dacnis egregia,1
Dacnis flaviventer,1
Dacnis hartlaubi,1
Dacnis lineata,1
Dacnis nigripes,1
Dacnis venusta,1
Dacnis viguieri,1
Diglossa baritula,2
Diglossa brunneiventris,1
Diglossa caerulescens,1
Diglossa carbonaria,1
Diglossa duidae,1
Diglossa glauca,1
Diglossa gloriosa,1
Diglossa humeralis,1
Diglossa indigotica,1
Diglossa lafresnayii,1
Diglossa mystacalis,2
Diglossa plumbea,1
Diglossa sittoides,1
Diglossa venezuelensis,1
Dubusia carrikeri,2
Dubusia castaneoventris,1
Dubusia stictocephala,2
Emberizoides duidae,1
Emberizoides herbicola,1
Emberizoides ypiranganus,2
Embernagra longicauda,1
Embernagra platensis,1
Geospiza fortis,1
Geospiza fuliginosa,1
Geospiza magnirostris,2
Geospiza pauper,1
Geospiza psittacula,1
Geospizopsis plebejus,1
Geospizopsis unicolor,1
Haplospiza unicolor,1
Hemithraupis flavicollis,2
Hemithraupis ruficapilla,1
Heterospingus rubrifrons,1
Heterospingus xanthopygius,1
Idiopsar brachyurus,1
Incaspiza laeta,1
Incaspiza ortizi,1
Incaspiza personata,1
Incaspiza pulchra,1
Incaspiza watkinsi,1
Iridosornis analis,1
Iridosornis jelskii,1
Iridosornis porphyrocephalus,1
Iridosornis reinhardti,1
Iridosornis rufivertex,1
Kleinothraupis atropileus,2
Kleinothraupis auricularis,1
Kleinothraupis calophrys,2
Kleinothraupis parodii,1
Kleinothraupis reyi,2
Lanio aurantius,1
Lanio leucothorax,1
Melanodera melanodera,1
Melanodera xanthogramma,1
Melanospiza richardsoni,1
Microspingus alticola,1
Microspingus cabanisi,1
Microspingus cinereus,1
Microspingus erythrophrys,1
Microspingus lateralis,1
Microspingus melanoleucus,1
Microspingus pectoralis,1
Microspingus torquatus,1
Microspingus trifasciatus,1
Nesospiza questi,1
Nesospiza wilkinsi,2
Paroaria baeri,2
Paroaria capitata,2
Phrygilus atriceps,1
