"Species","Results"
"Chrysophlegma miniaceum","0"
"Colaptes aeruginosus","0"
"Colaptes atriceps","0"
"Colaptes atricollis","0"
"Colaptes auratus","8"
"Colaptes auricularis","0"
"Colaptes cafer","0"
"Colaptes campestris","1"
"Colaptes campestroides","0"
"Colaptes chrysoides","0"
"Colaptes cinereicapillus","0"
"Colaptes fernandinae","0"
"Colaptes melanochloros","0"
"Colaptes melanolaimus","0"
"Colaptes mexicanoides","0"
"Colaptes pitius","0"
"Colaptes punctigula","0"
"Colaptes rivolii","0"
"Colaptes rubiginosus","0"
"Colaptes rupicola","0"
"Dendrocopos analis","0"
"Dendrocopos assimilis","0"
"Dendrocopos atratus","0"
"Dendrocopos darjellensis","0"
"Dendrocopos himalayensis","0"
"Dendrocopos hyperythrus","0"
"Dendrocopos leucopterus","0"
"Dendrocopos leucotos","4"
"Dendrocopos macei","0"
"Dendrocopos major","10"
"Dendrocopos noguchii","0"
"Dendrocopos owstoni","0"
"Dendrocopos syriacus","2"
"Dendropicos abyssinicus","0"
"Dendropicos dorae","0"
"Dendropicos elachus","0"
"Dendropicos elliotii","0"
"Dendropicos fuscescens","0"
"Dendropicos gabonensis","0"
"Dendropicos goertae","0"
"Dendropicos griseocephalus","0"
"Dendropicos johnstoni","0"
"Dendropicos lugubris","0"
"Dendropicos namaquus","0"
"Dendropicos obsoletus","0"
"Dendropicos poecilolaemus","0"
"Dendropicos pyrrhogaster","0"
"Dendropicos spodocephalus","0"
"Dendropicos stierlingi","0"
"Dendropicos xantholophus","0"
"Dinopium benghalense","0"
"Dinopium everetti","0"
"Dinopium javanense","0"
"Dinopium psarodes","0"
"Dinopium rafflesii","0"
"Dinopium shorii","0"
"Dryobates cathpharius","0"
"Dryobates minor","1"
"Dryobates nuttallii","0"
"Dryobates pernyii","0"
"Dryobates pubescens","0"
"Dryobates scalaris","0"
"Dryocopus hodgei","0"
"Dryocopus javensis","1"
"Dryocopus martius","6"
"Gecinulus grantia","0"
"Gecinulus viridis","0"
"Geocolaptes olivaceus","0"
"Hemicircus canente","0"
"Hemicircus concretus","1"
"Hemicircus sordidus","0"
"Hylatomus fuscipennis","0"
"Hylatomus lineatus","0"
"Hylatomus pileatus","0"
"Hylatomus schulzii","0"
"Jynx ruficollis","1"
"Jynx torquilla","1"
"Leiopicus auriceps","0"
"Leiopicus mahrattensis","0"
"Leiopicus medius","1"
"Leuconotopicus albolarvatus","0"
"Leuconotopicus arizonae","0"
"Leuconotopicus borealis","0"
"Leuconotopicus fumigatus","0"
"Leuconotopicus stricklandi","0"
"Leuconotopicus villosus","0"
"Meiglyptes grammithorax","0"
"Meiglyptes jugularis","0"
"Meiglyptes tristis","0"
"Meiglyptes tukki","0"
"Melanerpes aurifrons","1"
"Melanerpes cactorum","0"
"Melanerpes candidus","0"
"Melanerpes carolinus","7"
"Melanerpes chrysauchen","0"
"Melanerpes chrysogenys","0"
"Melanerpes cruentatus","1"
"Melanerpes erythrocephalus","5"
"Melanerpes flavifrons","0"
"Melanerpes formicivorus","11"
"Melanerpes herminieri","0"
"Melanerpes hoffmannii","0"
"Melanerpes hypopolius","0"
"Melanerpes lewis","0"
"Melanerpes portoricensis","0"
"Melanerpes pucherani","0"
"Melanerpes pulcher","0"
"Melanerpes pygmaeus","0"
"Melanerpes radiolatus","0"
"Melanerpes rubricapillus","1"
"Melanerpes striatus","1"
"Melanerpes superciliaris","0"
"Melanerpes uropygialis","0"
"Micropternus brachyurus","0"
"Mulleripicus fuliginosus","0"
"Mulleripicus fulvus","0"
"Mulleripicus funebris","0"
"Mulleripicus pulverulentus","1"
"Nesoctites micromegas","0"
"Picoides arcticus","2"
"Picoides canicapillus","0"
"Picoides funebris","0"
"Picoides kizuki","0"
"Picoides maculatus","0"
"Picoides moluccensis","0"
"Picoides nanus","0"
"Picoides ramsayi","0"
"Picoides temminckii","0"
"Picoides tridactylus","0"
"Piculus aurulentus","0"
"Piculus callopterus","0"
"Piculus chrysochloros","0"
"Piculus flavigula","0"
"Piculus leucolaemus","0"
"Piculus litae","0"
"Piculus simplex","0"
"Picumnus albosquamatus","0"
"Picumnus aurifrons","0"
"Picumnus castelnau","0"
"Picumnus cinnamomeus","0"
"Picumnus cirratus","1"
"Picumnus dorbignyanus","0"
"Picumnus exilis","0"
"Picumnus fulvescens","0"
"Picumnus fuscus","0"
"Picumnus granadensis","0"
"Picumnus innominatus","0"
"Picumnus lafresnayi","0"
"Picumnus limae","0"
"Picumnus minutissimus","0"
"Picumnus nebulosus","0"
"Picumnus nigropunctatus","0"
"Picumnus olivaceus","0"
"Picumnus pumilus","0"
"Picumnus pygmaeus","0"
"Picumnus rufiventris","0"
"Picumnus sclateri","0"
"Picumnus spilogaster","0"
"Picumnus squamulatus","0"
"Picumnus steindachneri","0"
"Picumnus subtilis","0"
"Picumnus temminckii","1"
"Picumnus varzeae","0"
"Picus awokera","0"
"Picus canus","2"
"Picus chlorolophus","0"
"Picus dedemi","0"
"Picus erythropygius","0"
"Picus guerini","0"
"Picus puniceus","0"
"Picus rabieri","0"
"Picus sharpei","0"
"Picus squamatus","0"
"Picus vaillantii","0"
"Picus viridanus","0"
"Picus viridis","3"
"Picus vittatus","0"
"Picus xanthopygaeus","0"
"Sasia abnormis","0"
"Sasia ochracea","0"
"Sphyrapicus nuchalis","1"
"Sphyrapicus ruber","0"
"Sphyrapicus thyroideus","0"
"Sphyrapicus varius","3"
"Veniliornis affinis","0"
"Veniliornis callonotus","0"
"Veniliornis cassini","0"
"Veniliornis chocoensis","0"
"Veniliornis dignus","0"
"Veniliornis frontalis","0"
"Veniliornis kirkii","0"
"Veniliornis lignarius","0"
"Veniliornis maculifrons","0"
"Veniliornis mixtus","0"
"Veniliornis nigriceps","0"
"Veniliornis passerinus","0"
"Veniliornis sanguineus","0"
"Veniliornis spilogaster","0"
"Verreauxia africana","0"
"Xiphidiopicus percussus","0"
"Andigena cucullata","0"
"Andigena hypoglauca","0"
"Andigena laminirostris","0"
"Andigena nigrirostris","0"
"Aulacorhynchus albivitta","0"
"Aulacorhynchus atrogularis","0"
"Aulacorhynchus caeruleogularis","0"
"Aulacorhynchus calorhynchus","0"
"Aulacorhynchus coeruleicinctis","0"
"Aulacorhynchus cyanolaemus","0"
"Aulacorhynchus derbianus","0"
"Aulacorhynchus haematopygus","0"
"Aulacorhynchus huallagae","0"
"Aulacorhynchus prasinus","0"
"Aulacorhynchus sulcatus","0"
"Aulacorhynchus wagleri","0"
"Aulacorhynchus whitelianus","0"
"Pteroglossus aracari","0"
"Pteroglossus azara","0"
"Pteroglossus bailloni","0"
"Pteroglossus beauharnaisii","0"
"Pteroglossus bitorquatus","0"
"Pteroglossus castanotis","0"
"Pteroglossus erythropygius","0"
"Pteroglossus frantzii","0"
"Pteroglossus humboldti","0"
"Pteroglossus inscriptus","0"
"Pteroglossus pluricinctus","0"
"Pteroglossus sanguineus","0"
"Pteroglossus sturmii","0"
"Pteroglossus torquatus","0"
"Pteroglossus viridis","0"
"Ramphastos ambiguus","0"
"Ramphastos ariel","0"
"Ramphastos brevis","0"
"Ramphastos citreolaemus","0"
"Ramphastos culminatus","0"
"Ramphastos cuvieri","0"
"Ramphastos dicolorus","0"
"Ramphastos sulfuratus","0"
"Ramphastos toco","0"
"Ramphastos tucanus","0"
"Ramphastos vitellinus","0"
"Selenidera gouldii","0"
"Selenidera langsdorffii","0"
"Selenidera maculirostris","0"
"Selenidera nattereri","0"
"Selenidera piperivora","0"
"Selenidera reinwardtii","0"
"Selenidera spectabilis","0"
"Semnornis frantzii","0"
"Semnornis ramphastinus","0"
"Cacatua alba","0"
"Cacatua ducorpsii","0"
"Cacatua galerita","3"
"Cacatua goffiniana","0"
"Cacatua haematuropygia","0"
"Cacatua leadbeateri","0"
"Cacatua moluccensis","0"
"Cacatua ophthalmica","0"
"Cacatua pastinator","0"
"Cacatua sanguinea","0"
"Cacatua sulphurea","2"
"Cacatua tenuirostris","0"
"Callocephalon fimbriatum","0"
"Calyptorhynchus banksii","5"
"Calyptorhynchus lathami","2"
"Eolophus roseicapilla","0"
"Nymphicus hollandicus","2"
"Probosciger aterrimus","0"
"Zanda baudinii","1"
"Zanda funerea","0"
"Zanda latirostris","1"
"Agapornis canus","0"
"Agapornis fischeri","0"
"Agapornis lilianae","1"
"Agapornis nigrigenis","2"
"Agapornis personatus","0"
"Agapornis pullarius","0"
"Agapornis roseicollis","0"
"Agapornis swindernianus","0"
"Agapornis taranta","0"
"Alexandrinus eques","0"
"Alexandrinus krameri","1"
"Alipiopsitta xanthops","1"
"Alisterus amboinensis","0"
"Alisterus chloropterus","0"
"Alisterus scapularis","0"
"Amazona aestiva","3"
"Amazona agilis","0"
"Amazona albifrons","0"
"Amazona amazonica","4"
"Amazona arausiaca","0"
"Amazona auropalliata","7"
"Amazona autumnalis","1"
"Amazona barbadensis","1"
"Amazona bodini","0"
"Amazona brasiliensis","5"
"Amazona collaria","0"
"Amazona diadema","0"
"Amazona dufresniana","0"
"Amazona farinosa","0"
"Amazona festiva","0"
"Amazona finschi","0"
"Amazona guatemalae","0"
"Amazona guildingii","0"
"Amazona imperialis","0"
"Amazona kawalli","0"
"Amazona leucocephala","0"
"Amazona lilacina","2"
"Amazona mercenarius","0"
"Amazona ochrocephala","0"
"Amazona oratrix","1"
"Amazona pretrei","1"
"Amazona rhodocorytha","1"
"Amazona tucumana","1"
"Amazona ventralis","0"
"Amazona versicolor","0"
"Amazona vinacea","6"
"Amazona viridigenalis","2"
"Amazona vittata","0"
"Amazona xantholora","0"
"Anodorhynchus glaucus","0"
"Anodorhynchus hyacinthinus","1"
"Anodorhynchus leari","1"
"Aprosmictus erythropterus","0"
"Aprosmictus jonquillaceus","0"
"Ara ambiguus","0"
"Ara ararauna","1"
"Ara chloropterus","0"
"Ara glaucogularis","1"
"Ara macao","0"
"Ara militaris","6"
"Ara rubrogenys","0"
"Ara severus","1"
"Aratinga auricapillus","0"
"Aratinga jandaya","0"
"Aratinga maculata","0"
"Aratinga nenday","0"
"Aratinga solstitialis","0"
"Aratinga weddellii","1"
"Barnardius zonarius","1"
"Belocercus longicaudus","0"
"Bolbopsittacus lunulatus","0"
"Bolborhynchus ferrugineifrons","0"
"Bolborhynchus lineola","0"
"Bolborhynchus orbygnesius","1"
"Brotogeris chiriri","1"
"Brotogeris chrysoptera","0"
"Brotogeris cyanoptera","0"
"Brotogeris jugularis","0"
"Brotogeris pyrrhoptera","0"
"Brotogeris sanctithomae","0"
"Brotogeris tirica","0"
"Brotogeris versicolurus","1"
"Chalcopsitta atra","0"
"Chalcopsitta cardinalis","0"
"Chalcopsitta duivenbodei","0"
"Chalcopsitta scintillata","0"
"Charmosyna amabilis","0"
"Charmosyna diadema","0"
"Charmosyna josefinae","0"
"Charmosyna margarethae","0"
"Charmosyna meeki","0"
"Charmosyna multistriata","0"
"Charmosyna palmarum","0"
"Charmosyna papou","0"
"Charmosyna placentis","0"
"Charmosyna pulchella","0"
"Charmosyna rubrigularis","0"
"Charmosyna rubronotata","0"
"Charmosyna stellae","0"
"Charmosyna toxopei","0"
"Charmosyna wilhelminae","0"
"Coracopsis barklyi","0"
"Coracopsis nigra","0"
"Coracopsis sibilans","0"
"Coracopsis vasa","0"
"Cyanoliseus patagonus","4"
"Cyanopsitta spixii","0"
"Cyanoramphus auriceps","0"
"Cyanoramphus forbesi","0"
"Cyanoramphus malherbi","0"
"Cyanoramphus novaezelandiae","1"
"Cyanoramphus unicolor","0"
"Cyclopsitta amabilis","0"
"Cyclopsitta coxeni","0"
"Cyclopsitta diophthalma","0"
"Cyclopsitta gulielmitertii","0"
"Cyclopsitta melanogenia","0"
"Cyclopsitta nigrifrons","0"
"Deroptyus accipitrinus","0"
"Diopsittaca cumanensis","0"
"Diopsittaca nobilis","0"
"Eclectus cornelia","0"
"Eclectus polychloros","0"
"Eclectus riedeli","0"
"Eclectus roratus","0"
"Enicognathus ferrugineus","0"
"Enicognathus leptorhynchus","1"
"Eos bornea","0"
"Eos cyanogenia","0"
"Eos histrio","1"
"Eos reticulata","0"
"Eos semilarvata","0"
"Eos squamata","0"
"Eunymphicus cornutus","1"
"Eunymphicus uvaeensis","0"
"Eupsittula astec","0"
"Eupsittula aurea","0"
"Eupsittula cactorum","0"
"Eupsittula canicularis","0"
"Eupsittula nana","0"
"Eupsittula pertinax","0"
"Forpus coelestis","0"
"Forpus conspicillatus","1"
"Forpus cyanopygius","0"
"Forpus modestus","0"
"Forpus passerinus","1"
"Forpus spengeli","0"
"Forpus xanthops","0"
"Forpus xanthopterygius","0"
"Geoffroyus geoffroyi","0"
"Geoffroyus heteroclitus","0"
"Geoffroyus hyacinthinus","0"
"Geoffroyus simplex","0"
"Glossopsitta concinna","0"
"Glossopsitta porphyrocephala","0"
"Glossopsitta pusilla","0"
"Graydidascalus brachyurus","0"
"Guaruba guarouba","0"
"Hapalopsittaca amazonina","0"
"Hapalopsittaca fuertesi","0"
"Hapalopsittaca melanotis","0"
"Hapalopsittaca pyrrhops","0"
"Himalayapsitta cyanocephala","0"
"Himalayapsitta finschii","0"
"Himalayapsitta himalayana","0"
"Himalayapsitta roseata","0"
"Lathamus discolor","0"
"Leptosittaca branickii","0"
"Loriculus amabilis","0"
"Loriculus aurantiifrons","0"
"Loriculus beryllinus","0"
"Loriculus catamene","0"
"Loriculus exilis","0"
"Loriculus flosculus","0"
"Loriculus galgulus","0"
"Loriculus philippensis","0"
"Loriculus pusillus","0"
"Loriculus sclateri","0"
"Loriculus stigmatus","0"
"Loriculus tener","0"
"Loriculus vernalis","0"
"Lorius albidinucha","0"
"Lorius chlorocercus","0"
"Lorius domicella","0"
"Lorius garrulus","0"
"Lorius hypoinochrous","0"
"Lorius lory","0"
"Melopsittacus undulatus","2"
"Micropsitta bruijnii","0"
"Micropsitta finschii","0"
"Micropsitta geelvinkiana","0"
"Micropsitta keiensis","0"
"Micropsitta meeki","0"
"Micropsitta pusio","0"
"Myiopsitta luchsi","0"
"Myiopsitta monachus","19"
"Nannopsittaca dachilleae","0"
"Nannopsittaca panychlora","0"
"Neophema chrysogaster","2"
"Neophema chrysostoma","0"
"Neophema elegans","0"
"Neophema petrophila","0"
"Neophema pulchella","0"
"Neophema splendida","0"
"Neopsephotus bourkii","0"
"Neopsittacus musschenbroekii","0"
"Neopsittacus pullicauda","0"
"Nicopsitta calthrapae","0"
"Nicopsitta columboides","0"
"Northiella haematogaster","0"
"Ognorhynchus icterotis","0"
"Oreopsittacus arfaki","0"
"Orthopsittaca manilatus","0"
"Palaeornis eupatria","0"
"Pezoporus occidentalis","2"
"Pezoporus wallicus","0"
"Phigys solitarius","0"
"Pionites leucogaster","0"
"Pionites melanocephalus","0"
"Pionites xanthomerius","0"
"Pionites xanthurus","0"
"Pionopsitta pileata","0"
"Pionus chalcopterus","0"
"Pionus fuscus","0"
"Pionus maximiliani","1"
"Pionus menstruus","0"
"Pionus reichenowi","0"
"Pionus senilis","0"
"Pionus seniloides","0"
"Pionus sordidus","0"
"Pionus tumultuosus","0"
"Platycercus adscitus","0"
"Platycercus caledonicus","0"
"Platycercus elegans","0"
"Platycercus eximius","1"
"Platycercus icterotis","0"
"Platycercus venustus","0"
"Poicephalus crassus","0"
"Poicephalus cryptoxanthus","0"
"Poicephalus flavifrons","0"
"Poicephalus fuscicollis","1"
"Poicephalus gulielmi","0"
"Poicephalus meyeri","2"
"Poicephalus robustus","5"
"Poicephalus rueppellii","0"
"Poicephalus rufiventris","0"
"Poicephalus senegalus","0"
"Polytelis alexandrae","0"
"Polytelis anthopeplus","1"
"Polytelis swainsonii","0"
"Primolius auricollis","0"
"Primolius couloni","1"
"Primolius maracana","3"
"Prioniturus discurus","0"
"Prioniturus flavicans","0"
"Prioniturus luconensis","0"
"Prioniturus mada","0"
"Prioniturus mindorensis","0"
"Prioniturus montanus","0"
"Prioniturus platenae","0"
"Prioniturus platurus","0"
"Prioniturus verticalis","0"
"Prioniturus waterstradti","0"
"Prosopeia personata","0"
"Prosopeia splendens","0"
"Prosopeia tabuensis","0"
"Psephotellus chrysopterygius","0"
"Psephotellus dissimilis","0"
"Psephotellus varius","0"
"Psephotus haematonotus","1"
"Pseudeos fuscata","0"
"Psilopsiagon aurifrons","0"
"Psilopsiagon aymara","0"
"Psittacara acuticaudatus","0"
"Psittacara chloropterus","1"
"Psittacara erythrogenys","0"
"Psittacara euops","0"
"Psittacara finschi","0"
"Psittacara frontatus","0"
"Psittacara holochlorus","0"
"Psittacara leucophthalmus","1"
"Psittacara mitratus","0"
"Psittacara rubritorquis","0"
"Psittacara wagleri","0"
"Psittacella brehmii","0"
"Psittacella lorentzi","0"
"Psittacella madaraszi","0"
"Psittacella modesta","0"
"Psittacella picta","0"
"Psittacula alexandri","0"
"Psittacula caniceps","0"
"Psittacula derbiana","0"
"Psittaculirostris cervicalis","0"
"Psittaculirostris desmarestii","0"
"Psittaculirostris edwardsii","0"
"Psittaculirostris godmani","0"
"Psittaculirostris salvadorii","0"
"Psittacus erithacus","4"
"Psittacus timneh","1"
"Psitteuteles goldiei","0"
"Psitteuteles versicolor","0"
"Psittinus abbotti","0"
"Psittinus cyanurus","0"
"Psittrichas fulgidus","0"
"Purpureicephalus spurius","0"
"Pyrilia aurantiocephala","0"
"Pyrilia barrabandi","0"
"Pyrilia caica","0"
"Pyrilia haematotis","0"
"Pyrilia pulchra","0"
"Pyrilia pyrilia","0"
"Pyrilia vulturina","0"
"Pyrrhura albipectus","0"
"Pyrrhura amazonum","0"
"Pyrrhura caeruleiceps","0"
"Pyrrhura calliptera","0"
"Pyrrhura chapmani","0"
"Pyrrhura cruentata","0"
"Pyrrhura devillei","0"
"Pyrrhura egregia","0"
"Pyrrhura eisenmanni","0"
"Pyrrhura emma","0"
"Pyrrhura frontalis","0"
"Pyrrhura griseipectus","0"
"Pyrrhura hoematotis","0"
"Pyrrhura hoffmanni","0"
"Pyrrhura lepida","0"
"Pyrrhura leucotis","0"
"Pyrrhura lucianii","0"
"Pyrrhura melanura","0"
"Pyrrhura molinae","0"
"Pyrrhura orcesi","0"
"Pyrrhura pacifica","0"
"Pyrrhura parvifrons","0"
"Pyrrhura perlata","0"
"Pyrrhura peruviana","0"
"Pyrrhura pfrimeri","0"
"Pyrrhura picta","0"
"Pyrrhura rhodocephala","0"
"Pyrrhura roseifrons","0"
"Pyrrhura rupicola","0"
"Pyrrhura snethlageae","0"
"Pyrrhura subandina","0"
"Pyrrhura viridicata","0"
"Rhynchopsitta pachyrhyncha","0"
"Rhynchopsitta terrisi","0"
"Tanygnathus everetti","0"
"Tanygnathus gramineus","0"
"Tanygnathus lucionensis","1"
"Tanygnathus megalorynchos","0"
"Tanygnathus sumatranus","0"
"Touit batavicus","0"
"Touit costaricensis","0"
"Touit dilectissimus","0"
"Touit huetii","0"
"Touit melanonotus","0"
"Touit purpuratus","0"
"Touit stictopterus","0"
"Touit surdus","0"
"Trichoglossus capistratus","0"
"Trichoglossus chlorolepidotus","0"
"Trichoglossus euteles","0"
"Trichoglossus flavoviridis","0"
"Trichoglossus forsteni","0"
"Trichoglossus haematodus","5"
"Trichoglossus iris","0"
"Trichoglossus johnstoniae","0"
"Trichoglossus meyeri","0"
"Trichoglossus moluccanus","0"
"Trichoglossus ornatus","0"
"Trichoglossus rosenbergii","0"
"Trichoglossus rubiginosus","0"
"Trichoglossus rubritorquis","0"
"Trichoglossus weberi","0"
"Triclaria malachitacea","0"
"Vini australis","0"
"Vini kuhlii","0"
"Vini peruviana","0"
"Vini stepheni","0"
"Vini ultramarina","0"
"Nestor meridionalis","0"
"Nestor notabilis","1"
"Strigops habroptila","0"
"Aegolius acadicus","10"
"Aegolius funereus","11"
"Aegolius harrisii","1"
"Aegolius ridgwayi","0"
"Asio abyssinicus","0"
"Asio capensis","1"
"Asio clamator","0"
"Asio flammeus","11"
"Asio madagascariensis","0"
"Asio otus","39"
"Asio stygius","1"
"Athene blewitti","0"
"Athene brama","3"
"Athene cunicularia","12"
"Athene noctua","11"
"Athene superciliaris","0"
"Bubo africanus","2"
"Bubo ascalaphus","0"
"Bubo bengalensis","0"
"Bubo blakistoni","0"
"Bubo bubo","26"
"Bubo capensis","3"
"Bubo cinerascens","0"
"Bubo coromandus","0"
"Bubo lacteus","1"
"Bubo leucostictus","0"
"Bubo magellanicus","0"
"Bubo nipalensis","1"
"Bubo philippensis","0"
"Bubo poensis","0"
"Bubo scandiacus","2"
"Bubo shelleyi","0"
"Bubo sumatranus","0"
"Bubo virginianus","9"
"Ciccaba albitarsis","0"
"Ciccaba huhula","0"
"Ciccaba nigrolineata","0"
"Ciccaba virgata","0"
"Glaucidium albertinum","0"
"Glaucidium bolivianum","0"
"Glaucidium brasilianum","0"
"Glaucidium brodiei","0"
"Glaucidium californicum","0"
"Glaucidium capense","0"
"Glaucidium castaneum","0"
"Glaucidium castanopterum","0"
"Glaucidium castanotum","0"
"Glaucidium cobanense","0"
"Glaucidium costaricanum","0"
"Glaucidium cuculoides","0"
"Glaucidium gnoma","0"
"Glaucidium griseiceps","0"
"Glaucidium hardyi","0"
"Glaucidium hoskinsii","0"
"Glaucidium jardinii","0"
"Glaucidium minutissimum","0"
"Glaucidium mooreorum","0"
"Glaucidium nana","0"
"Glaucidium nubicola","0"
"Glaucidium palmarum","0"
"Glaucidium parkeri","0"
"Glaucidium passerinum","2"
"Glaucidium perlatum","0"
"Glaucidium peruanum","0"
"Glaucidium radiatum","0"
"Glaucidium sanchezi","0"
"Glaucidium siju","0"
"Glaucidium sjostedti","0"
"Glaucidium tephronotum","0"
"Glaucidium tucumanum","0"
"Jubula lettii","0"
"Ketupa flavipes","1"
"Ketupa ketupu","0"
"Ketupa zeylonensis","1"
"Lophostrix cristata","0"
"Margarobyas lawrencii","0"
"Megascops albogularis","0"
"Megascops asio","1"
"Megascops atricapilla","0"
"Megascops barbarus","1"
"Megascops choliba","3"
"Megascops clarkii","0"
"Megascops colombianus","0"
"Megascops cooperi","0"
"Megascops gilesi","0"
"Megascops guatemalae","1"
"Megascops hoyi","0"
"Megascops ingens","0"
"Megascops kennicottii","2"
"Megascops koepckeae","0"
"Megascops marshalli","0"
"Megascops nudipes","0"
"Megascops petersoni","0"
"Megascops roboratus","0"
"Megascops sanctaecatarinae","0"
"Megascops seductus","0"
"Megascops trichopsis","0"
"Megascops vermiculatus","0"
"Megascops watsonii","0"
"Micrathene whitneyi","1"
"Nesasio solomonensis","0"
"Ninox affinis","0"
"Ninox boobook","5"
"Ninox burhani","0"
"Ninox connivens","3"
"Ninox forbesi","0"
"Ninox granti","0"
"Ninox hantu","0"
"Ninox hypogramma","0"
"Ninox ios","0"
"Ninox jacquinoti","0"
"Ninox japonica","0"
"Ninox leucopsis","0"
"Ninox leventisi","0"
"Ninox malaitae","0"
"Ninox meeki","0"
"Ninox mindorensis","0"
"Ninox natalis","1"
"Ninox novaeseelandiae","7"
"Ninox obscura","1"
"Ninox ochracea","0"
"Ninox odiosa","0"
"Ninox philippensis","0"
"Ninox punctulata","0"
"Ninox randi","0"
"Ninox reyi","0"
"Ninox roseoaxillaris","0"
"Ninox rudolfi","0"
